Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,-0.037,0.711,-0.083,0.25,-0.066,0.307,0.311,0.487,-0.035,0.592,-0.174,0.198,0.241,0.3,0.29,0.108,0.241,0.223
,-0.039,0.744,-0.084,0.276,-0.053,0.337,0.341,0.517,-0.025,0.624,-0.167,0.222,0.269,0.33,0.318,0.125,0.269,0.249
,-0.041,0.778,-0.084,0.303,-0.038,0.367,0.372,0.549,-0.015,0.657,-0.158,0.247,0.299,0.361,0.347,0.144,0.299,0.275
,-0.044,0.811,-0.085,0.332,-0.023,0.399,0.404,0.58,-0.005,0.689,-0.149,0.273,0.329,0.393,0.377,0.163,0.329,0.302
,-0.046,0.845,-0.085,0.361,-0.008,0.431,0.437,0.612,0.007,0.722,-0.139,0.3,0.361,0.425,0.407,0.183,0.361,0.33
,-0.048,0.879,-0.084,0.391,0.009,0.464,0.47,0.645,0.019,0.754,-0.128,0.328,0.393,0.459,0.439,0.204,0.393,0.359
,-0.05,0.912,-0.083,0.422,0.027,0.498,0.505,0.677,0.032,0.787,-0.116,0.356,0.427,0.493,0.471,0.225,0.427,0.389
,-0.052,0.946,-0.081,0.453,0.045,0.533,0.54,0.709,0.045,0.819,-0.104,0.386,0.461,0.528,0.504,0.248,0.461,0.419
,-0.054,0.979,-0.078,0.486,0.064,0.568,0.575,0.742,0.06,0.851,-0.09,0.417,0.496,0.563,0.537,0.271,0.496,0.451
,-0.055,1.011,-0.075,0.519,0.084,0.603,0.611,0.774,0.075,0.882,-0.075,0.449,0.532,0.599,0.571,0.295,0.532,0.483
,-0.057,1.042,-0.072,0.553,0.105,0.639,0.647,0.805,0.09,0.913,-0.06,0.481,0.568,0.636,0.605,0.32,0.568,0.515
,-0.058,1.073,-0.067,0.588,0.127,0.675,0.683,0.837,0.107,0.943,-0.044,0.514,0.605,0.672,0.64,0.345,0.605,0.548
,-0.059,1.102,-0.062,0.623,0.149,0.711,0.719,0.867,0.124,0.972,-0.027,0.548,0.643,0.709,0.675,0.372,0.643,0.582
,-0.059,1.131,-0.056,0.658,0.172,0.748,0.756,0.897,0.142,0.999,-0.009,0.582,0.68,0.746,0.71,0.399,0.68,0.615
,-0.059,1.157,-0.05,0.694,0.197,0.784,0.792,0.925,0.161,1.026,0.01,0.617,0.718,0.783,0.745,0.427,0.718,0.649
,-0.058,1.182,-0.043,0.73,0.221,0.819,0.827,0.952,0.18,1.051,0.029,0.652,0.756,0.819,0.78,0.456,0.756,0.683
,-0.057,1.205,-0.035,0.765,0.247,0.855,0.863,0.978,0.2,1.075,0.049,0.688,0.793,0.855,0.815,0.485,0.793,0.717
,-0.055,1.226,-0.026,0.801,0.273,0.89,0.897,1.002,0.221,1.097,0.071,0.723,0.83,0.891,0.849,0.515,0.83,0.75
,-0.053,1.245,-0.017,0.836,0.301,0.923,0.931,1.025,0.243,1.117,0.093,0.759,0.866,0.925,0.883,0.546,0.866,0.783
,-0.05,1.261,-0.006,0.87,0.329,0.956,0.964,1.045,0.266,1.134,0.116,0.795,0.902,0.959,0.915,0.577,0.902,0.816
,-0.046,1.274,0.005,0.904,0.358,0.988,0.995,1.063,0.29,1.15,0.14,0.83,0.937,0.991,0.947,0.609,0.937,0.848
,-0.041,1.285,0.016,0.937,0.387,1.019,1.025,1.079,0.314,1.163,0.164,0.866,0.97,1.022,0.978,0.641,0.97,0.878
,-0.036,1.293,0.029,0.969,0.418,1.048,1.054,1.092,0.339,1.174,0.19,0.9,1.002,1.052,1.007,0.673,1.002,0.908
,-0.03,1.297,0.042,1,0.449,1.075,1.081,1.103,0.365,1.182,0.216,0.934,1.033,1.079,1.035,0.706,1.033,0.937
,-0.023,1.298,0.056,1.029,0.481,1.1,1.105,1.111,0.392,1.187,0.243,0.968,1.062,1.105,1.061,0.738,1.062,0.964
,-0.015,1.296,0.071,1.056,0.513,1.123,1.128,1.116,0.42,1.188,0.271,1,1.089,1.129,1.086,0.771,1.089,0.989
,-0.006,1.29,0.087,1.082,0.546,1.144,1.149,1.117,0.448,1.187,0.3,1.031,1.114,1.15,1.108,0.803,1.114,1.012
,0.003,1.281,0.103,1.106,0.58,1.163,1.167,1.116,0.477,1.183,0.329,1.06,1.137,1.168,1.128,0.834,1.137,1.034
,0.014,1.268,0.12,1.127,0.614,1.179,1.182,1.111,0.507,1.175,0.359,1.088,1.157,1.184,1.145,0.865,1.157,1.053
,0.025,1.251,0.138,1.146,0.648,1.192,1.195,1.103,0.538,1.164,0.39,1.115,1.174,1.197,1.16,0.895,1.174,1.07
,0.037,1.231,0.156,1.162,0.683,1.202,1.205,1.091,0.569,1.15,0.422,1.139,1.189,1.207,1.171,0.925,1.189,1.084
,0.05,1.207,0.175,1.175,0.718,1.209,1.211,1.076,0.6,1.132,0.454,1.161,1.2,1.213,1.18,0.953,1.2,1.095
,0.064,1.18,0.195,1.186,0.753,1.213,1.214,1.058,0.632,1.111,0.486,1.181,1.209,1.216,1.185,0.979,1.209,1.103
,0.078,1.149,0.216,1.193,0.788,1.214,1.214,1.036,0.665,1.086,0.519,1.198,1.214,1.216,1.187,1.004,1.214,1.108
,0.093,1.116,0.238,1.197,0.823,1.211,1.211,1.011,0.697,1.059,0.552,1.213,1.216,1.212,1.186,1.028,1.216,1.11
,0.11,1.079,0.26,1.197,0.857,1.204,1.203,0.983,0.73,1.029,0.585,1.224,1.214,1.204,1.181,1.049,1.214,1.108
,0.127,1.04,0.283,1.194,0.891,1.194,1.193,0.952,0.762,0.995,0.618,1.233,1.208,1.192,1.172,1.068,1.208,1.103
,0.144,0.998,0.307,1.187,0.924,1.181,1.178,0.918,0.795,0.959,0.651,1.238,1.199,1.177,1.159,1.085,1.199,1.095
,0.163,0.954,0.332,1.177,0.957,1.163,1.16,0.882,0.827,0.921,0.684,1.24,1.186,1.158,1.143,1.099,1.186,1.082
,0.182,0.908,0.358,1.163,0.988,1.142,1.139,0.843,0.859,0.881,0.717,1.238,1.169,1.135,1.123,1.111,1.169,1.067
,0.202,0.86,0.384,1.145,1.018,1.118,1.114,0.803,0.89,0.838,0.749,1.232,1.149,1.109,1.1,1.119,1.149,1.047
,0.223,0.812,0.411,1.123,1.046,1.09,1.085,0.76,0.92,0.795,0.78,1.223,1.125,1.079,1.072,1.125,1.125,1.024
,0.245,0.762,0.439,1.098,1.072,1.06,1.053,0.717,0.95,0.749,0.811,1.21,1.097,1.046,1.042,1.127,1.097,0.998
,0.267,0.712,0.468,1.07,1.097,1.026,1.019,0.672,0.978,0.703,0.84,1.194,1.067,1.009,1.008,1.126,1.067,0.968
,0.29,0.661,0.497,1.038,1.119,0.989,0.981,0.626,1.004,0.656,0.869,1.173,1.033,0.97,0.972,1.122,1.033,0.936
,0.314,0.611,0.527,1.004,1.139,0.949,0.941,0.58,1.029,0.609,0.896,1.149,0.995,0.929,0.932,1.114,0.995,0.9
,0.339,0.561,0.558,0.966,1.156,0.908,0.898,0.534,1.053,0.562,0.921,1.122,0.956,0.885,0.89,1.102,0.956,0.862
,0.364,0.512,0.589,0.926,1.17,0.864,0.853,0.487,1.074,0.515,0.944,1.091,0.913,0.839,0.846,1.088,0.913,0.822
,0.39,0.464,0.621,0.883,1.182,0.818,0.807,0.442,1.093,0.468,0.966,1.057,0.869,0.791,0.8,1.069,0.869,0.779
,0.417,0.417,0.653,0.839,1.19,0.771,0.759,0.397,1.109,0.423,0.985,1.019,0.823,0.742,0.752,1.047,0.823,0.735
,0.445,0.372,0.685,0.793,1.194,0.723,0.711,0.353,1.123,0.378,1.002,0.979,0.775,0.693,0.704,1.022,0.775,0.69
,0.473,0.329,0.718,0.745,1.195,0.674,0.661,0.31,1.134,0.335,1.016,0.937,0.726,0.642,0.654,0.994,0.726,0.643
,0.502,0.288,0.75,0.697,1.193,0.625,0.611,0.269,1.142,0.293,1.027,0.892,0.676,0.592,0.605,0.963,0.676,0.596
,0.531,0.249,0.783,0.648,1.186,0.576,0.562,0.229,1.147,0.253,1.036,0.845,0.626,0.541,0.555,0.928,0.626,0.548
,0.561,0.212,0.816,0.598,1.176,0.527,0.512,0.192,1.148,0.215,1.041,0.797,0.575,0.492,0.506,0.892,0.575,0.501
,0.591,0.177,0.848,0.549,1.162,0.479,0.463,0.156,1.146,0.178,1.043,0.748,0.525,0.442,0.457,0.853,0.525,0.454
,0.622,0.145,0.88,0.5,1.144,0.432,0.416,0.122,1.141,0.144,1.042,0.697,0.476,0.395,0.409,0.812,0.476,0.408
,0.653,0.116,0.911,0.452,1.122,0.386,0.369,0.09,1.132,0.112,1.037,0.647,0.427,0.348,0.363,0.769,0.427,0.362
,0.684,0.088,0.941,0.406,1.097,0.342,0.324,0.061,1.119,0.082,1.029,0.596,0.38,0.303,0.318,0.725,0.38,0.318
,0.715,0.064,0.97,0.36,1.068,0.3,0.281,0.033,1.103,0.055,1.017,0.545,0.334,0.261,0.276,0.68,0.334,0.276
,0.746,0.041,0.999,0.316,1.035,0.259,0.24,0.008,1.083,0.029,1.002,0.495,0.29,0.22,0.235,0.634,0.29,0.235
,0.777,0.021,1.026,0.274,0.999,0.221,0.202,-0.016,1.059,0.006,0.983,0.446,0.248,0.181,0.197,0.587,0.248,0.197
,0.808,0.003,1.051,0.235,0.96,0.185,0.165,-0.037,1.032,-0.016,0.961,0.398,0.208,0.146,0.162,0.541,0.208,0.16
,0.838,-0.013,1.075,0.197,0.919,0.152,0.131,-0.056,1.002,-0.035,0.935,0.352,0.171,0.112,0.129,0.495,0.171,0.126
,0.868,-0.027,1.097,0.162,0.874,0.121,0.1,-0.074,0.969,-0.053,0.906,0.308,0.136,0.081,0.098,0.449,0.136,0.094
,0.896,-0.04,1.117,0.13,0.828,0.092,0.071,-0.09,0.933,-0.069,0.875,0.265,0.104,0.053,0.071,0.405,0.104,0.065
,0.924,-0.051,1.134,0.1,0.78,0.066,0.044,-0.104,0.895,-0.084,0.84,0.225,0.074,0.027,0.046,0.361,0.074,0.038
,0.95,-0.06,1.149,0.072,0.73,0.043,0.02,-0.117,0.854,-0.097,0.802,0.187,0.047,0.004,0.023,0.32,0.047,0.014
,0.975,-0.068,1.162,0.047,0.68,0.022,-0.001,-0.128,0.811,-0.108,0.763,0.152,0.023,-0.017,0.004,0.279,0.023,-0.008
,0.999,-0.075,1.171,0.025,0.628,0.003,-0.021,-0.139,0.766,-0.119,0.721,0.119,0.001,-0.036,-0.014,0.241,0.001,-0.027
,1.021,-0.081,1.178,0.005,0.577,-0.013,-0.038,-0.148,0.72,-0.128,0.677,0.089,-0.019,-0.052,-0.029,0.205,-0.019,-0.044
,1.041,-0.087,1.181,-0.013,0.525,-0.028,-0.053,-0.156,0.673,-0.137,0.632,0.061,-0.036,-0.066,-0.042,0.171,-0.036,-0.059
,1.058,-0.091,1.181,-0.028,0.474,-0.041,-0.066,-0.164,0.625,-0.145,0.586,0.036,-0.051,-0.079,-0.053,0.139,-0.051,-0.073
,1.074,-0.095,1.178,-0.042,0.423,-0.052,-0.078,-0.171,0.577,-0.152,0.539,0.014,-0.064,-0.089,-0.062,0.11,-0.064,-0.084
,1.086,-0.099,1.171,-0.053,0.374,-0.061,-0.088,-0.178,0.528,-0.158,0.492,-0.006,-0.075,-0.098,-0.07,0.083,-0.075,-0.093
,1.096,-0.102,1.161,-0.063,0.326,-0.07,-0.097,-0.184,0.481,-0.165,0.444,-0.024,-0.085,-0.106,-0.076,0.058,-0.085,-0.101
,1.104,-0.106,1.148,-0.072,0.279,-0.077,-0.104,-0.189,0.434,-0.17,0.397,-0.039,-0.094,-0.113,-0.081,0.036,-0.094,-0.108
,1.108,-0.108,1.13,-0.079,0.235,-0.083,-0.111,-0.195,0.388,-0.176,0.35,-0.053,-0.101,-0.119,-0.086,0.016,-0.101,-0.114
,1.109,-0.111,1.11,-0.085,0.193,-0.089,-0.117,-0.2,0.343,-0.181,0.305,-0.065,-0.107,-0.124,-0.09,-0.001,-0.107,-0.119
,1.106,-0.114,1.086,-0.09,0.153,-0.094,-0.122,-0.206,0.3,-0.187,0.26,-0.075,-0.113,-0.128,-0.093,-0.017,-0.113,-0.123
,1.1,-0.117,1.059,-0.094,0.116,-0.099,-0.127,-0.211,0.258,-0.192,0.217,-0.083,-0.118,-0.132,-0.096,-0.031,-0.118,-0.126
,1.091,-0.12,1.028,-0.098,0.081,-0.104,-0.132,-0.216,0.219,-0.197,0.175,-0.09,-0.123,-0.136,-0.099,-0.042,-0.123,-0.129
,1.078,-0.123,0.995,-0.102,0.049,-0.109,-0.137,-0.221,0.182,-0.202,0.136,-0.097,-0.128,-0.139,-0.102,-0.053,-0.128,-0.132
,1.062,-0.126,0.959,-0.105,0.019,-0.113,-0.141,-0.226,0.147,-0.207,0.098,-0.102,-0.132,-0.143,-0.106,-0.061,-0.132,-0.134
,1.042,-0.129,0.92,-0.108,-0.007,-0.118,-0.146,-0.231,0.115,-0.212,0.063,-0.107,-0.137,-0.147,-0.109,-0.069,-0.137,-0.137
,1.019,-0.132,0.879,-0.112,-0.031,-0.123,-0.151,-0.236,0.085,-0.217,0.03,-0.111,-0.142,-0.15,-0.113,-0.075,-0.142,-0.14
,0.992,-0.135,0.837,-0.115,-0.053,-0.129,-0.156,-0.24,0.058,-0.221,-0.001,-0.115,-0.147,-0.154,-0.117,-0.081,-0.147,-0.142
,0.962,-0.138,0.792,-0.119,-0.072,-0.134,-0.162,-0.245,0.033,-0.226,-0.029,-0.119,-0.153,-0.159,-0.122,-0.086,-0.153,-0.145
,0.929,-0.141,0.747,-0.123,-0.089,-0.14,-0.167,-0.25,0.011,-0.23,-0.055,-0.122,-0.159,-0.163,-0.127,-0.09,-0.159,-0.149
,0.893,-0.144,0.7,-0.127,-0.103,-0.147,-0.173,-0.254,-0.009,-0.234,-0.078,-0.126,-0.165,-0.168,-0.133,-0.094,-0.165,-0.152
,0.854,-0.146,0.653,-0.132,-0.116,-0.153,-0.18,-0.259,-0.026,-0.238,-0.099,-0.13,-0.172,-0.173,-0.139,-0.097,-0.172,-0.156
,0.813,-0.149,0.605,-0.137,-0.127,-0.16,-0.186,-0.263,-0.041,-0.242,-0.118,-0.134,-0.179,-0.178,-0.146,-0.101,-0.179,-0.16
,0.77,-0.151,0.558,-0.142,-0.136,-0.167,-0.193,-0.266,-0.054,-0.245,-0.135,-0.138,-0.187,-0.183,-0.152,-0.104,-0.187,-0.165
,0.724,-0.154,0.51,-0.148,-0.144,-0.175,-0.2,-0.27,-0.066,-0.248,-0.15,-0.143,-0.195,-0.189,-0.159,-0.108,-0.195,-0.17
,0.678,-0.156,0.464,-0.154,-0.15,-0.182,-0.207,-0.273,-0.075,-0.251,-0.162,-0.148,-0.202,-0.195,-0.167,-0.112,-0.202,-0.175
,0.63,-0.158,0.418,-0.16,-0.156,-0.189,-0.214,-0.276,-0.083,-0.253,-0.174,-0.153,-0.21,-0.2,-0.174,-0.116,-0.21,-0.18
,0.581,-0.159,0.374,-0.166,-0.161,-0.197,-0.221,-0.279,-0.09,-0.255,-0.183,-0.159,-0.218,-0.206,-0.181,-0.12,-0.218,-0.185
,0.531,-0.161,0.331,-0.172,-0.165,-0.204,-0.228,-0.281,-0.095,-0.257,-0.192,-0.164,-0.226,-0.212,-0.188,-0.125,-0.226,-0.19
,0.481,-0.162,0.29,-0.178,-0.169,-0.21,-0.235,-0.283,-0.1,-0.258,-0.199,-0.17,-0.234,-0.217,-0.195,-0.13,-0.234,-0.196
,0.432,-0.163,0.251,-0.185,-0.173,-0.217,-0.241,-0.284,-0.103,-0.258,-0.205,-0.176,-0.241,-0.222,-0.201,-0.135,-0.241,-0.201
,0.382,-0.163,0.214,-0.19,-0.177,-0.223,-0.247,-0.286,-0.106,-0.258,-0.211,-0.182,-0.248,-0.227,-0.207,-0.141,-0.248,-0.206
,0.334,-0.164,0.179,-0.196,-0.18,-0.229,-0.252,-0.286,-0.109,-0.258,-0.215,-0.188,-0.255,-0.231,-0.213,-0.147,-0.255,-0.21
,0.286,-0.164,0.146,-0.202,-0.184,-0.234,-0.257,-0.286,-0.111,-0.257,-0.22,-0.194,-0.261,-0.235,-0.217,-0.153,-0.261,-0.215
,0.24,-0.164,0.116,-0.207,-0.188,-0.238,-0.262,-0.286,-0.114,-0.255,-0.224,-0.2,-0.266,-0.239,-0.222,-0.159,-0.266,-0.219
,0.196,-0.163,0.088,-0.211,-0.192,-0.242,-0.266,-0.286,-0.116,-0.253,-0.228,-0.205,-0.271,-0.242,-0.225,-0.165,-0.271,-0.223
,0.153,-0.163,0.063,-0.215,-0.197,-0.245,-0.269,-0.285,-0.118,-0.251,-0.232,-0.21,-0.275,-0.244,-0.228,-0.171,-0.275,-0.226
,0.112,-0.162,0.039,-0.219,-0.202,-0.247,-0.271,-0.283,-0.121,-0.248,-0.236,-0.215,-0.278,-0.246,-0.23,-0.178,-0.278,-0.228
,0.074,-0.16,0.018,-0.222,-0.207,-0.249,-0.273,-0.282,-0.124,-0.245,-0.24,-0.219,-0.28,-0.247,-0.231,-0.184,-0.28,-0.23
,0.037,-0.159,0,-0.224,-0.212,-0.25,-0.274,-0.28,-0.127,-0.242,-0.244,-0.223,-0.281,-0.248,-0.231,-0.189,-0.281,-0.232
,0.003,-0.157,-0.017,-0.225,-0.217,-0.25,-0.275,-0.278,-0.13,-0.238,-0.248,-0.226,-0.282,-0.248,-0.231,-0.195,-0.282,-0.233
,-0.029,-0.155,-0.032,-0.226,-0.223,-0.249,-0.274,-0.275,-0.134,-0.234,-0.253,-0.228,-0.282,-0.247,-0.23,-0.2,-0.282,-0.233
,-0.058,-0.153,-0.045,-0.227,-0.229,-0.248,-0.273,-0.272,-0.139,-0.23,-0.258,-0.23,-0.281,-0.246,-0.228,-0.205,-0.281,-0.233
,-0.085,-0.151,-0.056,-0.227,-0.235,-0.246,-0.271,-0.269,-0.143,-0.225,-0.264,-0.231,-0.279,-0.244,-0.225,-0.209,-0.279,-0.232
,-0.11,-0.149,-0.066,-0.226,-0.241,-0.244,-0.269,-0.266,-0.148,-0.221,-0.269,-0.232,-0.276,-0.242,-0.222,-0.212,-0.276,-0.231
,-0.132,-0.146,-0.075,-0.224,-0.247,-0.241,-0.266,-0.262,-0.154,-0.216,-0.275,-0.231,-0.273,-0.24,-0.218,-0.215,-0.273,-0.229
,-0.152,-0.143,-0.083,-0.222,-0.252,-0.237,-0.263,-0.259,-0.159,-0.212,-0.281,-0.23,-0.269,-0.237,-0.214,-0.218,-0.269,-0.227
,-0.17,-0.14,-0.09,-0.219,-0.258,-0.233,-0.259,-0.255,-0.165,-0.207,-0.287,-0.229,-0.265,-0.233,-0.21,-0.22,-0.265,-0.224
,-0.186,-0.137,-0.096,-0.216,-0.263,-0.229,-0.255,-0.251,-0.171,-0.202,-0.293,-0.227,-0.26,-0.23,-0.205,-0.221,-0.26,-0.221
,-0.201,-0.134,-0.101,-0.213,-0.267,-0.224,-0.25,-0.247,-0.177,-0.198,-0.299,-0.224,-0.255,-0.226,-0.199,-0.221,-0.255,-0.218
,-0.213,-0.13,-0.106,-0.209,-0.272,-0.219,-0.245,-0.243,-0.183,-0.193,-0.305,-0.221,-0.249,-0.222,-0.194,-0.221,-0.249,-0.214
,-0.225,-0.127,-0.111,-0.205,-0.276,-0.214,-0.241,-0.239,-0.189,-0.189,-0.311,-0.218,-0.244,-0.218,-0.188,-0.22,-0.244,-0.21
,-0.235,-0.123,-0.115,-0.201,-0.279,-0.209,-0.236,-0.235,-0.194,-0.185,-0.317,-0.214,-0.238,-0.214,-0.183,-0.218,-0.238,-0.206
,-0.244,-0.119,-0.119,-0.196,-0.281,-0.204,-0.23,-0.231,-0.2,-0.181,-0.322,-0.21,-0.232,-0.209,-0.177,-0.216,-0.232,-0.202
,-0.252,-0.116,-0.124,-0.191,-0.284,-0.199,-0.225,-0.227,-0.205,-0.177,-0.327,-0.205,-0.226,-0.205,-0.172,-0.214,-0.226,-0.197
,-0.259,-0.112,-0.128,-0.187,-0.285,-0.194,-0.221,-0.223,-0.21,-0.173,-0.332,-0.201,-0.22,-0.201,-0.166,-0.211,-0.22,-0.193
,-0.266,-0.108,-0.133,-0.182,-0.286,-0.189,-0.216,-0.219,-0.215,-0.17,-0.336,-0.196,-0.214,-0.197,-0.161,-0.207,-0.214,-0.189
,-0.272,-0.104,-0.138,-0.177,-0.286,-0.184,-0.211,-0.215,-0.219,-0.167,-0.34,-0.191,-0.208,-0.194,-0.156,-0.204,-0.208,-0.185
,-0.278,-0.1,-0.143,-0.173,-0.286,-0.18,-0.207,-0.212,-0.222,-0.165,-0.343,-0.187,-0.203,-0.19,-0.152,-0.199,-0.203,-0.181
,-0.283,-0.096,-0.148,-0.168,-0.285,-0.176,-0.203,-0.208,-0.225,-0.162,-0.345,-0.182,-0.197,-0.187,-0.148,-0.195,-0.197,-0.177
,-0.289,-0.092,-0.154,-0.164,-0.284,-0.172,-0.199,-0.205,-0.227,-0.16,-0.347,-0.177,-0.192,-0.184,-0.144,-0.19,-0.192,-0.174
,-0.294,-0.088,-0.16,-0.161,-0.282,-0.168,-0.196,-0.202,-0.229,-0.158,-0.348,-0.173,-0.188,-0.182,-0.141,-0.186,-0.188,-0.17
,-0.299,-0.084,-0.166,-0.157,-0.279,-0.165,-0.193,-0.199,-0.23,-0.157,-0.348,-0.169,-0.184,-0.179,-0.138,-0.181,-0.184,-0.167
,-0.304,-0.081,-0.172,-0.154,-0.277,-0.163,-0.19,-0.196,-0.23,-0.156,-0.348,-0.165,-0.18,-0.177,-0.135,-0.176,-0.18,-0.165
,-0.31,-0.077,-0.178,-0.151,-0.273,-0.16,-0.188,-0.193,-0.23,-0.155,-0.347,-0.161,-0.176,-0.176,-0.133,-0.171,-0.176,-0.162
,-0.315,-0.074,-0.184,-0.148,-0.27,-0.158,-0.186,-0.191,-0.229,-0.154,-0.345,-0.158,-0.173,-0.175,-0.132,-0.167,-0.173,-0.16
,-0.321,-0.071,-0.19,-0.146,-0.266,-0.157,-0.184,-0.189,-0.227,-0.153,-0.343,-0.155,-0.171,-0.174,-0.13,-0.162,-0.171,-0.158
,-0.326,-0.068,-0.196,-0.145,-0.262,-0.155,-0.183,-0.187,-0.225,-0.153,-0.341,-0.152,-0.169,-0.173,-0.129,-0.158,-0.169,-0.157
,-0.332,-0.065,-0.201,-0.143,-0.258,-0.154,-0.182,-0.185,-0.222,-0.152,-0.337,-0.15,-0.167,-0.173,-0.129,-0.154,-0.167,-0.156
,-0.337,-0.062,-0.207,-0.142,-0.253,-0.154,-0.182,-0.184,-0.219,-0.152,-0.334,-0.148,-0.165,-0.173,-0.129,-0.15,-0.165,-0.155
,-0.342,-0.06,-0.212,-0.142,-0.249,-0.154,-0.182,-0.182,-0.215,-0.152,-0.329,-0.146,-0.164,-0.173,-0.129,-0.147,-0.164,-0.155
,-0.348,-0.058,-0.217,-0.142,-0.244,-0.154,-0.182,-0.181,-0.211,-0.152,-0.325,-0.145,-0.164,-0.173,-0.129,-0.144,-0.164,-0.155
,-0.353,-0.056,-0.221,-0.142,-0.24,-0.154,-0.183,-0.18,-0.206,-0.153,-0.32,-0.144,-0.164,-0.174,-0.129,-0.141,-0.164,-0.155
,-0.357,-0.055,-0.224,-0.142,-0.235,-0.155,-0.183,-0.179,-0.201,-0.153,-0.315,-0.143,-0.164,-0.175,-0.13,-0.138,-0.164,-0.156
,-0.362,-0.053,-0.227,-0.143,-0.231,-0.155,-0.184,-0.178,-0.196,-0.153,-0.309,-0.143,-0.164,-0.175,-0.131,-0.136,-0.164,-0.156
,-0.366,-0.052,-0.23,-0.144,-0.226,-0.156,-0.185,-0.178,-0.19,-0.153,-0.304,-0.143,-0.165,-0.177,-0.132,-0.135,-0.165,-0.157
,-0.369,-0.052,-0.232,-0.145,-0.222,-0.157,-0.187,-0.177,-0.184,-0.153,-0.298,-0.143,-0.165,-0.178,-0.132,-0.133,-0.165,-0.159
,-0.372,-0.051,-0.233,-0.147,-0.218,-0.158,-0.188,-0.177,-0.178,-0.153,-0.292,-0.143,-0.166,-0.179,-0.133,-0.132,-0.166,-0.16
,-0.375,-0.051,-0.233,-0.148,-0.214,-0.159,-0.189,-0.176,-0.173,-0.153,-0.287,-0.143,-0.168,-0.18,-0.134,-0.132,-0.168,-0.161
,-0.376,-0.051,-0.233,-0.15,-0.211,-0.16,-0.191,-0.176,-0.167,-0.152,-0.281,-0.144,-0.169,-0.181,-0.135,-0.131,-0.169,-0.163
,-0.378,-0.051,-0.232,-0.152,-0.207,-0.162,-0.192,-0.175,-0.161,-0.152,-0.276,-0.144,-0.17,-0.182,-0.136,-0.131,-0.17,-0.165
,-0.378,-0.052,-0.231,-0.154,-0.204,-0.163,-0.194,-0.175,-0.156,-0.152,-0.271,-0.145,-0.172,-0.183,-0.136,-0.131,-0.172,-0.166
,-0.378,-0.053,-0.228,-0.155,-0.202,-0.163,-0.195,-0.174,-0.15,-0.151,-0.266,-0.146,-0.173,-0.184,-0.137,-0.132,-0.173,-0.168
,-0.377,-0.054,-0.226,-0.157,-0.199,-0.164,-0.196,-0.174,-0.145,-0.15,-0.262,-0.146,-0.175,-0.185,-0.137,-0.133,-0.175,-0.169
,-0.376,-0.055,-0.222,-0.158,-0.197,-0.165,-0.198,-0.173,-0.141,-0.149,-0.258,-0.147,-0.176,-0.186,-0.137,-0.133,-0.176,-0.171
,-0.373,-0.056,-0.218,-0.16,-0.195,-0.165,-0.199,-0.172,-0.137,-0.148,-0.254,-0.148,-0.177,-0.186,-0.137,-0.134,-0.177,-0.172
,-0.37,-0.057,-0.214,-0.161,-0.194,-0.166,-0.199,-0.172,-0.133,-0.147,-0.251,-0.149,-0.179,-0.187,-0.137,-0.136,-0.179,-0.174
,-0.367,-0.059,-0.209,-0.162,-0.192,-0.166,-0.2,-0.171,-0.129,-0.145,-0.248,-0.149,-0.18,-0.187,-0.137,-0.137,-0.18,-0.175
,-0.363,-0.06,-0.204,-0.163,-0.191,-0.166,-0.2,-0.17,-0.127,-0.144,-0.246,-0.15,-0.181,-0.187,-0.136,-0.138,-0.181,-0.176
,-0.358,-0.062,-0.199,-0.164,-0.191,-0.166,-0.2,-0.17,-0.124,-0.143,-0.244,-0.15,-0.182,-0.186,-0.136,-0.139,-0.182,-0.176
,-0.353,-0.063,-0.193,-0.164,-0.19,-0.165,-0.2,-0.169,-0.122,-0.141,-0.242,-0.15,-0.182,-0.186,-0.135,-0.141,-0.182,-0.177
,-0.347,-0.064,-0.188,-0.165,-0.19,-0.164,-0.2,-0.168,-0.121,-0.139,-0.241,-0.15,-0.183,-0.185,-0.134,-0.142,-0.183,-0.177
,-0.34,-0.066,-0.182,-0.164,-0.191,-0.164,-0.199,-0.167,-0.12,-0.138,-0.241,-0.15,-0.183,-0.184,-0.133,-0.143,-0.183,-0.177
,-0.334,-0.067,-0.176,-0.164,-0.191,-0.162,-0.198,-0.167,-0.12,-0.136,-0.241,-0.15,-0.183,-0.183,-0.132,-0.144,-0.183,-0.177
,-0.327,-0.068,-0.171,-0.164,-0.191,-0.161,-0.197,-0.166,-0.12,-0.135,-0.241,-0.15,-0.182,-0.181,-0.13,-0.145,-0.182,-0.176
,-0.32,-0.069,-0.165,-0.163,-0.192,-0.16,-0.196,-0.165,-0.12,-0.134,-0.241,-0.149,-0.182,-0.18,-0.129,-0.145,-0.182,-0.176
,-0.312,-0.07,-0.16,-0.162,-0.193,-0.158,-0.195,-0.165,-0.121,-0.132,-0.242,-0.149,-0.181,-0.178,-0.128,-0.146,-0.181,-0.175
