-0.03,-0.022,-0.013,0.019
-0.031,-0.023,-0.013,0.018
-0.031,-0.025,-0.013,0.018
-0.032,-0.027,-0.013,0.018
-0.032,-0.028,-0.013,0.018
-0.032,-0.03,-0.013,0.018
-0.033,-0.031,-0.012,0.018
-0.033,-0.032,-0.012,0.018
-0.033,-0.033,-0.011,0.018
-0.033,-0.034,-0.011,0.018
-0.033,-0.035,-0.01,0.018
-0.033,-0.035,-0.01,0.018
-0.033,-0.035,-0.009,0.019
-0.033,-0.035,-0.008,0.019
-0.033,-0.035,-0.008,0.019
-0.033,-0.035,-0.007,0.019
-0.033,-0.034,-0.006,0.02
-0.033,-0.033,-0.005,0.02
-0.033,-0.032,-0.005,0.02
-0.032,-0.031,-0.004,0.02
-0.032,-0.029,-0.003,0.02
-0.032,-0.028,-0.002,0.02
-0.032,-0.026,-0.001,0.02
-0.032,-0.024,0,0.02
-0.031,-0.022,0.001,0.019
-0.031,-0.02,0.002,0.019
-0.03,-0.018,0.003,0.019
-0.03,-0.016,0.004,0.018
-0.029,-0.015,0.005,0.017
-0.029,-0.013,0.006,0.017
-0.028,-0.011,0.007,0.016
-0.027,-0.01,0.007,0.015
-0.027,-0.009,0.008,0.014
-0.026,-0.008,0.009,0.014
-0.025,-0.007,0.01,0.013
-0.024,-0.007,0.011,0.012
-0.023,-0.006,0.011,0.011
-0.022,-0.006,0.012,0.01
-0.021,-0.007,0.013,0.01
-0.02,-0.007,0.013,0.009
-0.019,-0.008,0.013,0.008
-0.018,-0.009,0.014,0.008
-0.017,-0.01,0.014,0.007
-0.016,-0.011,0.014,0.007
-0.015,-0.012,0.014,0.007
-0.014,-0.014,0.014,0.007
-0.013,-0.015,0.013,0.007
-0.013,-0.017,0.013,0.007
-0.012,-0.018,0.012,0.007
-0.011,-0.019,0.011,0.008
-0.011,-0.02,0.011,0.008
-0.01,-0.021,0.01,0.009
-0.01,-0.022,0.009,0.01
-0.009,-0.023,0.008,0.01
-0.009,-0.024,0.007,0.011
-0.009,-0.024,0.006,0.012
-0.008,-0.024,0.004,0.013
