0.001,0.063,0.026,-0.01,-0.115,-0.009,0.035
0.001,0.064,0.026,-0.01,-0.115,-0.008,0.036
0.001,0.065,0.027,-0.01,-0.115,-0.007,0.037
0,0.065,0.027,-0.009,-0.115,-0.006,0.038
-0.001,0.065,0.027,-0.01,-0.116,-0.004,0.039
-0.001,0.065,0.027,-0.01,-0.116,-0.003,0.039
-0.002,0.065,0.027,-0.01,-0.116,-0.001,0.04
-0.003,0.065,0.027,-0.01,-0.116,0.001,0.04
-0.004,0.065,0.027,-0.01,-0.117,0.003,0.041
-0.006,0.064,0.026,-0.01,-0.117,0.005,0.041
-0.007,0.064,0.026,-0.01,-0.118,0.007,0.042
-0.008,0.063,0.025,-0.011,-0.118,0.009,0.042
-0.009,0.062,0.024,-0.011,-0.119,0.011,0.042
-0.01,0.061,0.023,-0.011,-0.119,0.012,0.042
-0.011,0.06,0.022,-0.011,-0.12,0.014,0.042
-0.012,0.059,0.021,-0.011,-0.121,0.015,0.042
-0.013,0.058,0.019,-0.011,-0.121,0.016,0.041
-0.014,0.057,0.018,-0.01,-0.122,0.017,0.041
-0.014,0.056,0.017,-0.01,-0.123,0.018,0.041
-0.015,0.055,0.016,-0.009,-0.124,0.019,0.04
-0.015,0.054,0.015,-0.009,-0.125,0.019,0.04
-0.015,0.053,0.014,-0.008,-0.126,0.019,0.039
-0.015,0.052,0.013,-0.007,-0.127,0.019,0.039
-0.015,0.051,0.012,-0.006,-0.128,0.018,0.039
-0.015,0.051,0.011,-0.004,-0.129,0.018,0.038
-0.015,0.05,0.011,-0.003,-0.13,0.017,0.038
-0.014,0.049,0.011,-0.002,-0.132,0.016,0.038
-0.014,0.048,0.01,0,-0.133,0.015,0.038
-0.013,0.047,0.011,0.001,-0.134,0.014,0.037
-0.013,0.047,0.011,0.003,-0.135,0.013,0.037
-0.012,0.046,0.011,0.004,-0.136,0.012,0.038
-0.011,0.045,0.012,0.006,-0.137,0.01,0.038
-0.011,0.044,0.013,0.007,-0.138,0.009,0.038
-0.01,0.044,0.014,0.008,-0.139,0.008,0.038
-0.009,0.043,0.015,0.009,-0.14,0.007,0.039
-0.009,0.042,0.017,0.01,-0.141,0.005,0.04
-0.008,0.041,0.018,0.011,-0.142,0.004,0.04
-0.007,0.04,0.02,0.012,-0.143,0.003,0.041
-0.007,0.039,0.022,0.012,-0.143,0.002,0.042
-0.006,0.038,0.023,0.012,-0.144,0.001,0.042
-0.005,0.037,0.025,0.012,-0.145,0,0.043
-0.005,0.036,0.027,0.011,-0.145,-0.001,0.044
-0.004,0.036,0.028,0.01,-0.146,-0.001,0.045
-0.004,0.035,0.03,0.009,-0.146,-0.002,0.045
-0.003,0.034,0.031,0.008,-0.146,-0.002,0.046
-0.003,0.033,0.032,0.007,-0.146,-0.002,0.047
-0.003,0.033,0.033,0.005,-0.146,-0.002,0.047
-0.002,0.033,0.033,0.003,-0.146,-0.002,0.048
-0.002,0.033,0.033,0.001,-0.146,-0.001,0.048
-0.002,0.033,0.033,-0.001,-0.146,-0.001,0.048
-0.001,0.033,0.033,-0.003,-0.145,0,0.048
-0.001,0.034,0.032,-0.005,-0.145,0.001,0.048
-0.001,0.034,0.031,-0.007,-0.145,0.002,0.048
-0.001,0.035,0.03,-0.009,-0.144,0.004,0.047
-0.001,0.036,0.028,-0.011,-0.144,0.005,0.047
-0.001,0.038,0.026,-0.013,-0.143,0.006,0.046
-0.001,0.039,0.024,-0.015,-0.143,0.008,0.046
-0.001,0.041,0.022,-0.016,-0.142,0.01,0.045
-0.001,0.042,0.019,-0.017,-0.142,0.012,0.044
-0.002,0.044,0.016,-0.018,-0.141,0.014,0.043
-0.002,0.046,0.014,-0.018,-0.141,0.016,0.043
-0.003,0.048,0.011,-0.018,-0.14,0.017,0.042
-0.004,0.049,0.009,-0.018,-0.14,0.019,0.041
-0.005,0.051,0.006,-0.018,-0.139,0.021,0.04
-0.007,0.052,0.004,-0.017,-0.139,0.023,0.039
-0.009,0.054,0.002,-0.017,-0.139,0.025,0.038
-0.011,0.055,0,-0.016,-0.138,0.027,0.038
-0.013,0.056,-0.002,-0.014,-0.138,0.029,0.037
-0.015,0.057,-0.004,-0.013,-0.138,0.031,0.036
-0.018,0.057,-0.005,-0.012,-0.138,0.033,0.036
-0.02,0.057,-0.006,-0.01,-0.138,0.034,0.035
-0.023,0.057,-0.006,-0.009,-0.138,0.036,0.034
-0.026,0.056,-0.006,-0.007,-0.139,0.038,0.034
-0.029,0.056,-0.006,-0.005,-0.139,0.039,0.033
-0.031,0.055,-0.006,-0.004,-0.139,0.041,0.033
-0.034,0.053,-0.005,-0.003,-0.14,0.042,0.032
-0.036,0.052,-0.005,-0.001,-0.14,0.043,0.032
-0.039,0.05,-0.003,0,-0.141,0.044,0.032
-0.041,0.049,-0.002,0.001,-0.141,0.045,0.031
-0.042,0.047,-0.001,0.002,-0.142,0.046,0.031
-0.044,0.045,0.001,0.003,-0.142,0.047,0.031
-0.045,0.043,0.003,0.003,-0.143,0.048,0.031
-0.045,0.041,0.004,0.003,-0.143,0.049,0.031
-0.046,0.038,0.006,0.003,-0.144,0.05,0.031
-0.045,0.037,0.008,0.003,-0.144,0.05,0.031
-0.045,0.035,0.01,0.003,-0.144,0.05,0.031
-0.044,0.033,0.011,0.003,-0.145,0.05,0.031
-0.042,0.031,0.013,0.002,-0.145,0.051,0.032
-0.04,0.03,0.014,0.002,-0.145,0.05,0.032
-0.038,0.029,0.016,0.001,-0.145,0.05,0.033
-0.036,0.028,0.017,0,-0.145,0.05,0.033
-0.033,0.027,0.018,-0.001,-0.145,0.049,0.034
-0.03,0.026,0.019,-0.002,-0.145,0.048,0.034
-0.027,0.026,0.019,-0.003,-0.145,0.047,0.035
-0.024,0.025,0.02,-0.004,-0.145,0.046,0.036
