id,N_peaks,env_peak1_pos,env_peak2_pos,env_peak3_pos,env_peak1_val,env_peak2_val,env_peak3_val,peak1_pos,peak2_pos,peak3_pos,peak1_val,peak2_val,peak3_val,duration,silent_phase,silent_rateo,atrial_ventricular_ratio,atrial_ventricular_time_ratio,third_major_ratio,third_second_ratio,n_peaks_duration_rateo,class
4,3,0.4914,0.32334,0.17199,0.079922,0.023419,0.0045604,0.4973,0.32088,0.17838,0.125,0.037,0.009,0.3199,0.063391,0.19816,0.072,0.3587,0.072,0.24324,9.3779,MAP_B
4,3,0.50663,0.29386,0.4059,0.15838,0.036384,0.01509,0.49189,0.28943,0.39902,0.196,0.053,0.017,0.21327,0.058477,0.27419,0.27041,0.58841,0.086735,0.32075,14.0668,MAP_B
4,3,0.51695,0.32678,0.24177,0.30524,0.023216,0.0041659,0.49877,0.32678,0.23587,0.264,0.034,0.009,0.27568,0.072727,0.26381,0.034091,0.47291,0.034091,0.26471,10.8824,MAP_B
4,3,0.33268,0.50123,0.19263,0.053759,0.049437,0.0045033,0.32776,0.4973,0.19853,0.082,0.073,0.009,0.30909,0.074201,0.24006,0.12329,0.39921,0.10976,0.12329,9.7059,MAP_B
4,3,0.50221,0.27371,0.17494,0.1058,0.033329,0.0069199,0.52383,0.27027,0.19607,0.124,0.048,0.013,0.32776,0.12678,0.38681,0.10484,0.3743,0.10484,0.27083,9.1529,MAP_B
4,3,0.51744,0.35037,0.2059,0.30339,0.018185,0.00535,0.49926,0.33022,0.22457,0.251,0.024,0.011,0.31204,0.062899,0.20157,0.043825,0.4498,0.043825,0.45833,9.6142,MAP_B
4,3,0.52285,0.34054,0.19803,0.092215,0.01714,0.0059252,0.52187,0.32039,0.19361,0.135,0.026,0.012,0.32531,0.085012,0.26133,0.088889,0.371,0.088889,0.46154,9.2221,MAP_B
4,2,0.5086,0.33219,,0.13588,0.030084,,0.49975,0.33071,,0.159,0.052,,0.1769,0.017199,0.097222,0.32704,0.66175,,,11.3056,MAP_B
4,2,0.52138,0.33563,,0.27322,0.030821,,0.50614,0.35332,,0.285,0.039,,0.18624,0.030958,0.16623,0.13684,0.69806,,,10.7388,MAP_B
4,3,0.52088,0.33514,0.39853,0.21935,0.032853,0.024926,0.50516,0.3941,0.32875,0.246,0.04,0.027,0.18624,0.072727,0.3905,0.10976,0.65078,0.10976,0.675,16.1082,MAP_B
4,3,0.5145,0.343,0.21916,0.29675,0.027412,0.0059202,0.49926,0.32826,0.23587,0.253,0.041,0.01,0.29582,0.054545,0.18439,0.039526,0.47244,0.039526,0.2439,10.1412,MAP_B
4,3,0.48649,0.34201,0.1828,0.058203,0.020848,0.0045672,0.50516,0.33956,0.18968,0.085,0.033,0.007,0.30418,0.047174,0.15509,0.082353,0.37549,0.082353,0.21212,9.8627,MAP_B
4,3,0.48894,0.35921,0.26486,0.070484,0.033468,0.0045857,0.50565,0.34251,0.25799,0.118,0.031,0.007,0.22457,0.025061,0.1116,0.059322,0.5102,0.059322,0.22581,13.3589,MAP_B
4,3,0.5086,0.40983,0.32826,0.1818,0.039423,0.038287,0.49189,0.3258,0.42899,0.219,0.063,0.035,0.18084,0.026044,0.14402,0.28767,0.66234,0.15982,0.55556,16.5897,MAP_B
4,3,0.51843,0.32531,0.40737,0.18771,0.028609,0.025474,0.50025,0.32531,0.41916,0.194,0.047,0.015,0.19361,0.034398,0.17766,0.24227,0.65029,0.07732,0.31915,15.4949,MAP_B
6,2,0.47224,0.30319,,1.1383,0.11021,,0.47813,0.29828,,1.214,0.16,,0.16953,0.034398,0.2029,0.1318,0.62384,,,11.7971,MAP_B
6,2,0.46978,0.3086,,0.52804,0.12027,,0.4742,0.30467,,0.645,0.206,,0.16167,0.029484,0.18237,0.31938,0.64249,,,12.3708,MAP_B
6,2,0.47666,0.28649,,0.16176,0.053901,,0.47371,0.28206,,0.209,0.07,,0.19066,0.030958,0.16237,0.33493,0.59544,,,10.4897,MAP_B
6,2,0.46486,0.30418,,0.88203,0.038501,,0.4688,0.29975,,1.242,0.049,,0.16118,0.030467,0.18902,0.039452,0.63941,,,12.4085,MAP_B
6,2,0.4688,0.30418,,0.97877,0.046627,,0.47273,0.30025,,1.221,0.071,,0.16511,0.03145,0.19048,0.058149,0.63514,,,12.1131,MAP_B
6,2,0.4683,0.2973,,0.61372,0.094473,,0.47224,0.30074,,0.72,0.16,,0.1715,0.038329,0.2235,0.22222,0.63684,,,11.6619,MAP_B
6,3,0.46929,0.30713,0.2113,0.39317,0.090827,0.01435,0.47371,0.3027,0.2113,0.487,0.148,0.025,0.25848,0.046192,0.17871,0.051335,0.44606,0.051335,0.16892,11.6065,MAP_B
6,2,0.47027,0.30369,,1.3603,0.07116,,0.47666,0.29975,,1.354,0.098,,0.16708,0.032924,0.19706,0.072378,0.62887,,,11.9706,MAP_B
6,2,0.46437,0.31597,,0.69451,0.022548,,0.46781,0.30123,,1,0.034,,0.14889,0.029484,0.19802,0.034,0.64391,,,13.4323,MAP_B
6,2,0.46978,0.31106,,1.1481,0.04196,,0.47617,0.30565,,1.218,0.056,,0.15921,0.028993,0.1821,0.045977,0.6419,,,12.5617,MAP_B
6,3,0.4683,0.31204,0.20639,0.27832,0.038676,0.0041664,0.47224,0.30614,0.20786,0.387,0.053,0.007,0.26241,0.038821,0.14794,0.018088,0.44017,0.018088,0.13208,11.4326,MAP_B
6,2,0.48305,0.30221,,0.21113,0.064274,,0.48354,0.29681,,0.351,0.039,,0.18133,0.028501,0.15718,0.11111,0.61382,,,11.0298,MAP_B
7,3,0.48993,0.24521,0.36265,0.2106,0.026166,0.0063394,0.49435,0.24177,0.35676,0.312,0.034,0.009,0.24521,0.10614,0.43287,0.10897,0.48907,0.028846,0.26471,12.2345,MAP_B
7,2,0.4973,0.26093,,0.30147,0.038001,,0.50221,0.26241,,0.253,0.03,,0.23686,0.13415,0.56639,0.11858,0.5225,,,8.444,MAP_B
7,3,0.48943,0.24816,0.32924,0.13011,0.055252,0.0062449,0.49435,0.24324,0.32973,0.213,0.081,0.01,0.24177,0.059459,0.24593,0.38028,0.49205,0.046948,0.12346,12.4085,MAP_B
7,2,0.50319,0.26192,,0.081047,0.053804,,0.50762,0.2688,,0.105,0.052,,0.24177,0.037838,0.1565,0.49524,0.52953,,,8.2724,MAP_B
7,3,0.47666,0.25995,0.38231,1.4007,0.039877,0.0083719,0.47666,0.25504,0.38575,1.896,0.075,0.01,0.2172,0.059459,0.27376,0.039557,0.53505,0.0052743,0.13333,13.8122,MAP_B
8,3,0.5027,0.38428,0.29631,0.70212,0.092498,0.0066293,0.50663,0.3887,0.30958,1.04,0.134,0.004,0.20688,0.040786,0.19715,0.0038462,0.61106,0.0038462,0.029851,14.5012,MAP_B
8,3,0.50418,0.40147,0.34545,0.67378,0.041254,0.0060704,0.50713,0.39656,0.34103,1.008,0.029,0.007,0.15921,0.022113,0.13889,0.0069444,0.67248,0.0069444,0.24138,18.8426,MAP_B
8,2,0.50369,0.38133,,0.79363,0.058206,,0.50713,0.38624,,1.163,0.067,,0.12285,0.032432,0.264,0.05761,0.76163,,,16.28,MAP_B
8,3,0.50319,0.35872,0.26536,0.79288,0.025154,0.0074492,0.50565,0.35676,0.26093,1.196,0.04,0.011,0.23833,0.057002,0.23918,0.0091973,0.51603,0.0091973,0.275,12.5876,MAP_B
8,3,0.51302,0.35774,0.18919,0.48424,0.032974,0.019261,0.51695,0.39459,0.19115,0.509,0.049,0.029,0.32432,0.072236,0.22273,0.056974,0.36977,0.056974,0.59184,9.25,MAP_B
8,2,0.50418,0.38526,,0.66324,0.053806,,0.50762,0.39115,,0.978,0.059,,0.11941,0.025553,0.21399,0.060327,0.77057,,,16.749,MAP_B
9,2,0.52776,0.40885,,0.75887,0.058107,,0.53071,0.41179,,1.077,0.085,,0.11941,0.02801,0.23457,0.078923,0.77593,,,16.749,MAP_B
9,2,0.52285,0.39066,,1.3438,0.015572,,0.52482,0.39066,,1.711,0.025,,0.13268,0.03145,0.23704,0.014611,0.74438,,,15.0741,MAP_B
9,3,0.53219,0.36364,0.26683,0.38052,0.074823,0.0075327,0.53563,0.35823,0.26978,0.531,0.08,0.009,0.26585,0.062899,0.2366,0.016949,0.50367,0.016949,0.1125,11.2847,MAP_B
9,2,0.52776,0.36265,,1.1104,0.031953,,0.52973,0.35627,,1.609,0.033,,0.1656,0.033907,0.20475,0.02051,0.67254,,,12.0772,MAP_B
9,2,0.53268,0.36855,,0.57063,0.02499,,0.53514,0.36413,,0.814,0.035,,0.16462,0.035381,0.21493,0.042998,0.68044,,,12.1493,MAP_B
9,3,0.5312,0.36314,0.20344,0.38404,0.075115,0.012069,0.53415,0.36069,0.20688,0.496,0.076,0.017,0.32826,0.10958,0.33383,0.034274,0.3873,0.034274,0.22368,9.1392,MAP_B
9,2,0.52875,0.36364,,0.83472,0.03504,,0.5312,0.35872,,1.214,0.048,,0.1656,0.037838,0.22849,0.039539,0.6753,,,12.0772,MAP_B
10,2,0.50909,0.3769,,0.69283,0.095535,,0.51253,0.37101,,0.905,0.079,,0.13268,0.041278,0.31111,0.087293,0.72387,,,15.0741,MAP_B
10,3,0.50319,0.38575,0.27813,1.2641,0.029802,0.0082009,0.50614,0.38084,0.29681,2.1,0.032,0.013,0.22555,0.058477,0.25926,0.0061905,0.58641,0.0061905,0.40625,13.3007,MAP_B
10,3,0.51351,0.37101,0.20049,0.30563,0.081055,0.024639,0.51892,0.36462,0.2059,0.347,0.055,0.033,0.31351,0.064865,0.2069,0.095101,0.39678,0.095101,0.6,9.569,MAP_B
10,3,0.50516,0.35823,0.25602,0.14739,0.095104,0.0037732,0.50025,0.35233,0.23194,0.203,0.104,0.005,0.24963,0.040295,0.16142,0.024631,0.46365,0.024631,0.048077,12.0177,MAP_B
11,3,0.51548,0.39312,0.19902,0.12097,0.021514,0.004717,0.52236,0.3887,0.20344,0.146,0.017,0.01,0.31695,0.06683,0.21085,0.068493,0.38946,0.068493,0.58824,9.4651,MAP_B
11,3,0.51302,0.39459,0.20344,0.070755,0.056699,0.0045097,0.50958,0.38968,0.27862,0.09,0.076,0.007,0.31007,0.059951,0.19334,0.077778,0.54677,0.077778,0.092105,9.6751,MAP_B
12,2,0.50663,0.3602,,0.93879,0.04649,,0.50958,0.35283,,1.416,0.041,,0.14693,0.036855,0.25084,0.028955,0.69238,,,13.612,MAP_B
12,3,0.514,0.35971,0.28403,0.22454,0.047412,0.0051525,0.51744,0.36757,0.2629,0.24,0.045,0.007,0.23047,0.059951,0.26013,0.029167,0.50807,0.029167,0.15556,13.0171,MAP_B
12,3,0.51204,0.35528,0.21769,0.141,0.041877,0.0063218,0.51499,0.34939,0.19902,0.217,0.042,0.009,0.29484,0.082064,0.27833,0.041475,0.38645,0.041475,0.21429,10.175,MAP_B
12,2,0.51302,0.35332,,0.61411,0.080712,,0.514,0.35676,,0.744,0.077,,0.1602,0.06683,0.41718,0.10349,0.69407,,,12.4847,MAP_B
12,3,0.50909,0.35872,0.25405,0.81824,0.089044,0.01367,0.51253,0.35528,0.24914,1.389,0.086,0.031,0.25553,0.10074,0.39423,0.022318,0.4861,0.022318,0.36047,11.7404,MAP_B
12,2,0.50909,0.36413,,0.41508,0.11661,,0.51204,0.36216,,0.691,0.081,,0.14545,0.032432,0.22297,0.11722,0.70729,,,13.75,MAP_B
12,2,0.51007,0.35971,,0.74796,0.09219,,0.51302,0.35528,,1.273,0.089,,0.15086,0.059951,0.39739,0.069914,0.69253,,,13.2573,MAP_B
12,3,0.51007,0.36069,0.27617,0.67803,0.061249,0.0076684,0.51253,0.3543,0.28256,1.133,0.06,0.016,0.2344,0.059459,0.25367,0.014122,0.55129,0.014122,0.26667,12.7987,MAP_B
12,3,0.50762,0.36806,0.24717,0.43548,0.081336,0.0064327,0.51106,0.36462,0.25258,0.735,0.106,0.013,0.26093,0.064373,0.2467,0.017687,0.49423,0.017687,0.12264,11.4972,MAP_B
12,3,0.50614,0.37101,0.31548,0.38098,0.065384,0.0064089,0.50958,0.36757,0.31204,0.614,0.098,0.011,0.19115,0.042752,0.22365,0.017915,0.61234,0.017915,0.11224,15.6941,MAP_B
12,2,0.51253,0.35774,,0.58526,0.030646,,0.51351,0.35676,,0.697,0.038,,0.15528,0.036364,0.23418,0.054519,0.69474,,,12.8797,MAP_B
12,2,0.51548,0.35283,,0.52217,0.046527,,0.51843,0.35725,,0.483,0.068,,0.16314,0.02801,0.17169,0.14079,0.6891,,,12.259,MAP_B
12,3,0.51499,0.35381,0.27666,0.3672,0.062203,0.0051985,0.51794,0.3484,0.27617,0.352,0.052,0.008,0.23882,0.068796,0.28807,0.022727,0.53321,0.022727,0.15385,12.5617,MAP_B
12,2,0.51499,0.35725,,0.49253,0.062505,,0.51794,0.35823,,0.456,0.09,,0.15823,0.064373,0.40683,0.19737,0.69165,,,12.6398,MAP_B
1,3,0.50762,0.40885,0.3086,1.0224,0.02088,0.020193,0.51007,0.29042,0.40344,1.485,0.03,0.028,0.19951,0.052088,0.26108,0.020202,0.56936,0.018855,0.93333,15.0369,MAP_C
1,3,0.51007,0.29386,0.4113,0.64997,0.056514,0.0147,0.514,0.28698,0.41523,0.892,0.073,0.022,0.21671,0.05258,0.24263,0.081839,0.55832,0.024664,0.30137,13.8435,MAP_C
1,3,0.50958,0.2914,0.40098,0.51847,0.16891,0.011614,0.51302,0.28649,0.39951,0.686,0.307,0.017,0.21867,0.051597,0.23596,0.44752,0.55843,0.024781,0.055375,13.7191,MAP_C
1,3,0.50713,0.41032,0.3086,1.0991,0.021413,0.018321,0.50958,0.29091,0.4059,1.617,0.029,0.024,0.19902,0.054054,0.2716,0.017934,0.57088,0.014842,0.82759,15.0741,MAP_C
1,3,0.50811,0.29386,0.41179,0.80808,0.05084,0.013555,0.51057,0.28747,0.41671,1.196,0.073,0.02,0.21474,0.04914,0.22883,0.061037,0.56304,0.016722,0.27397,13.9703,MAP_C
2,3,0.52383,0.3086,0.39607,2.3843,0.19503,0.070616,0.52678,0.30565,0.4,2.15,0.379,0.06,0.21572,0.051597,0.23918,0.17628,0.58022,0.027907,0.15831,13.9066,MAP_C
2,2,0.52088,0.3312,,3.8946,0.12853,,0.52187,0.30713,,4.434,0.137,,0.19017,0.057494,0.30233,0.030898,0.58851,,,10.5168,MAP_C
2,3,0.52383,0.3086,0.39607,2.3843,0.19512,0.070692,0.52678,0.30565,0.39951,2.15,0.379,0.06,0.21572,0.051597,0.23918,0.17628,0.58022,0.027907,0.15831,13.9066,MAP_C
2,2,0.51892,0.32482,,4.1394,0.114,,0.52039,0.30369,,5.245,0.223,,0.19459,0.060442,0.31061,0.042517,0.58357,,,10.2778,MAP_C
2,2,0.52138,0.32776,,3.7372,0.096947,,0.52236,0.30418,,3.903,0.116,,0.1941,0.061916,0.31899,0.029721,0.58231,,,10.3038,MAP_C
2,2,0.52088,0.3312,,3.8946,0.12856,,0.52187,0.30713,,4.434,0.137,,0.19017,0.057494,0.30233,0.030898,0.58851,,,10.5168,MAP_C
2,2,0.52138,0.32776,,3.7372,0.096811,,0.52236,0.30418,,3.902,0.116,,0.1941,0.061916,0.31899,0.029728,0.58231,,,10.3038,MAP_C
3,3,0.34251,0.48354,0.25258,0.18062,0.079854,0.0042788,0.34693,0.48649,0.2231,0.247,0.097,0.007,0.23145,0.051597,0.22293,0.072165,0.45859,0.02834,0.072165,12.9618,MAP_C
3,2,0.33759,0.50516,,0.1629,0.14604,,0.34251,0.48894,,0.212,0.17,,0.16806,0.035381,0.21053,1.2471,0.7005,,,11.9006,MAP_C
3,2,0.49631,0.35332,,0.12039,0.046434,,0.48993,0.35627,,0.138,0.072,,0.14349,0.015233,0.10616,0.52174,0.72718,,,13.9384,MAP_C
3,3,0.35381,0.48403,0.17592,0.11356,0.11015,0.0056306,0.35872,0.48993,0.1774,0.163,0.162,0.013,0.3086,0.05258,0.17038,0.080247,0.36209,0.079755,0.080247,9.7213,MAP_C
3,3,0.49533,0.40639,0.32432,0.52066,0.032254,0.029534,0.49926,0.39607,0.32138,0.809,0.029,0.029,0.1715,0.036855,0.2149,0.035847,0.6437,0.035847,1,17.4928,MAP_C
3,3,0.49287,0.40393,0.32629,0.40199,0.030885,0.010879,0.49779,0.40983,0.32138,0.627,0.026,0.019,0.16708,0.030958,0.18529,0.030303,0.64561,0.030303,0.73077,17.9559,MAP_C
3,3,0.49533,0.40344,0.32383,0.44608,0.026488,0.014863,0.4973,0.39656,0.31892,0.621,0.025,0.018,0.17199,0.037838,0.22,0.028986,0.6413,0.028986,0.72,17.4429,MAP_C
3,3,0.34791,0.49779,0.19656,0.22858,0.071472,0.0057645,0.35184,0.49189,0.22948,0.293,0.079,0.009,0.30172,0.058968,0.19544,0.11392,0.46653,0.030717,0.11392,9.943,MAP_C
3,2,0.50516,0.37101,,0.2927,0.017551,,0.50123,0.37838,,0.571,0.018,,0.13464,0.027027,0.20073,0.031524,0.7549,,,14.854,MAP_C
3,2,0.35086,0.49484,,0.17756,0.12194,,0.35528,0.48845,,0.215,0.161,,0.14447,0.016216,0.11224,1.3354,0.72736,,,13.8435,MAP_C
3,3,0.3317,0.48403,0.40049,0.24049,0.078217,0.026508,0.33563,0.48943,0.39902,0.318,0.109,0.044,0.15283,0.036364,0.23794,2.9174,0.68574,0.13836,0.40367,19.6302,MAP_C
4,3,0.5086,0.4059,0.34103,0.4778,0.028633,0.01335,0.49681,0.40098,0.32727,0.519,0.048,0.021,0.16806,0.032924,0.19591,0.040462,0.65875,0.040462,0.4375,17.8509,MAP_C
4,3,0.49238,0.33956,0.40246,0.16424,0.11025,0.059846,0.49681,0.343,0.4,0.241,0.16,0.082,0.15332,0.018182,0.11859,0.6639,0.69041,0.34025,0.5125,19.5673,MAP_C
4,3,0.50172,0.34152,0.40491,0.33952,0.25817,0.080052,0.3371,0.49189,0.40541,0.386,0.301,0.068,0.16069,0.023096,0.14373,1.2824,0.68531,0.17617,0.22591,18.6697,MAP_C
4,3,0.33808,0.50909,0.40442,0.21977,0.21216,0.060414,0.33317,0.49582,0.39803,0.386,0.182,0.057,0.1715,0.028993,0.16905,2.1209,0.67195,0.14767,0.31319,17.4928,MAP_C
4,3,0.49779,0.33956,0.40344,0.16977,0.16579,0.035507,0.33415,0.49779,0.4172,0.293,0.24,0.028,0.15872,0.024079,0.1517,1.2208,0.67127,0.095563,0.11667,18.9009,MAP_C
4,3,0.50467,0.33612,0.41523,0.16911,0.049936,0.023556,0.50811,0.34103,0.41867,0.259,0.067,0.026,0.16904,0.03145,0.18605,0.25869,0.67118,0.10039,0.38806,17.7471,MAP_C
4,3,0.33661,0.50221,0.40491,0.19861,0.11852,0.071008,0.3312,0.49779,0.39902,0.365,0.177,0.075,0.16609,0.015233,0.091716,2.0621,0.66535,0.20548,0.42373,18.0621,MAP_C
4,3,0.33907,0.49337,0.4059,0.21458,0.14991,0.059011,0.33366,0.49779,0.4,0.414,0.219,0.073,0.15479,0.017199,0.11111,1.8904,0.67029,0.17633,0.33333,19.381,MAP_C
4,2,0.343,0.51007,,0.24504,0.12902,,0.33759,0.4973,,0.437,0.152,,0.16757,0.049631,0.29619,2.875,0.67885,,,11.9355,MAP_C
4,3,0.49681,0.34054,0.40442,0.17092,0.13615,0.032857,0.4973,0.33563,0.39951,0.23,0.217,0.051,0.15676,0.029484,0.18809,0.94348,0.6749,0.22174,0.23502,19.1379,MAP_C
4,3,0.32285,0.50319,0.40491,0.72055,0.18207,0.087985,0.31843,0.49386,0.40295,1.095,0.187,0.075,0.18084,0.029975,0.16576,5.8556,0.64478,0.068493,0.40107,16.5897,MAP_C
4,2,0.3371,0.48796,,0.27494,0.053691,,0.3317,0.48305,,0.566,0.068,,0.15135,0.044717,0.29545,8.3235,0.68667,,,13.2143,MAP_C
4,3,0.33366,0.48747,0.21523,0.2246,0.044028,0.0070445,0.32826,0.48256,0.21572,0.353,0.068,0.015,0.27273,0.048649,0.17838,0.22059,0.44705,0.042493,0.22059,11,MAP_C
4,2,0.33563,0.21032,,0.40713,0.0050708,,0.33071,0.21376,,0.76,0.008,,0.1258,0.035872,0.28516,0.010526,0.64636,,,15.8984,MAP_C
4,3,0.33219,0.50713,0.41229,0.15112,0.15071,0.024595,0.32875,0.49631,0.4,0.215,0.175,0.016,0.17543,0.016708,0.095238,1.2286,0.66238,0.074419,0.091429,17.1008,MAP_C
4,3,0.3145,0.49337,0.40197,0.085224,0.076983,0.027555,0.30909,0.50074,0.39754,0.14,0.093,0.042,0.17936,0.022113,0.12329,1.5054,0.61727,0.3,0.45161,16.726,MAP_C
4,3,0.50123,0.31843,0.40246,0.18322,0.039264,0.031564,0.49631,0.32285,0.39853,0.23,0.068,0.042,0.18329,0.041769,0.22788,0.29565,0.6505,0.18261,0.61765,16.3673,MAP_C
4,3,0.50418,0.3317,0.4059,0.30856,0.1005,0.024125,0.5086,0.33268,0.40098,0.397,0.16,0.026,0.17297,0.03145,0.18182,0.40302,0.65411,0.065491,0.1625,17.3438,MAP_C
4,3,0.50172,0.33857,0.41032,0.15152,0.061036,0.027184,0.49631,0.33857,0.4172,0.212,0.082,0.032,0.16364,0.036855,0.22523,0.38679,0.68218,0.15094,0.39024,18.3333,MAP_C
4,3,0.33317,0.49238,0.40442,0.21827,0.039612,0.013569,0.32875,0.52432,0.42408,0.32,0.057,0.018,0.15971,0.026536,0.16615,5.614,0.62699,0.05625,0.31579,18.7846,MAP_C
4,1,0.33268,,,0.81659,,,0.32727,,,1.722,,,0.0004914,0,0,,,,,2035,MAP_C
4,1,0.33366,,,0.66397,,,0.32875,,,1.116,,,0.0004914,0,0,,,,,2035,MAP_C
4,3,0.49386,0.32924,0.38919,0.12639,0.11527,0.065122,0.32383,0.49779,0.39902,0.212,0.179,0.04,0.16511,0.01769,0.10714,1.1844,0.65054,0.18868,0.22346,18.1696,MAP_C
4,3,0.51892,0.32826,0.40934,0.17928,0.041773,0.036193,0.4973,0.3258,0.42801,0.184,0.056,0.023,0.19115,0.026536,0.13882,0.30435,0.65514,0.125,0.41071,15.6941,MAP_C
6,3,0.51597,0.4457,0.33317,10.0479,0.4207,0.047792,0.51057,0.43538,0.32727,24.728,0.261,0.046,0.18329,0.036855,0.20107,0.0018602,0.641,0.0018602,0.17625,16.3673,MAP_C
6,2,0.48894,0.28206,,0.096084,0.051442,,0.48452,0.27518,,0.177,0.054,,0.20737,0.057494,0.27725,0.30508,0.56795,,,9.6445,MAP_C
6,3,0.44373,0.33317,0.27961,0.6424,0.040688,0.013331,0.4683,0.32826,0.27568,0.807,0.045,0.022,0.16462,0.022113,0.13433,0.027261,0.58867,0.027261,0.48889,18.2239,MAP_C
6,2,0.4457,0.3312,,0.66998,0.038674,,0.46634,0.32629,,0.807,0.053,,0.11499,0.022113,0.19231,0.065675,0.69968,,,17.3932,MAP_C
6,3,0.43882,0.33415,0.27764,0.55856,0.044255,0.012187,0.4688,0.32924,0.2742,0.711,0.054,0.014,0.16167,0.025553,0.15805,0.019691,0.58491,0.019691,0.25926,18.5562,MAP_C
6,2,0.44029,0.33612,,0.74961,0.034083,,0.46683,0.33022,,0.775,0.04,,0.10467,0.020639,0.19718,0.051613,0.70737,,,19.108,MAP_C
6,2,0.44029,0.33808,,0.22241,0.096131,,0.45799,0.33366,,0.319,0.132,,0.1027,0.010319,0.10048,0.41379,0.72854,,,19.4737,MAP_C
6,3,0.41327,0.52826,0.33219,8.1768,3.703,0.084744,0.4172,0.53219,0.32875,6.668,2.978,0.131,0.19656,0.037346,0.19,0.043989,0.61773,0.019646,0.043989,15.2625,MAP_C
6,3,0.49631,0.43047,0.32924,4.1485,0.76925,0.040937,0.50221,0.44128,0.3258,3.324,0.393,0.079,0.16757,0.026536,0.15836,0.023767,0.64873,0.023767,0.20102,17.9032,MAP_C
6,3,0.33808,0.44373,0.20049,0.094149,0.092291,0.0039168,0.33464,0.46241,0.20737,0.127,0.112,0.009,0.24373,0.016216,0.066532,0.080357,0.44846,0.070866,0.080357,12.3085,MAP_C
7,3,0.20737,0.53415,0.3769,0.24821,0.11208,0.049962,0.20246,0.53759,0.3715,0.595,0.083,0.062,0.32727,0.072236,0.22072,7.1687,0.3766,0.1042,0.74699,9.1667,MAP_C
7,3,0.20934,0.53268,0.37445,0.31568,0.15606,0.032723,0.20393,0.53907,0.36855,0.23,0.096,0.032,0.32383,0.087961,0.27162,2.3958,0.3783,0.13913,0.33333,9.264,MAP_C
8,3,0.51597,0.34496,0.41081,0.59416,0.045573,0.037563,0.52187,0.34005,0.4059,0.822,0.077,0.03,0.1715,0.039312,0.22923,0.093674,0.6516,0.036496,0.38961,17.4928,MAP_C
8,3,0.51597,0.34496,0.41032,0.50557,0.065697,0.046062,0.52285,0.33956,0.41622,0.722,0.104,0.034,0.1715,0.053563,0.31232,0.14404,0.64944,0.047091,0.32692,17.4928,MAP_C
8,3,0.50762,0.4172,0.34447,2.3503,0.034068,0.011297,0.50958,0.41229,0.33907,4.364,0.03,0.021,0.16364,0.041278,0.25225,0.0048121,0.66538,0.0048121,0.7,18.3333,MAP_C
8,3,0.50369,0.34005,0.40885,0.35227,0.12861,0.091817,0.50319,0.33661,0.40393,0.369,0.221,0.094,0.16413,0.02457,0.1497,0.59892,0.66895,0.25474,0.42534,18.2784,MAP_C
8,3,0.50565,0.34152,0.40344,0.79577,0.021557,0.0138,0.50713,0.33857,0.40197,1.124,0.034,0.016,0.16462,0.036364,0.2209,0.030249,0.66764,0.014235,0.47059,18.2239,MAP_C
8,3,0.50319,0.34201,0.4059,0.38846,0.027498,0.018155,0.50614,0.33956,0.40147,0.743,0.029,0.019,0.16167,0.033907,0.20973,0.039031,0.67087,0.025572,0.65517,18.5562,MAP_C
9,3,0.5199,0.41032,0.3484,0.16717,0.032341,0.015113,0.52629,0.41327,0.34103,0.182,0.035,0.02,0.17199,0.036855,0.21429,0.10989,0.64799,0.10989,0.57143,17.4429,MAP_C
9,3,0.51941,0.40983,0.33514,0.22703,0.021383,0.0075372,0.52776,0.41081,0.33857,0.21,0.025,0.016,0.18477,0.036855,0.19947,0.07619,0.64153,0.07619,0.64,16.2367,MAP_C
9,3,0.33857,0.5371,0.21769,0.032137,0.023524,0.012429,0.53661,0.39312,0.21032,0.042,0.039,0.016,0.3199,0.017199,0.053763,0.38095,0.39194,0.38095,0.41026,9.3779,MAP_C
10,3,0.50369,0.3312,0.42162,0.48144,0.045444,0.02017,0.50762,0.32826,0.41867,0.76,0.074,0.023,0.17297,0.040295,0.23295,0.097368,0.64666,0.030263,0.31081,17.3438,MAP_C
10,3,0.50369,0.3317,0.42359,0.65333,0.034497,0.020912,0.50713,0.32678,0.41916,1.07,0.061,0.024,0.17248,0.038821,0.22507,0.057009,0.64438,0.02243,0.39344,17.3932,MAP_C
10,3,0.50319,0.3317,0.42408,0.85252,0.024499,0.023564,0.50614,0.32727,0.4226,1.212,0.036,0.02,0.17199,0.037346,0.21714,0.029703,0.6466,0.016502,0.55556,17.4429,MAP_C
10,3,0.50418,0.33219,0.42015,0.24638,0.068857,0.01859,0.5086,0.32826,0.41769,0.424,0.098,0.028,0.17248,0.031941,0.18519,0.23113,0.64541,0.066038,0.28571,17.3932,MAP_C
11,3,0.50663,0.41376,0.34005,0.29623,0.050256,0.01417,0.51057,0.4172,0.33464,0.286,0.047,0.023,0.16708,0.037838,0.22647,0.08042,0.65544,0.08042,0.48936,17.9559,MAP_C
11,3,0.50762,0.343,0.41179,0.10304,0.033372,0.011832,0.51253,0.33857,0.21671,0.104,0.044,0.019,0.16511,0.051106,0.30952,0.18269,0.42282,0.18269,0.43182,18.1696,MAP_C
