id,N_peaks,env_peak1_pos,env_peak2_pos,env_peak3_pos,env_peak1_val,env_peak2_val,env_peak3_val,peak1_pos,peak2_pos,peak3_pos,peak1_val,peak2_val,peak3_val,duration,silent_phase,silent_rateo,atrial_ventricular_ratio,atrial_ventricular_time_ratio,third_major_ratio,third_second_ratio,n_peaks_duration_rateo,class
6,3,0.47617,0.31106,0.21032,0.28436,0.082605,0.004792,0.47371,0.30614,0.20934,0.39,0.124,0.006,0.26634,0.035381,0.13284,0.015385,0.44191,0.015385,0.048387,11.2638,MAP_A
6,3,0.4688,0.30713,0.19803,0.34338,0.057432,0.005379,0.47174,0.30172,0.19361,0.49,0.082,0.008,0.27125,0.053071,0.19565,0.016327,0.41042,0.016327,0.097561,11.0598,MAP_A
6,2,0.46781,0.30713,,0.30271,0.058223,,0.47224,0.30319,,0.396,0.094,,0.16118,0.029484,0.18293,0.23737,0.64204,,,12.4085,MAP_A
6,2,0.47617,0.31057,,0.22705,0.1276,,0.47322,0.30762,,0.296,0.181,,0.16609,0.019165,0.11538,0.61149,0.65005,,,12.0414,MAP_A
6,2,0.47568,0.31007,,0.29883,0.067179,,0.47322,0.30467,,0.418,0.108,,0.16609,0.028993,0.17456,0.25837,0.64382,,,12.0414,MAP_A
6,2,0.46781,0.30762,,0.32912,0.04631,,0.47224,0.30221,,0.452,0.073,,0.16069,0.035381,0.22018,0.1615,0.63996,,,12.4465,MAP_A
6,3,0.47666,0.31007,0.21425,0.21756,0.087934,0.004433,0.47666,0.30467,0.21376,0.269,0.13,0.008,0.2629,0.026536,0.10093,0.02974,0.44845,0.02974,0.061538,11.4112,MAP_A
6,3,0.31155,0.47862,0.18329,0.20681,0.13857,0.0044998,0.30762,0.47764,0.19017,0.345,0.175,0.01,0.29582,0.034889,0.11794,0.057143,0.39815,0.028986,0.057143,10.1412,MAP_A
6,2,0.47568,0.30958,,0.22504,0.098251,,0.47273,0.30418,,0.299,0.145,,0.16658,0.018673,0.11209,0.48495,0.64345,,,12.0059,MAP_A
6,2,0.4742,0.30516,,0.28093,0.062438,,0.47224,0.30074,,0.384,0.091,,0.16953,0.026536,0.15652,0.23698,0.63684,,,11.7971,MAP_A
6,3,0.47862,0.31007,0.18919,0.18727,0.11876,0.0065816,0.47813,0.30467,0.18771,0.232,0.197,0.006,0.28993,0.032432,0.11186,0.025862,0.3926,0.025862,0.030457,10.3475,MAP_A
6,2,0.31007,0.48305,,0.41483,0.20041,,0.30614,0.48059,,0.682,0.232,,0.17346,0.020639,0.11898,2.9397,0.63701,,,11.5297,MAP_A
6,3,0.47715,0.30663,0.41032,0.31005,0.12075,0.021359,0.4742,0.3027,0.40983,0.417,0.185,0.016,0.17101,0.025061,0.14655,0.44365,0.63834,0.038369,0.086486,17.5431,MAP_A
6,2,0.4683,0.30369,,0.56941,0.057949,,0.47224,0.30025,,0.785,0.081,,0.16511,0.056511,0.34226,0.10318,0.6358,,,12.1131,MAP_A
6,3,0.46781,0.30614,0.21769,0.58752,0.055282,0.0080163,0.47125,0.30172,0.21327,0.818,0.092,0.009,0.25061,0.0457,0.18235,0.011002,0.45255,0.011002,0.097826,11.9706,MAP_A
6,2,0.4688,0.30663,,0.49658,0.065132,,0.47322,0.30172,,0.605,0.11,,0.16265,0.039803,0.24471,0.18182,0.63759,,,12.2961,MAP_A
6,2,0.46978,0.31007,,0.37993,0.12361,,0.4742,0.30467,,0.482,0.188,,0.1602,0.023587,0.14724,0.39004,0.64249,,,12.4847,MAP_A
6,2,0.46781,0.30909,,0.43771,0.065215,,0.47174,0.30369,,0.605,0.094,,0.15921,0.034889,0.21914,0.15537,0.64375,,,12.5617,MAP_A
6,3,0.46781,0.30663,0.2059,0.49787,0.055011,0.0050785,0.47125,0.30123,0.21179,0.706,0.093,0.007,0.26241,0.067813,0.25843,0.009915,0.44943,0.009915,0.075269,11.4326,MAP_A
6,3,0.4683,0.31106,0.20098,0.40357,0.072316,0.0058644,0.47273,0.30467,0.18722,0.526,0.09,0.006,0.26781,0.053563,0.2,0.011407,0.39605,0.011407,0.066667,11.2018,MAP_A
6,3,0.46929,0.31155,0.19263,0.31317,0.11258,0.0048006,0.47322,0.30762,0.19214,0.422,0.152,0.005,0.27715,0.037838,0.13652,0.011848,0.40602,0.011848,0.032895,10.8245,MAP_A
6,2,0.4683,0.31106,,0.41873,0.07606,,0.47224,0.30713,,0.579,0.096,,0.15774,0.030958,0.19626,0.1658,0.65036,,,12.6791,MAP_A
6,2,0.4683,0.30909,,0.4277,0.053457,,0.47174,0.30369,,0.615,0.083,,0.15971,0.035872,0.22462,0.13496,0.64375,,,12.5231,MAP_A
6,2,0.46585,0.30663,,0.65148,0.042713,,0.47027,0.30074,,0.872,0.077,,0.15971,0.030958,0.19385,0.088303,0.6395,,,12.5231,MAP_A
6,3,0.46732,0.30958,0.20442,0.68873,0.043224,0.0051826,0.47174,0.30418,0.22015,0.905,0.07,0.005,0.26339,0.033907,0.12873,0.0055249,0.46667,0.0055249,0.071429,11.3899,MAP_A
6,2,0.46683,0.30909,,0.66912,0.037168,,0.47027,0.30319,,0.937,0.066,,0.15823,0.029484,0.18634,0.070438,0.64472,,,12.6398,MAP_A
6,2,0.46585,0.2973,,0.72235,0.028765,,0.46929,0.30074,,1.013,0.044,,0.16904,0.030467,0.18023,0.043435,0.64084,,,11.8314,MAP_A
6,2,0.46634,0.31548,,0.64831,0.033876,,0.47076,0.30221,,0.845,0.054,,0.15135,0.029975,0.19805,0.063905,0.64196,,,13.2143,MAP_A
6,2,0.46634,0.31892,,0.78789,0.028542,,0.47027,0.3027,,1.017,0.047,,0.14791,0.029484,0.19934,0.046214,0.64368,,,13.5216,MAP_A
6,3,0.46683,0.29828,0.19509,0.53028,0.035786,0.0037671,0.46978,0.30369,0.20098,0.768,0.056,0.004,0.27224,0.032432,0.11913,0.0052083,0.42782,0.0052083,0.071429,11.0199,MAP_A
6,3,0.46634,0.29926,0.1887,0.69042,0.032068,0.0052406,0.46978,0.30369,0.19509,0.956,0.056,0.01,0.27813,0.042752,0.15371,0.01046,0.41527,0.01046,0.17857,10.7862,MAP_A
6,3,0.46388,0.29828,0.21966,0.93102,0.023221,0.0071911,0.46781,0.3027,0.21523,1.319,0.042,0.012,0.24472,0.053071,0.21687,0.0090978,0.46008,0.0090978,0.28571,12.259,MAP_A
6,2,0.4629,0.29631,,0.72145,0.022515,,0.46585,0.30123,,1.082,0.039,,0.16708,0.028993,0.17353,0.036044,0.64662,,,11.9706,MAP_A
6,3,0.46192,0.29533,0.18624,0.75761,0.021355,0.0050844,0.46585,0.30074,0.18084,1.132,0.033,0.009,0.27617,0.058477,0.21174,0.0079505,0.38819,0.0079505,0.27273,10.863,MAP_A
6,2,0.46388,0.29828,,1.1575,0.018679,,0.46781,0.3027,,1.618,0.032,,0.16609,0.029975,0.18047,0.019778,0.64706,,,12.0414,MAP_A
6,3,0.4629,0.30565,0.24816,0.77272,0.01619,0.012716,0.46634,0.29975,0.25946,1.161,0.026,0.018,0.21523,0.034398,0.15982,0.015504,0.55638,0.015504,0.69231,13.9384,MAP_A
6,2,0.46585,0.3086,,1.2282,0.018257,,0.46978,0.30418,,1.743,0.032,,0.15774,0.028993,0.1838,0.018359,0.64749,,,12.6791,MAP_A
6,3,0.46732,0.29681,0.2285,0.45611,0.018811,0.0058188,0.46634,0.30123,0.21867,0.69,0.029,0.006,0.23931,0.048157,0.20123,0.0086957,0.46891,0.0086957,0.2069,12.5359,MAP_A
6,2,0.46388,0.31597,,1.1075,0.022142,,0.46732,0.30172,,1.57,0.036,,0.1484,0.028501,0.19205,0.02293,0.64564,,,13.4768,MAP_A
6,2,0.46192,0.30614,,1.2576,0.017785,,0.46585,0.30074,,1.817,0.029,,0.15627,0.029975,0.19182,0.01596,0.64557,,,12.7987,MAP_A
6,2,0.4629,0.29779,,1.637,0.017911,,0.46634,0.30221,,2.233,0.029,,0.1656,0.030467,0.18398,0.012987,0.64805,,,12.0772,MAP_A
6,2,0.46732,0.29975,,1.0857,0.028423,,0.47076,0.30418,,1.441,0.046,,0.16806,0.030467,0.18129,0.031922,0.64614,,,11.9006,MAP_A
6,2,0.46536,0.3258,,0.80347,0.015104,,0.46929,0.30762,,1.082,0.028,,0.14005,0.027518,0.19649,0.025878,0.6555,,,14.2807,MAP_A
6,2,0.46634,0.29779,,0.74798,0.02646,,0.47027,0.30319,,1.009,0.042,,0.16904,0.028501,0.1686,0.041625,0.64472,,,11.8314,MAP_A
6,3,0.46486,0.30565,0.1887,0.68122,0.025137,0.0057872,0.4683,0.30172,0.18231,0.997,0.039,0.007,0.27666,0.059951,0.2167,0.0070211,0.3893,0.0070211,0.17949,10.8437,MAP_A
6,2,0.46536,0.29779,,0.86769,0.019467,,0.4688,0.30221,,1.301,0.034,,0.16806,0.028501,0.16959,0.026134,0.64465,,,11.9006,MAP_A
6,2,0.46437,0.30467,,1.1652,0.018831,,0.46781,0.30123,,1.621,0.029,,0.1602,0.030958,0.19325,0.01789,0.64391,,,12.4847,MAP_A
6,2,0.46536,0.2973,,1.0366,0.034384,,0.4688,0.30123,,1.355,0.054,,0.16855,0.030467,0.18076,0.039852,0.64256,,,11.8659,MAP_A
6,2,0.46732,0.2973,,1.1889,0.044319,,0.47125,0.30123,,1.391,0.076,,0.17052,0.032432,0.1902,0.054637,0.63921,,,11.7291,MAP_A
7,2,0.24668,0.51843,,0.47206,0.080368,,0.24373,0.5199,,0.525,0.1,,0.27224,0.10418,0.38267,5.25,0.46881,,,7.3466,MAP_A
7,1,0.23145,,,0.40222,,,0.22801,,,0.31,,,0.0004914,0,0,,,,,2035,MAP_A
7,1,0.23735,,,0.45271,,,0.23931,,,0.322,,,0.0004914,0.0004914,1,,,,,2035,MAP_A
7,3,0.23784,0.46683,0.34693,0.41616,0.061273,0.00798,0.24079,0.46585,0.35528,0.526,0.075,0.013,0.22948,0.08059,0.35118,7.0133,0.51688,0.024715,0.17333,13.0728,MAP_A
7,1,0.23391,,,0.5301,,,0.23784,,,0.565,,,0.0004914,0,0,,,,,2035,MAP_A
7,1,0.2398,,,0.48118,,,0.24373,,,0.63,,,0.0004914,0,0,,,,,2035,MAP_A
7,1,0.23686,,,0.32845,,,0.24128,,,0.408,,,0.0004914,0,0,,,,,2035,MAP_A
7,3,0.23833,0.51204,0.40885,0.54273,0.21683,0.010165,0.24373,0.51843,0.39509,0.572,0.248,0.011,0.2742,0.095823,0.34946,2.3065,0.47014,0.019231,0.044355,10.9409,MAP_A
7,2,0.2457,0.50811,,0.44941,0.044118,,0.24963,0.50811,,0.5,0.061,,0.2629,0.11204,0.42617,8.1967,0.4913,,,7.6075,MAP_A
7,3,0.51302,0.24373,0.34447,0.12168,0.051911,0.006169,0.51892,0.24275,0.34644,0.14,0.049,0.01,0.26978,0.0457,0.1694,0.35,0.4678,0.071429,0.20408,11.1202,MAP_A
8,2,0.36364,0.5027,,0.31962,0.10361,,0.35823,0.50467,,0.384,0.169,,0.13956,0.015233,0.10915,2.2722,0.70983,,,14.331,MAP_A
8,2,0.34152,0.50467,,0.64584,0.38771,,0.50811,0.34644,,0.556,0.513,,0.16364,0.03145,0.19219,0.92266,0.68182,,,12.2222,MAP_A
8,3,0.35577,0.50319,0.27764,0.58511,0.079327,0.0046326,0.35086,0.5086,0.24521,0.564,0.129,0.005,0.22604,0.047174,0.2087,0.03876,0.48213,0.0088652,0.03876,13.2717,MAP_A
8,3,0.34939,0.49631,0.19165,0.39727,0.28475,0.0060607,0.34349,0.49975,0.2059,0.314,0.225,0.009,0.30516,0.079607,0.26087,0.04,0.412,0.028662,0.04,9.8309,MAP_A
8,2,0.35725,0.52039,,0.62807,0.26123,,0.35135,0.51057,,0.558,0.326,,0.16364,0.034398,0.21021,1.7117,0.68816,,,12.2222,MAP_A
8,3,0.35577,0.51057,0.27273,0.51945,0.29485,0.00622,0.34988,0.51302,0.2742,0.46,0.329,0.011,0.23833,0.053563,0.22474,0.033435,0.53448,0.023913,0.033435,12.5876,MAP_A
9,2,0.37494,0.27518,,0.33011,0.0062404,,0.36953,0.22998,,0.551,0.009,,0.10025,0.028501,0.28431,0.016334,0.62234,,,19.951,MAP_A
9,2,0.53071,0.36806,,0.24619,0.17675,,0.53514,0.36314,,0.328,0.297,,0.16314,0.02801,0.17169,0.90549,0.6786,,,12.259,MAP_A
9,2,0.51744,0.37248,,0.1861,0.12724,,0.51253,0.36904,,0.318,0.201,,0.14545,0.0088452,0.060811,0.63208,0.72004,,,13.75,MAP_A
9,2,0.33661,0.20246,,0.15362,0.0043839,,0.34152,0.18133,,0.158,0.009,,0.13464,0.02801,0.20803,0.056962,0.53094,,,14.854,MAP_A
10,3,0.35921,0.18771,0.26536,0.42734,0.0050861,0.004283,0.36167,0.24914,0.18133,0.59,0.007,0.007,0.17199,0.046192,0.26857,0.011864,0.50136,0.011864,1,17.4429,MAP_A
10,1,0.35823,,,0.31546,,,0.36167,,,0.447,,,0.0004914,0.0004914,1,,,,,2035,MAP_A
10,2,0.37641,0.21867,,0.60998,0.005001,,0.37199,0.22506,,0.953,0.009,,0.15823,0.032924,0.20807,0.0094439,0.60502,,,12.6398,MAP_A
10,2,0.37838,0.30319,,0.62504,0.00477,,0.3774,0.27862,,1.043,0.008,,0.075676,0.0078624,0.1039,0.0076702,0.73828,,,26.4286,MAP_A
10,1,0.38084,,,0.53477,,,0.38428,,,0.771,,,0.0004914,0,0,,,,,2035,MAP_A
10,3,0.37543,0.51941,0.30565,0.69456,0.13213,0.01041,0.37052,0.52285,0.30369,0.655,0.179,0.024,0.21425,0.043243,0.20183,0.13408,0.58083,0.036641,0.13408,14.0023,MAP_A
10,3,0.36904,0.50565,0.2059,0.2607,0.029912,0.0059245,0.36855,0.52531,0.20442,0.531,0.031,0.009,0.30025,0.07371,0.2455,0.29032,0.38915,0.016949,0.29032,9.9918,MAP_A
10,2,0.36708,0.51155,,0.11578,0.028741,,0.36708,0.52531,,0.227,0.03,,0.14496,0.034889,0.24068,7.5667,0.69878,,,13.7966,MAP_A
11,3,0.37543,0.54005,0.22899,0.45515,0.058345,0.0066445,0.37936,0.53857,0.2226,0.389,0.102,0.012,0.31155,0.080098,0.2571,0.11765,0.41332,0.030848,0.11765,9.6293,MAP_A
11,2,0.37543,0.53268,,0.43389,0.20713,,0.53808,0.37887,,0.36,0.341,,0.15774,0.035381,0.2243,0.94722,0.70411,,,12.6791,MAP_A
11,2,0.37346,0.53317,,0.4426,0.17798,,0.3769,0.53808,,0.362,0.301,,0.1602,0.027027,0.16871,1.2027,0.70046,,,12.4847,MAP_A
11,2,0.37445,0.53317,,0.42272,0.17044,,0.37838,0.53857,,0.419,0.312,,0.15921,0.027518,0.17284,1.3429,0.70255,,,12.5617,MAP_A
11,2,0.37346,0.53808,,0.48679,0.14644,,0.3769,0.53808,,0.506,0.262,,0.16511,0.035872,0.21726,1.9313,0.70046,,,12.1131,MAP_A
11,2,0.38968,0.19361,,0.61623,0.0040536,,0.38722,0.20098,,1.332,0.007,,0.19656,0.074693,0.38,0.0052553,0.51904,,,10.175,MAP_A
11,2,0.39214,0.21081,,0.41074,0.0047024,,0.3887,0.20541,,0.93,0.008,,0.18182,0.064865,0.35676,0.0086022,0.52845,,,11,MAP_A
11,2,0.39115,0.28943,,0.38099,0.0050889,,0.39165,0.24275,,0.53,0.01,,0.10221,0.039803,0.38942,0.018868,0.61982,,,19.5673,MAP_A
11,2,0.38624,0.32383,,0.30564,0.008421,,0.39017,0.32334,,0.42,0.021,,0.062899,0.0088452,0.14062,0.05,0.82872,,,31.7969,MAP_A
11,3,0.38378,0.30762,0.2285,0.41974,0.0053865,0.0046103,0.37789,0.27617,0.22408,0.403,0.008,0.005,0.15577,0.039312,0.25237,0.012407,0.59298,0.012407,0.625,19.2587,MAP_A
11,3,0.37985,0.53317,0.25602,0.27946,0.054737,0.0055004,0.37789,0.53612,0.25012,0.435,0.106,0.01,0.27764,0.059951,0.21593,0.09434,0.46654,0.022989,0.09434,10.8053,MAP_A
11,2,0.3715,0.53317,,0.43673,0.30912,,0.53759,0.36708,,0.528,0.331,,0.16216,0.025061,0.15455,0.62689,0.68282,,,12.3333,MAP_A
11,2,0.53661,0.37297,,0.47115,0.35526,,0.36806,0.53857,,0.76,0.617,,0.16413,0.014251,0.086826,1.2318,0.68339,,,12.1856,MAP_A
11,2,0.37199,0.53415,,0.38819,0.30761,,0.53857,0.37396,,0.476,0.299,,0.16265,0.018673,0.1148,0.62815,0.69434,,,12.2961,MAP_A
11,2,0.39853,0.22162,,0.41719,0.0049,,0.39361,0.22654,,0.851,0.011,,0.1774,0.058968,0.33241,0.012926,0.57553,,,11.2742,MAP_A
11,3,0.39509,0.19607,0.26388,0.55957,0.0046393,0.0045498,0.39115,0.24373,0.19165,0.916,0.008,0.006,0.19951,0.065356,0.32759,0.0065502,0.48995,0.0065502,0.75,15.0369,MAP_A
12,2,0.35872,0.51155,,0.82874,0.19387,,0.3543,0.514,,1.308,0.304,,0.15332,0.030958,0.20192,4.3026,0.68929,,,13.0449,MAP_A
12,3,0.36118,0.51548,0.20246,0.26956,0.13527,0.0091277,0.51744,0.35479,0.24128,0.153,0.148,0.011,0.31351,0.085995,0.27429,0.071895,0.46629,0.071895,0.074324,9.569,MAP_A
12,2,0.36167,0.51106,,0.48853,0.28748,,0.35725,0.51351,,0.694,0.491,,0.14988,0.028993,0.19344,1.4134,0.69569,,,13.3443,MAP_A
12,2,0.51106,0.35528,,0.48815,0.46778,,0.50614,0.35135,,0.617,0.61,,0.15627,0.018673,0.1195,0.98865,0.69417,,,12.7987,MAP_A
12,2,0.35725,0.51892,,0.68304,0.13309,,0.36118,0.52088,,0.623,0.164,,0.16216,0.036855,0.22727,3.7988,0.6934,,,12.3333,MAP_A
12,2,0.34398,0.22654,,0.49708,0.014862,,0.34742,0.22359,,1.172,0.029,,0.11794,0.025061,0.2125,0.024744,0.64356,,,16.9583,MAP_A
12,2,0.36609,0.51548,,0.88976,0.09722,,0.36118,0.51794,,0.961,0.139,,0.14988,0.025061,0.16721,6.9137,0.69734,,,13.3443,MAP_A
12,2,0.35921,0.514,,0.85652,0.20731,,0.35479,0.51597,,1.152,0.299,,0.15528,0.033907,0.21835,3.8528,0.68762,,,12.8797,MAP_A
12,2,0.34545,0.24668,,0.55174,0.0062837,,0.34054,0.24423,,0.528,0.013,,0.099263,0.026536,0.26733,0.024621,0.71717,,,20.1485,MAP_A
12,3,0.36265,0.51155,0.25356,0.65551,0.22434,0.014762,0.36069,0.50614,0.24963,1.271,0.444,0.035,0.25848,0.047666,0.18441,0.078829,0.4932,0.027537,0.078829,11.6065,MAP_A
12,1,0.35135,,,0.78461,,,0.3543,,,0.717,,,0.0004914,0,0,,,,,2035,MAP_A
12,3,0.35823,0.51351,0.24619,0.37251,0.35269,0.0050581,0.50762,0.35479,0.24029,0.38,0.373,0.007,0.26781,0.039803,0.14862,0.018421,0.47338,0.018421,0.018767,11.2018,MAP_A
12,2,0.36708,0.51057,,0.4617,0.35749,,0.36413,0.51302,,0.803,0.613,,0.14398,0.022113,0.15358,1.31,0.70977,,,13.8908,MAP_A
12,3,0.51646,0.35725,0.27273,0.38201,0.18171,0.0046599,0.52039,0.36069,0.25897,0.356,0.254,0.008,0.24423,0.057002,0.2334,0.022472,0.49764,0.022472,0.031496,12.2837,MAP_A
12,3,0.36511,0.51695,0.21769,1.0818,0.12086,0.010131,0.36265,0.51843,0.22162,1.039,0.148,0.02,0.29975,0.052088,0.17377,0.13514,0.42749,0.019249,0.13514,10.0082,MAP_A
12,3,0.35577,0.51548,0.25848,0.91792,0.22783,0.0076866,0.35086,0.51744,0.25258,1.06,0.287,0.013,0.25749,0.053071,0.20611,0.045296,0.48813,0.012264,0.045296,11.6508,MAP_A
12,3,0.36708,0.52088,0.27469,0.21713,0.16684,0.0059343,0.37052,0.52383,0.28108,0.206,0.201,0.009,0.24668,0.044717,0.18127,0.044776,0.53659,0.043689,0.044776,12.1614,MAP_A
12,3,0.514,0.36609,0.23145,0.47855,0.38748,0.0053123,0.36511,0.51794,0.21229,0.597,0.516,0.009,0.28305,0.058477,0.2066,0.017442,0.40987,0.015075,0.017442,10.599,MAP_A
12,3,0.35971,0.51744,0.20393,0.32511,0.19077,0.0059512,0.35627,0.51892,0.20786,0.241,0.237,0.009,0.314,0.065848,0.2097,0.037975,0.40057,0.037344,0.037975,9.554,MAP_A
12,3,0.51057,0.36118,0.28108,0.43071,0.33534,0.0050925,0.51302,0.35872,0.28108,0.702,0.494,0.012,0.22998,0.0457,0.19872,0.017094,0.54789,0.017094,0.024291,13.0449,MAP_A
12,2,0.36216,0.51106,,0.44732,0.39576,,0.51351,0.3602,,0.628,0.59,,0.14939,0.025553,0.17105,0.93949,0.70144,,,13.3882,MAP_A
12,2,0.3602,0.51106,,0.46402,0.35965,,0.35823,0.51351,,0.599,0.568,,0.15135,0.029975,0.19805,1.0546,0.69761,,,13.2143,MAP_A
12,2,0.36265,0.51155,,0.49228,0.35995,,0.36069,0.51351,,0.71,0.573,,0.14939,0.026044,0.17434,1.2391,0.70239,,,13.3882,MAP_A
12,2,0.36462,0.51106,,0.64205,0.33042,,0.36069,0.51302,,1.045,0.503,,0.14693,0.027518,0.18729,2.0775,0.70307,,,13.612,MAP_A
12,2,0.36806,0.51057,,0.44986,0.43543,,0.51351,0.36413,,0.72,0.696,,0.143,0.021622,0.1512,0.96667,0.70909,,,13.9863,MAP_A
12,1,0.36265,,,1.2217,,,0.36511,,,1.733,,,0.0004914,0,0,,,,,2035,MAP_A
1,3,0.51302,0.32531,0.19263,0.23208,0.078315,0.0069932,0.51548,0.33219,0.22555,0.307,0.09,0.012,0.32088,0.061916,0.19296,0.039088,0.43756,0.039088,0.13333,9.3492,MAP_B
1,2,0.51302,0.32383,,0.26014,0.099588,,0.51548,0.33022,,0.329,0.113,,0.18968,0.053071,0.27979,0.34347,0.64061,,,10.544,MAP_B
1,2,0.5145,0.28747,,0.43859,0.15433,,0.50369,0.26929,,0.325,0.079,,0.22752,0.093857,0.41253,0.24308,0.53463,,,8.7905,MAP_B
1,2,0.51892,0.30565,,0.98011,0.12511,,0.5258,0.32187,,0.533,0.106,,0.21376,0.10663,0.49885,0.19887,0.61215,,,9.3563,MAP_B
1,3,0.51941,0.27912,0.38182,0.97062,0.086259,0.014696,0.52727,0.27715,0.19951,0.545,0.144,0.017,0.24079,0.07371,0.30612,0.031193,0.37838,0.031193,0.11806,12.4592,MAP_B
1,2,0.51941,0.30663,,0.96186,0.07864,,0.52727,0.286,,0.532,0.102,,0.21327,0.051597,0.24194,0.19173,0.5424,,,9.3779,MAP_B
1,3,0.5199,0.29238,0.18034,1.046,0.11674,0.0076147,0.52727,0.31204,0.18034,0.553,0.081,0.012,0.34005,0.095332,0.28035,0.0217,0.34203,0.0217,0.14815,8.8223,MAP_B
1,2,0.51744,0.28501,,0.6581,0.11905,,0.52432,0.30565,,0.388,0.082,,0.23292,0.069287,0.29747,0.21134,0.58294,,,8.5865,MAP_B
1,3,0.51302,0.32285,0.20688,0.22887,0.076143,0.0089722,0.51548,0.32973,0.18771,0.296,0.092,0.017,0.30663,0.069287,0.22596,0.057432,0.36416,0.057432,0.18478,9.7837,MAP_B
2,2,0.52236,0.32334,,1.9517,0.1184,,0.52088,0.32776,,3.2,0.166,,0.19951,0.058968,0.29557,0.051875,0.62925,,,10.0246,MAP_B
2,2,0.51155,0.31499,,2.227,0.052942,,0.51744,0.31794,,3.166,0.081,,0.19705,0.055037,0.2793,0.025584,0.61443,,,10.1496,MAP_B
2,2,0.51106,0.31351,,2.9472,0.10631,,0.51744,0.31597,,3.927,0.166,,0.19803,0.061916,0.31266,0.042271,0.61064,,,10.0993,MAP_B
3,3,0.4914,0.36855,0.25995,0.25514,0.073433,0.0045132,0.48649,0.35725,0.24963,0.27,0.095,0.006,0.23194,0.02801,0.12076,0.022222,0.51313,0.022222,0.063158,12.9343,MAP_B
3,2,0.49042,0.36216,,0.24941,0.046023,,0.48649,0.35774,,0.299,0.058,,0.12875,0.030958,0.24046,0.19398,0.73535,,,15.5344,MAP_B
3,3,0.50418,0.35676,0.26978,0.43816,0.0936,0.004395,0.50811,0.35823,0.26536,0.415,0.165,0.007,0.23489,0.058477,0.24895,0.016867,0.52224,0.016867,0.042424,12.772,MAP_B
3,2,0.49975,0.37543,,0.61305,0.040403,,0.50369,0.37052,,0.71,0.064,,0.12482,0.024079,0.19291,0.090141,0.73561,,,16.0236,MAP_B
3,2,0.49189,0.3602,,0.25567,0.078172,,0.48698,0.35627,,0.27,0.09,,0.13219,0.024079,0.18216,0.33333,0.73158,,,15.1301,MAP_B
3,2,0.50762,0.37985,,0.27806,0.065638,,0.50909,0.38575,,0.33,0.073,,0.12826,0.014742,0.11494,0.22121,0.75772,,,15.5939,MAP_B
3,3,0.49631,0.37101,0.27322,0.12946,0.065839,0.0043572,0.5027,0.37494,0.25553,0.277,0.052,0.008,0.22359,0.019656,0.087912,0.028881,0.50831,0.028881,0.15385,13.4176,MAP_B
3,3,0.50663,0.37936,0.25897,0.31077,0.057458,0.0043067,0.50811,0.38575,0.24029,0.349,0.057,0.007,0.24816,0.052088,0.2099,0.020057,0.47292,0.020057,0.12281,12.0891,MAP_B
3,3,0.5027,0.37199,0.257,0.29131,0.028531,0.0040768,0.50074,0.37543,0.25111,0.593,0.027,0.007,0.24619,0.0457,0.18563,0.011804,0.50147,0.011804,0.25926,12.1856,MAP_B
3,2,0.50467,0.37199,,0.46398,0.022125,,0.50762,0.37002,,0.42,0.023,,0.13317,0.023587,0.17712,0.054762,0.72894,,,15.0185,MAP_B
3,3,0.50614,0.38034,0.20835,0.40741,0.041349,0.0055695,0.5086,0.38378,0.2059,0.401,0.037,0.007,0.29828,0.081572,0.27348,0.017456,0.40483,0.017456,0.18919,10.0577,MAP_B
3,3,0.50025,0.37396,0.2231,0.57798,0.055655,0.0050039,0.50369,0.36904,0.22015,0.659,0.087,0.009,0.27764,0.078133,0.28142,0.013657,0.43707,0.013657,0.10345,10.8053,MAP_B
3,2,0.50418,0.37838,,0.54405,0.037869,,0.50762,0.38378,,0.525,0.028,,0.12629,0.023587,0.18677,0.053333,0.75605,,,15.8366,MAP_B
3,3,0.49238,0.37101,0.19803,0.23882,0.081614,0.0055258,0.48698,0.3774,0.24029,0.224,0.069,0.007,0.29484,0.04914,0.16667,0.03125,0.49344,0.03125,0.10145,10.175,MAP_B
3,3,0.49779,0.37789,0.20246,0.21708,0.059883,0.004598,0.48649,0.38329,0.2,0.327,0.056,0.009,0.29582,0.07027,0.23754,0.027523,0.41111,0.027523,0.16071,10.1412,MAP_B
3,3,0.49091,0.38084,0.19214,0.23365,0.080031,0.0043517,0.48649,0.38477,0.21474,0.328,0.073,0.007,0.29926,0.079115,0.26437,0.021341,0.44141,0.021341,0.09589,10.0246,MAP_B
3,2,0.50565,0.3774,,0.38078,0.082103,,0.50713,0.38329,,0.353,0.086,,0.12875,0.020147,0.15649,0.24363,0.75581,,,15.5344,MAP_B
3,3,0.50713,0.3602,0.21671,0.29585,0.099769,0.0050598,0.48649,0.36511,0.2226,0.352,0.101,0.007,0.29091,0.07371,0.25338,0.019886,0.45758,0.019886,0.069307,10.3125,MAP_B
3,2,0.49189,0.35921,,0.281,0.090401,,0.48649,0.35528,,0.236,0.1,,0.13317,0.025061,0.18819,0.42373,0.7303,,,15.0185,MAP_B
3,3,0.49287,0.36069,0.22359,0.30969,0.087717,0.0043565,0.49042,0.35627,0.22162,0.239,0.112,0.009,0.26978,0.065356,0.24226,0.037657,0.4519,0.037657,0.080357,11.1202,MAP_B
