id,active_areas_number,Dominant_peak,Dominant_peak_time,Subdominant_peak,Subdominant_peak_time,Minor_peak,Minor_peak_time,Dominant_peak_env,Dominant_peak_env_time,Subdominant_peak_env,Subdominant_peak_env_time,Minor_peak_env,Minor_peak_env_time,First_peak,First_peak_time,Second_peak,Second_peak_time,Third_peak,Third_peak_time,First_peak_env,First_peak_env_time,Second_peak_env,Second_peak_env_time,Third_peak_env,Third_peak_env_time,duration,silent_phase,silent_rateo,atrial_ventricular_ratio,atrial_ventricular_time_ratio,minor_to_dominant_ratio,minor_to_subdominant_ratio,n_active_areas_on_duration_ratio,cross_peak_TM1,cross_peak_time_TM1,cross_energy_TM1,cross_peak_TM2,cross_peak_time_TM2,cross_energy_TM2,Dominant_AvgPowLF,Dominant_AvgPowMF,Dominant_AvgPowHF,Subdominant_AvgPowLF,Subdominant_AvgPowMF,Subdominant_AvgPowHF,Minor_AvgPowLF,Minor_AvgPowMF,Minor_AvgPowHF,First_AvgPowLF,First_AvgPowMF,First_AvgPowHF,Second_AvgPowLF,Second_AvgPowMF,Second_AvgPowHF,Third_AvgPowLF,Third_AvgPowMF,Third_AvgPowHF,First_max_Power_HF,First_max_Power_MF,First_max_Power_LF,Second_max_Power_HF,Second_max_Power_MF,Second_max_Power_LF,Third_max_Power_HF,Third_max_Power_MF,Third_max_Power_LF,First_min_Power_HF,First_min_Power_MF,First_min_Power_LF,Second_min_Power_HF,Second_min_Power_MF,Second_min_Power_LF,Third_min_Power_HF,Third_min_Power_MF,Third_min_Power_LF,First_Power_std_HF,First_Power_std_MF,First_Power_std_LF,Second_Power_std_HF,Second_Power_std_MF,Second_Power_std_LF,Third_Power_std_HF,Third_Power_std_MF,Third_Power_std_LF,Fragmentation,App,class
6,2,0.192,0.28894,0.131,0.486,,,0.13316,0.28452,0.075983,0.48501,,,0.192,0.28894,0.131,0.486,,,0.13316,0.28452,0.075983,0.48501,,,0.31253,0.02801,0.089623,1.0076,0.51121,0.6875,1.0076,6.3994,0.11631,0.49975,0.00099685,0.068972,0.28894,0.00039755,3.83e-05,9.0445e-06,,8.2911e-07,7.5805e-07,,6.2241e-08,4.2572e-08,,3.83e-05,9.0445e-06,,8.2911e-07,7.5805e-07,,6.2241e-08,4.2572e-08,,0.00033851,8.6719e-05,,2.5702e-05,1.8674e-05,,8.8962e-07,4.3453e-07,,4.2831e-10,6.8805e-11,,2.5711e-10,1.9968e-10,,2.0284e-11,3.7225e-12,,8.1389e-05,1.7713e-05,,2.3492e-06,2.5207e-06,,1.415e-07,5.5528e-08,,27,-0.06,Indifferent
6,2,0.134,0.30221,0.106,0.48501,,,0.096719,0.29975,0.059721,0.48501,,,0.134,0.30221,0.106,0.48501,,,0.096719,0.29975,0.059721,0.48501,,,0.35283,0.015725,0.044568,1.2642,1.0129,1,1.2642,5.6685,0.090223,0.50074,0.0011139,0.051275,0.28747,0.00063763,1.6188e-05,6.6593e-06,,1.3501e-06,6.2003e-07,,7.1551e-08,3.8296e-08,,1.6188e-05,6.6593e-06,,1.3501e-06,6.2003e-07,,7.1551e-08,3.8296e-08,,0.00015412,6.5731e-05,,2.0338e-05,1.0121e-05,,6.8442e-07,7.3235e-07,,8.6708e-11,9.5361e-11,,5.2263e-10,5.5994e-10,,6.5188e-11,9.2976e-12,,3.3662e-05,1.3661e-05,,3.7196e-06,1.5476e-06,,1.2777e-07,8.2039e-08,,24,0.017,Indifferent
6,2,0.3,0.28943,0.125,0.4855,,,0.23768,0.29435,0.064732,0.48894,,,0.3,0.28943,0.125,0.4855,,,0.23768,0.29435,0.064732,0.48894,,,0.31057,0.019165,0.061709,2.288,0.74576,0.95333,2.288,6.4399,0.028679,0.31794,0.00017655,0.029881,0.28649,0.00010361,9.1761e-05,6.4707e-06,,4.5973e-06,1.6711e-06,,1.0953e-07,5.9734e-08,,9.1761e-05,6.4707e-06,,4.5973e-06,1.6711e-06,,1.0953e-07,5.9734e-08,,0.0010355,4.1453e-05,,0.00019073,2.7487e-05,,1.8552e-06,1.4901e-06,,1.2546e-09,9.0194e-09,,8.9906e-11,5.9402e-09,,1.0752e-10,1.7998e-10,,0.00022963,1.084e-05,,1.7769e-05,4.741e-06,,3.0074e-07,1.3526e-07,,17,-0.014,Indifferent
6,2,0.803,0.28845,0.094,0.486,,,0.52185,0.29287,0.051128,0.48993,,,0.803,0.28845,0.094,0.486,,,0.52185,0.29287,0.051128,0.48993,,,0.30516,0.029975,0.098229,5.2234,0.71622,0.61146,5.2234,6.5539,0.038775,0.31646,0.00014651,0.035993,0.286,8.5377e-05,0.00044229,5.6131e-06,,5.7337e-05,9.1732e-07,,4.9992e-07,3.4779e-08,,0.00044229,5.6131e-06,,5.7337e-05,9.1732e-07,,4.9992e-07,3.4779e-08,,0.0047308,3.6925e-05,,0.0021285,1.5468e-05,,2.0635e-05,4.9859e-07,,1.5475e-09,5.301e-09,,3.3823e-09,1.2953e-10,,1.0354e-11,5.5568e-12,,0.0011448,8.9128e-06,,0.00025529,2.6196e-06,,1.9821e-06,6.9875e-08,,10,-0.312,Indifferent
6,2,0.286,0.45602,0.165,0.29975,,,0.22272,0.47715,0.089607,0.30319,,,0.165,0.29975,0.286,0.45602,,,0.089607,0.30319,0.22272,0.47715,,,0.32826,0.016708,0.050898,0.25177,0.50204,0.24825,0.4303,6.0928,0.31749,0.4914,0.0038656,0.16342,0.45258,0.0013734,0.00011094,1.0464e-05,,3.2384e-06,2.7832e-06,,2.0164e-07,3.0124e-08,,1.0464e-05,0.00011094,,2.7832e-06,3.2384e-06,,3.0124e-08,2.0164e-07,,5.8835e-05,0.0011111,,5.9322e-05,6.0486e-05,,5.0957e-07,6.129e-06,,3.0991e-09,1.3972e-12,,5.1042e-09,2.8963e-10,,7.8806e-11,4.3463e-11,,1.545e-05,0.00023715,,1.008e-05,9.8153e-06,,4.9862e-08,6.336e-07,,18,-0.004,Indifferent
6,2,0.583,0.47322,0.084,0.29926,,,0.4396,0.4688,0.049042,0.30418,,,0.084,0.29926,0.583,0.47322,,,0.049042,0.30418,0.4396,0.4688,,,0.31302,0.036364,0.11617,0.14408,0.7037,0.14408,1,6.3893,0.23719,0.49189,0.0018384,0.12694,0.45553,0.00075887,0.00029243,6.1645e-06,,8.0684e-06,7.5424e-07,,5.4765e-08,2.2253e-08,,6.1645e-06,0.00029243,,7.5424e-07,8.0684e-06,,2.2253e-08,5.4765e-08,,2.7379e-05,0.00195,,1.6957e-05,0.00036018,,1.4891e-07,7.5916e-07,,2.9693e-09,3.1275e-11,,2.4791e-09,9.4679e-10,,3.5185e-11,7.556e-11,,8.7494e-06,0.00058708,,2.5072e-06,3.7459e-05,,3.2431e-08,9.777e-08,,8,0.074,Indifferent
6,2,0.57,0.47076,0.056,0.30172,,,0.41508,0.46732,0.033402,0.29828,,,0.056,0.30172,0.57,0.47076,,,0.033402,0.29828,0.41508,0.46732,,,0.29091,0.029975,0.10304,0.098246,0.54327,0.098246,1,6.875,0.24575,0.48894,0.0019145,0.12444,0.45258,0.0007651,0.00020571,3.9812e-06,,9.7048e-06,1.3331e-07,,8.3394e-08,3.8051e-08,,3.9812e-06,0.00020571,,1.3331e-07,9.7048e-06,,3.8051e-08,8.3394e-08,,2.2199e-05,0.001871,,2.8139e-06,0.00043194,,2.1886e-07,1.5923e-06,,1.0891e-09,9.0178e-09,,1.9162e-09,1.181e-10,,1.9241e-10,5.1946e-11,,5.6053e-06,0.00044089,,3.4676e-07,4.5945e-05,,5.8547e-08,2.2878e-07,,11,0.129,Indifferent
6,2,0.39,0.47224,0.083,0.30614,,,0.28089,0.4683,0.062994,0.31155,,,0.083,0.30614,0.39,0.47224,,,0.062994,0.31155,0.28089,0.4683,,,0.30172,0.01769,0.058632,0.21282,0.67157,0.21282,1,6.6287,0.26889,0.49042,0.0023029,0.13237,0.45356,0.00088314,0.00011625,8.9737e-06,,3.0751e-06,3.7918e-07,,5.3742e-08,4.6806e-08,,8.9737e-06,0.00011625,,3.7918e-07,3.0751e-06,,4.6806e-08,5.3742e-08,,7.6611e-05,0.00092023,,1.266e-05,0.0001447,,1.5674e-07,6.2003e-07,,2.1723e-12,1.1856e-08,,1.2997e-08,4.3722e-10,,1.8846e-10,1.8369e-11,,1.8576e-05,0.00023474,,1.3628e-06,1.4524e-05,,4.0692e-08,8.9443e-08,,10,0.086,Indifferent
6,2,0.446,0.47027,0.046,0.31794,,,0.31624,0.46732,0.036343,0.31106,,,0.046,0.31794,0.446,0.47027,,,0.036343,0.31106,0.31624,0.46732,,,0.33857,0.025061,0.07402,0.1009,1.0622,0.1009,0.97826,5.9071,0.25826,0.48747,0.0019129,0.12447,0.49681,0.00076231,0.00011126,2.9078e-06,,4.4782e-06,1.8418e-07,,6.0011e-08,2.8466e-08,,2.9078e-06,0.00011126,,1.8418e-07,4.4782e-06,,2.8466e-08,6.0011e-08,,2.5094e-05,0.0010749,,4.1949e-06,0.00021396,,2.65e-07,1.3157e-06,,3.1814e-10,9.9902e-09,,3.225e-09,1.286e-10,,9.8946e-12,5.9026e-12,,5.6989e-06,0.00024513,,4.4219e-07,2.1537e-05,,3.6336e-08,1.4223e-07,,10,0.154,Indifferent
6,2,0.535,0.46978,0.05,0.30319,,,0.36853,0.46732,0.031254,0.30811,,,0.05,0.30319,0.535,0.46978,,,0.031254,0.30811,0.36853,0.46732,,,0.2914,0.029484,0.10118,0.093458,0.59524,0.093458,1,6.8634,0.26056,0.486,0.0019768,0.12472,0.49533,0.0007702,0.00014494,3.8425e-06,,7.1559e-06,1.3452e-07,,8.3683e-08,3.0552e-08,,3.8425e-06,0.00014494,,1.3452e-07,7.1559e-06,,3.0552e-08,8.3683e-08,,2.0042e-05,0.0013245,,2.934e-06,0.00027732,,2.4569e-07,3.1216e-06,,7.5587e-09,2.0272e-09,,6.7252e-10,9.8513e-09,,1.7524e-10,8.5921e-11,,5.3109e-06,0.00031085,,3.6444e-07,3.0328e-05,,4.5332e-08,2.5734e-07,,10,0.256,Indifferent
6,2,0.419,0.47174,0.059,0.30663,,,0.29965,0.4683,0.043987,0.31253,,,0.059,0.30663,0.419,0.47174,,,0.043987,0.31253,0.29965,0.4683,,,0.30123,0.023587,0.078303,0.14081,0.68317,0.14081,1,6.6395,0.26863,0.49042,0.0023483,0.13402,0.45307,0.00088422,0.00012102,4.5472e-06,,3.5697e-06,2.4953e-07,,6.0092e-08,2.3833e-08,,4.5472e-06,0.00012102,,2.4953e-07,3.5697e-06,,2.3833e-08,6.0092e-08,,3.7675e-05,0.00097132,,5.2975e-06,0.00015531,,1.3689e-07,1.5524e-06,,4.6227e-11,1.4534e-08,,2.821e-09,4.9571e-11,,4.4414e-11,8.7663e-12,,9.0578e-06,0.00024463,,5.6152e-07,1.5869e-05,,2.5327e-08,1.4261e-07,,9,0.111,Indifferent
6,2,0.421,0.47174,0.056,0.3086,,,0.29472,0.4688,0.044137,0.31351,,,0.056,0.3086,0.421,0.47174,,,0.044137,0.31351,0.29472,0.4688,,,0.29681,0.019165,0.06457,0.13302,0.67961,0.13302,1,6.7384,0.26844,0.48845,0.0021293,0.12563,0.49828,0.00081023,0.00010081,4.7278e-06,,3.0956e-06,2.5556e-07,,5.011e-08,2.2859e-08,,4.7278e-06,0.00010081,,2.5556e-07,3.0956e-06,,2.2859e-08,5.011e-08,,3.7756e-05,0.00079227,,6.1782e-06,0.0001421,,1.2954e-07,1.2145e-06,,5.167e-09,7.8842e-10,,2.0406e-08,1.0782e-10,,5.5592e-12,1.5293e-11,,9.138e-06,0.00020315,,6.7814e-07,1.4061e-05,,2.6481e-08,1.2726e-07,,10,0.167,Indifferent
6,2,0.497,0.47027,0.042,0.31695,,,0.33987,0.46732,0.026089,0.31057,,,0.042,0.31695,0.497,0.47027,,,0.026089,0.31057,0.33987,0.46732,,,0.29779,0.028501,0.09571,0.074447,0.64319,0.074447,0.88095,6.7162,0.26742,0.48649,0.0021246,0.12565,0.49582,0.00082621,0.00011596,2.0769e-06,,3.9729e-06,1.4655e-07,,5.1149e-08,2.4149e-08,,2.0769e-06,0.00011596,,1.4655e-07,3.9729e-06,,2.4149e-08,5.1149e-08,,1.3261e-05,0.0012077,,1.5919e-06,0.00021151,,1.3621e-07,1.0684e-06,,3.2983e-10,1.031e-09,,1.4128e-09,1.0552e-09,,4.2677e-12,9.876e-13,,3.1636e-06,0.00026607,,2.1524e-07,2.031e-05,,2.5997e-08,1.1797e-07,,11,0.23,Indifferent
6,2,0.377,0.47174,0.085,0.30565,,,0.26814,0.46781,0.064835,0.31204,,,0.085,0.30565,0.377,0.47174,,,0.064835,0.31204,0.26814,0.46781,,,0.33464,0.01769,0.052863,0.22546,1.0201,0.22546,1,5.9765,0.26019,0.49042,0.0023293,0.13222,0.45307,0.00088705,0.00010227,7.4987e-06,,2.7319e-06,3.0586e-07,,5.3922e-08,3.6748e-08,,7.4987e-06,0.00010227,,3.0586e-07,2.7319e-06,,3.6748e-08,5.3922e-08,,8.0232e-05,0.00084524,,1.2414e-05,0.00013085,,2.5081e-07,5.7157e-07,,3.0697e-09,1.507e-08,,1.3135e-09,5.5079e-10,,2.9582e-12,1.6078e-11,,1.7299e-05,0.00021038,,1.1566e-06,1.2922e-05,,5.7992e-08,8.4101e-08,,12,0.093,Indifferent
6,2,0.395,0.47273,0.144,0.30958,,,0.27721,0.46929,0.096077,0.314,,,0.144,0.30958,0.395,0.47273,,,0.096077,0.314,0.27721,0.46929,,,0.32285,0.016216,0.050228,0.36456,0.94872,0.36456,1,6.1948,0.26282,0.4914,0.0022666,0.13011,0.45405,0.00084877,0.00010938,1.7355e-05,,2.4506e-06,9.2419e-07,,3.9162e-08,3.9269e-08,,1.7355e-05,0.00010938,,9.2419e-07,2.4506e-06,,3.9269e-08,3.9162e-08,,0.00016843,0.00073356,,4.1667e-05,0.00010304,,2.052e-07,1.3873e-06,,5.3337e-11,1.3635e-08,,1.449e-09,1.5552e-09,,4.8667e-12,3.0594e-12,,4.0122e-05,0.00021781,,4.504e-06,1.0366e-05,,5.2859e-08,9.5998e-08,,14,0.122,Indifferent
6,2,0.459,0.47027,0.056,0.30418,,,0.31026,0.46781,0.036719,0.31057,,,0.056,0.30418,0.459,0.47027,,,0.036719,0.31057,0.31026,0.46781,,,0.29238,0.021622,0.07395,0.122,0.58571,0.122,1,6.8403,0.28171,0.48698,0.0022066,0.13395,0.49631,0.00082521,9.7287e-05,3.5367e-06,,3.7179e-06,1.2105e-07,,7.0861e-08,3.2669e-08,,3.5367e-06,9.7287e-05,,1.2105e-07,3.7179e-06,,3.2669e-08,7.0861e-08,,2.6682e-05,0.00091384,,2.4736e-06,0.00018302,,1.6079e-07,1.1278e-06,,3.951e-09,5.3025e-10,,1.9045e-10,5.3486e-10,,1.2198e-11,2.2289e-12,,6.3641e-06,0.00021005,,2.925e-07,1.8087e-05,,3.6349e-08,1.7243e-07,,12,0.214,Indifferent
6,2,0.578,0.47076,0.045,0.30221,,,0.39144,0.46732,0.029442,0.31843,,,0.045,0.30221,0.578,0.47076,,,0.029442,0.31843,0.39144,0.46732,,,0.30713,0.029484,0.096,0.077855,0.75243,0.077855,1,6.512,0.2473,0.48698,0.0018636,0.11941,0.45061,0.00075113,0.00017777,2.4949e-06,,5.7854e-06,1.6744e-07,,7.1228e-08,2.0008e-08,,2.4949e-06,0.00017777,,1.6744e-07,5.7854e-06,,2.0008e-08,7.1228e-08,,1.6735e-05,0.0015679,,2.2722e-06,0.00027909,,1.9783e-07,1.9283e-06,,1.2316e-09,2.069e-09,,4.1039e-10,1.8944e-10,,2.1194e-12,1.5762e-11,,3.9812e-06,0.00037251,,2.8939e-07,2.8214e-05,,2.8657e-08,1.7286e-07,,7,0.255,Indifferent
6,2,0.303,0.47224,0.141,0.30909,,,0.22267,0.47469,0.097834,0.31351,,,0.141,0.30909,0.303,0.47224,,,0.097834,0.31351,0.22267,0.47469,,,0.31106,0.014742,0.047393,0.46535,0.79082,0.46535,1,6.4297,0.27842,0.49189,0.0026,0.13513,0.45405,0.00093073,7.896e-05,1.7508e-05,,1.5148e-06,9.4458e-07,,5.3784e-08,2.3681e-08,,1.7508e-05,7.896e-05,,9.4458e-07,1.5148e-06,,2.3681e-08,5.3784e-08,,0.00017554,0.00058933,,4.3433e-05,6.2491e-05,,2.2151e-07,9.04e-07,,1.6815e-10,1.025e-08,,2.5731e-10,2.7593e-11,,4.292e-11,4.3326e-11,,4.1631e-05,0.00015742,,4.6842e-06,6.2247e-06,,3.097e-08,1.2043e-07,,11,0.069,Indifferent
6,2,0.285,0.47273,0.166,0.30958,,,0.21047,0.47568,0.11395,0.3145,,,0.166,0.30958,0.285,0.47273,,,0.11395,0.3145,0.21047,0.47568,,,0.33857,0.012776,0.037736,0.58246,1.0556,0.58246,1,5.9071,0.27961,0.49287,0.0027068,0.1367,0.45455,0.00094883,7.6385e-05,1.9996e-05,,1.0845e-06,1.6011e-06,,4.2257e-08,3.9328e-08,,1.9996e-05,7.6385e-05,,1.6011e-06,1.0845e-06,,3.9328e-08,4.2257e-08,,0.00022617,0.00065551,,7.2593e-05,4.9419e-05,,2.0963e-07,5.3321e-07,,7.5026e-11,8.1452e-09,,2.9643e-10,1.1756e-09,,2.4797e-11,1.938e-11,,5.1954e-05,0.00015712,,7.9519e-06,4.7267e-06,,4.4069e-08,7.2205e-08,,10,0.064,Indifferent
6,2,0.332,0.47224,0.061,0.3086,,,0.23021,0.47371,0.042264,0.31351,,,0.061,0.3086,0.332,0.47224,,,0.042264,0.31351,0.23021,0.47371,,,0.30614,0.015725,0.051364,0.18373,0.72947,0.18373,1,6.5329,0.28199,0.48993,0.0023529,0.12789,0.49926,0.00086447,6.6492e-05,3.599e-06,,1.2837e-06,1.8822e-07,,3.6455e-08,2.5418e-08,,3.599e-06,6.6492e-05,,1.8822e-07,1.2837e-06,,2.5418e-08,3.6455e-08,,3.3646e-05,0.0004639,,6.3829e-06,5.9807e-05,,1.7889e-07,1.0399e-06,,1.8571e-09,1.0895e-08,,2.5882e-10,5.8545e-11,,7.2808e-12,3.246e-11,,7.7829e-06,0.00013077,,6.6129e-07,5.5055e-06,,2.731e-08,7.4861e-08,,13,0.136,Indifferent
6,2,0.388,0.47174,0.051,0.30467,,,0.2697,0.47322,0.037151,0.31106,,,0.051,0.30467,0.388,0.47174,,,0.037151,0.31106,0.2697,0.47322,,,0.30172,0.018673,0.061889,0.13144,0.67961,0.13144,1,6.6287,0.27765,0.48894,0.0023499,0.12731,0.49828,0.00086669,8.1892e-05,3.119e-06,,2.069e-06,1.3903e-07,,5.06e-08,2.4252e-08,,3.119e-06,8.1892e-05,,1.3903e-07,2.069e-06,,2.4252e-08,5.06e-08,,2.8272e-05,0.00061314,,3.9818e-06,9.7087e-05,,1.0548e-07,9.5327e-07,,9.147e-12,2.1568e-09,,5.519e-10,4.4689e-10,,3.5316e-11,3.5579e-11,,6.3777e-06,0.00016398,,4.044e-07,9.3214e-06,,2.6791e-08,9.7607e-08,,15,0.167,Indifferent
6,2,0.251,0.47273,0.12,0.3086,,,0.18936,0.47568,0.089994,0.31351,,,0.12,0.3086,0.251,0.47273,,,0.089994,0.31351,0.18936,0.47568,,,0.32285,0.012776,0.039574,0.47809,0.88718,0.47809,1,6.1948,0.28672,0.49337,0.0028372,0.13818,0.45504,0.00099797,6.6704e-05,1.5056e-05,,9.8798e-07,7.5839e-07,,2.4693e-08,4.5883e-08,,1.5056e-05,6.6704e-05,,7.5839e-07,9.8798e-07,,4.5883e-08,2.4693e-08,,0.00014935,0.0005981,,3.317e-05,3.7854e-05,,2.9725e-07,5.0481e-07,,2.36e-10,7.1247e-09,,3.454e-10,7.6921e-10,,6.6233e-12,5.9867e-11,,3.5349e-05,0.0001365,,3.4883e-06,3.7263e-06,,5.8691e-08,3.7109e-08,,14,0.044,Indifferent
6,2,0.22,0.30958,0.206,0.47322,,,0.16692,0.47666,0.15234,0.3145,,,0.22,0.30958,0.206,0.47322,,,0.15234,0.3145,0.16692,0.47666,,,0.31843,0.013268,0.041667,1.068,0.85263,1,1.068,6.2809,0.25812,0.49435,0.0023427,0.12393,0.45602,0.00082885,3.5003e-05,5.8504e-05,,2.8911e-06,7.4836e-07,,3.4551e-08,4.4616e-08,,3.5003e-05,5.8504e-05,,2.8911e-06,7.4836e-07,,3.4551e-08,4.4616e-08,,0.00039752,0.00059,,0.00013657,2.5322e-05,,2.5062e-07,1.1311e-06,,3.3961e-10,3.3961e-10,,1.4665e-09,1.4446e-09,,3.5691e-12,6.6917e-12,,9.2183e-05,0.00012318,,1.4803e-05,2.4757e-06,,4.2149e-08,8.9432e-08,,12,0.029,Indifferent
6,2,0.25,0.47273,0.062,0.3086,,,0.17743,0.47469,0.044268,0.314,,,0.062,0.3086,0.25,0.47273,,,0.044268,0.314,0.17743,0.47469,,,0.31499,0.010811,0.034321,0.248,0.76056,0.248,1,6.3495,0.29795,0.49091,0.0025497,0.13317,0.50074,0.00088763,4.6032e-05,3.9314e-06,,7.0003e-07,2.4764e-07,,3.0088e-08,3.2473e-08,,3.9314e-06,4.6032e-05,,2.4764e-07,7.0003e-07,,3.2473e-08,3.0088e-08,,3.6208e-05,0.00032955,,7.1928e-06,3.4636e-05,,2.3037e-07,4.5861e-07,,4.0412e-10,3.1605e-12,,5.1916e-11,4.8062e-10,,8.724e-11,9.8932e-11,,8.475e-06,8.9722e-05,,7.457e-07,3.1158e-06,,4.1304e-08,4.5851e-08,,15,0.091,Indifferent
6,2,0.198,0.47273,0.142,0.30811,,,0.15502,0.47617,0.09118,0.31302,,,0.142,0.30811,0.198,0.47273,,,0.09118,0.31302,0.15502,0.47617,,,0.32482,0.011794,0.036309,0.71717,0.88889,0.71717,1,6.1573,0.3028,0.49287,0.0030212,0.13308,0.45455,0.001041,4.4965e-05,1.4062e-05,,4.5121e-07,1.0498e-06,,3.5845e-08,3.5042e-08,,1.4062e-05,4.4965e-05,,1.0498e-06,4.5121e-07,,3.5042e-08,3.5845e-08,,0.00014381,0.00045373,,4.2002e-05,1.8692e-05,,3.1874e-07,5.4028e-07,,1.4818e-10,1.8023e-09,,4.2023e-09,3.6891e-10,,8.3383e-11,4.0039e-13,,3.4138e-05,9.3823e-05,,4.8091e-06,1.6404e-06,,4.8262e-08,6.4794e-08,,14,0.043,Indifferent
6,2,0.594,0.47076,0.033,0.30319,,,0.40845,0.46781,0.02143,0.31744,,,0.033,0.30319,0.594,0.47076,,,0.02143,0.31744,0.40845,0.46781,,,0.29435,0.028501,0.096828,0.055556,0.59434,0.055556,1,6.7947,0.25664,0.48747,0.0018809,0.12278,0.49681,0.00073435,0.00016438,1.7541e-06,,7.2308e-06,1.0296e-07,,5.8268e-08,2.173e-08,,1.7541e-06,0.00016438,,1.0296e-07,7.2308e-06,,2.173e-08,5.8268e-08,,9.1097e-06,0.001516,,1.1337e-06,0.00033449,,1.6748e-07,2.3538e-06,,8.2391e-10,8.5277e-10,,2.7752e-10,9.0387e-10,,5.3721e-12,1.7045e-12,,2.2739e-06,0.00035424,,1.7651e-07,3.3668e-05,,3.0999e-08,1.5482e-07,,10,0.261,Indifferent
6,2,0.653,0.47174,0.06,0.30467,,,0.49381,0.46732,0.038849,0.30909,,,0.06,0.30467,0.653,0.47174,,,0.038849,0.30909,0.49381,0.46732,,,0.31253,0.030958,0.099057,0.091884,0.78922,0.091884,1,6.3994,0.23865,0.49091,0.0019289,0.13163,0.45455,0.00077966,0.0003345,4.4513e-06,,1.4667e-05,1.3618e-07,,1.1031e-07,3.365e-08,,4.4513e-06,0.0003345,,1.3618e-07,1.4667e-05,,3.365e-08,1.1031e-07,,3.2743e-05,0.0026961,,2.934e-06,0.00064532,,2.1051e-07,2.4196e-06,,1.4907e-09,1.2273e-09,,1.2954e-09,1.1118e-09,,1.444e-11,8.665e-11,,7.6188e-06,0.00069088,,3.431e-07,6.9094e-05,,4.2857e-08,3.0308e-07,,7,0.055,Indifferent
6,2,0.676,0.47125,0.042,0.31744,,,0.46868,0.46781,0.026415,0.31892,,,0.042,0.31744,0.676,0.47125,,,0.026415,0.31892,0.46868,0.46781,,,0.29779,0.028501,0.09571,0.051775,0.63256,0.051775,0.83333,6.7162,0.25055,0.48796,0.0018173,0.11993,0.4973,0.00070902,0.00021921,2.6775e-06,,1.1423e-05,1.4851e-07,,7.8444e-08,1.9164e-08,,2.6775e-06,0.00021921,,1.4851e-07,1.1423e-05,,1.9164e-08,7.8444e-08,,1.3693e-05,0.001902,,1.9784e-06,0.00048509,,9.2599e-08,4.3285e-06,,3.2186e-10,1.7435e-09,,8.5471e-10,6.7321e-10,,3.4702e-12,7.4022e-11,,3.4221e-06,0.00045925,,2.9217e-07,5.1006e-05,,1.9412e-08,2.887e-07,,9,0.254,Indifferent
6,2,0.427,0.47224,0.063,0.30811,,,0.30469,0.46929,0.045255,0.31155,,,0.063,0.30811,0.427,0.47224,,,0.045255,0.31155,0.30469,0.46929,,,0.29877,0.020639,0.069079,0.14754,0.66667,0.14754,1,6.6941,0.25641,0.48993,0.0020339,0.12277,0.45356,0.00078839,0.00011622,5.2191e-06,,3.3536e-06,1.9651e-07,,5.6458e-08,3.558e-08,,5.2191e-06,0.00011622,,1.9651e-07,3.3536e-06,,3.558e-08,5.6458e-08,,4.0481e-05,0.00083289,,5.8023e-06,0.00013663,,3.2816e-07,1.7015e-06,,5.1669e-09,3.038e-10,,1.5645e-10,4.2838e-11,,7.5407e-11,2.599e-11,,9.6912e-06,0.00023036,,6.3113e-07,1.3899e-05,,4.0509e-08,1.2589e-07,,15,0.14,Indifferent
6,2,0.329,0.47125,0.059,0.31892,,,0.22781,0.47322,0.042455,0.31253,,,0.059,0.31892,0.329,0.47125,,,0.042455,0.31253,0.22781,0.47322,,,0.30663,0.016708,0.054487,0.17629,0.73399,0.17629,0.98305,6.5224,0.26678,0.48943,0.0022687,0.12026,0.45209,0.00082009,6.1261e-05,3.7604e-06,,1.6755e-06,1.4773e-07,,2.9181e-08,2.1818e-08,,3.7604e-06,6.1261e-05,,1.4773e-07,1.6755e-06,,2.1818e-08,2.9181e-08,,3.3905e-05,0.00052844,,5.1421e-06,7.7214e-05,,1.7115e-07,3.5034e-07,,5.7474e-13,2.5175e-10,,2.2593e-09,1.5123e-09,,8.3154e-11,4.8728e-12,,7.6929e-06,0.00012591,,4.9327e-07,7.5926e-06,,2.5268e-08,3.9682e-08,,13,0.129,Indifferent
6,2,0.213,0.47224,0.115,0.30958,,,0.1586,0.47469,0.083532,0.31302,,,0.115,0.30958,0.213,0.47224,,,0.083532,0.31302,0.1586,0.47469,,,0.31794,0.013759,0.043277,0.53991,0.85128,0.53991,1,6.2906,0.29642,0.49189,0.0027236,0.12569,0.50172,0.00092593,3.9394e-05,1.2609e-05,,5.2542e-07,8.1409e-07,,3.194e-08,3.1348e-08,,1.2609e-05,3.9394e-05,,8.1409e-07,5.2542e-07,,3.1348e-08,3.194e-08,,0.00012717,0.00030911,,3.3637e-05,2.0561e-05,,1.9384e-07,2.6186e-07,,3.0126e-10,4.1891e-09,,4.4233e-10,3.838e-10,,6.6025e-11,4.2296e-11,,3.0173e-05,7.7396e-05,,3.689e-06,1.9018e-06,,3.6821e-08,3.905e-08,,18,0.073,Indifferent
