id,active_areas_number,Dominant_peak,Dominant_peak_time,Subdominant_peak,Subdominant_peak_time,Minor_peak,Minor_peak_time,Dominant_peak_env,Dominant_peak_env_time,Subdominant_peak_env,Subdominant_peak_env_time,Minor_peak_env,Minor_peak_env_time,First_peak,First_peak_time,Second_peak,Second_peak_time,Third_peak,Third_peak_time,First_peak_env,First_peak_env_time,Second_peak_env,Second_peak_env_time,Third_peak_env,Third_peak_env_time,duration,silent_phase,silent_rateo,atrial_ventricular_ratio,atrial_ventricular_time_ratio,minor_to_dominant_ratio,minor_to_subdominant_ratio,n_active_areas_on_duration_ratio,cross_peak_TM1,cross_peak_time_TM1,cross_energy_TM1,cross_peak_TM2,cross_peak_time_TM2,cross_energy_TM2,Dominant_AvgPowLF,Dominant_AvgPowMF,Dominant_AvgPowHF,Subdominant_AvgPowLF,Subdominant_AvgPowMF,Subdominant_AvgPowHF,Minor_AvgPowLF,Minor_AvgPowMF,Minor_AvgPowHF,First_AvgPowLF,First_AvgPowMF,First_AvgPowHF,Second_AvgPowLF,Second_AvgPowMF,Second_AvgPowHF,Third_AvgPowLF,Third_AvgPowMF,Third_AvgPowHF,First_max_Power_HF,First_max_Power_MF,First_max_Power_LF,Second_max_Power_HF,Second_max_Power_MF,Second_max_Power_LF,Third_max_Power_HF,Third_max_Power_MF,Third_max_Power_LF,First_min_Power_HF,First_min_Power_MF,First_min_Power_LF,Second_min_Power_HF,Second_min_Power_MF,Second_min_Power_LF,Third_min_Power_HF,Third_min_Power_MF,Third_min_Power_LF,First_Power_std_HF,First_Power_std_MF,First_Power_std_LF,Second_Power_std_HF,Second_Power_std_MF,Second_Power_std_LF,Third_Power_std_HF,Third_Power_std_MF,Third_Power_std_LF,Fragmentation,App,class
4,2,0.237,0.34201,0.039,0.49484,,,0.13758,0.33808,0.027276,0.49533,,,0.237,0.34201,0.039,0.49484,,,0.13758,0.33808,0.027276,0.49533,,,0.2683,0.045209,0.1685,5.8,0.93233,0.48945,2.9744,7.4542,0.18474,0.32826,0.0012413,0.15074,0.34005,0.00058031,2.5256e-05,1.5728e-06,,4.2765e-06,9.8337e-08,,6.0004e-07,3.3776e-08,,2.5256e-05,1.5728e-06,,4.2765e-06,9.8337e-08,,6.0004e-07,3.3776e-08,,0.00016567,9.9036e-06,,4.138e-05,5.9382e-07,,3.308e-05,1.8361e-07,,5.9566e-11,4.5303e-09,,3.4937e-10,2.2174e-09,,4.274e-10,7.6654e-11,,4.4287e-05,2.4163e-06,,1.0666e-05,9.9656e-08,,3.261e-06,4.099e-08,,24,-0.121,Indifferent
4,3,0.338,0.34595,0.043,0.49435,0.016,0.43735,0.1861,0.35037,0.032354,0.49975,0.0082432,0.44324,0.338,0.34595,0.016,0.43735,0.043,0.49435,0.1861,0.35037,0.0082432,0.44324,0.032354,0.49975,0.27518,0.023587,0.085714,4.2812,1.5492,0.40533,3.186,10.9018,0.14596,0.33268,0.00083234,0.12753,0.34447,0.00042479,3.6916e-05,3.0312e-06,4.1079e-07,2.2737e-06,2.3987e-07,1.1395e-07,8.8681e-08,2.7241e-08,1.9531e-08,3.6916e-05,4.1079e-07,3.0312e-06,2.2737e-06,1.1395e-07,2.3987e-07,8.8681e-08,1.9531e-08,2.7241e-08,0.00038654,9.1075e-07,1.8976e-05,6.4276e-05,3.3822e-07,2.6563e-06,1.3149e-06,8.505e-08,2.0152e-07,2.8567e-09,7.3321e-09,1.6085e-08,1.1191e-08,2.1556e-08,2.3062e-10,6.6118e-11,9.8127e-11,9.0694e-12,8.8584e-05,2.8e-07,4.8218e-06,7.431e-06,6.7729e-08,3.625e-07,2.3212e-07,2.422e-08,3.2247e-08,23,-0.201,Indifferent
4,3,0.289,0.34054,0.089,0.54251,0.061,0.42359,0.15812,0.34398,0.043153,0.54496,0.024689,0.42899,0.289,0.34054,0.061,0.42359,0.089,0.54251,0.15812,0.34398,0.024689,0.42899,0.043153,0.54496,0.34201,0.020147,0.058908,1.9623,0.93258,0.35986,1.1685,8.7716,0.15764,0.32776,0.00083244,0.13423,0.33956,0.00043045,2.7627e-05,2.7657e-06,6.5634e-07,3.9392e-06,1.3923e-06,7.7088e-07,5.3116e-08,1.7492e-07,1.4383e-07,2.7627e-05,6.5634e-07,2.7657e-06,3.9392e-06,7.7088e-07,1.3923e-06,5.3116e-08,1.4383e-07,1.7492e-07,0.00020998,2.3394e-06,2.5255e-05,8.0707e-05,2.3463e-06,1.6773e-05,4.7477e-07,1.0596e-06,1.364e-06,2.131e-11,2.9925e-09,2.0937e-09,6.5621e-09,8.3813e-09,1.7622e-10,1.9636e-10,2.4308e-10,3.8334e-12,5.1874e-05,6.6233e-07,6.2992e-06,1.4228e-05,9.4649e-07,2.7823e-06,8.4823e-08,2.1337e-07,2.9359e-07,28,-0.185,Indifferent
4,4,0.134,0.31941,0.03,0.4113,0.017,0.21916,0.079056,0.32334,0.013269,0.40885,0.0079315,0.21523,0.017,0.21916,0.134,0.31941,0.03,0.4113,0.0079315,0.21523,0.079056,0.32334,0.013269,0.40885,0.37789,0.051106,0.13524,7.0526,0.79167,1,4.4667,10.5852,0.16627,0.32432,0.0012414,0.13078,0.33563,0.00052842,9.4406e-06,3.2685e-07,1.5881e-07,1.5973e-06,2.8182e-07,1.7375e-07,3.8233e-08,6.3158e-08,2.1413e-08,1.5881e-07,9.4406e-06,3.2685e-07,1.7375e-07,1.5973e-06,2.8182e-07,2.1413e-08,3.8233e-08,6.3158e-08,7.3759e-07,6.5691e-05,8.1571e-07,4.6004e-07,2.4365e-05,7.9747e-07,1.2958e-07,1.8911e-07,5.3388e-07,1.0458e-10,9.632e-11,6.2894e-08,1.5439e-08,4.9306e-09,5.3934e-08,2.1793e-12,1.3112e-10,4.7448e-10,1.8608e-07,1.5236e-05,1.9377e-07,1.2078e-07,4.301e-06,2.1747e-07,2.4613e-08,3.7242e-08,8.2892e-08,65,0.066,Indifferent
4,2,0.384,0.3145,0.314,0.21425,,,0.19687,0.31941,0.13831,0.21966,,,0.314,0.21425,0.384,0.3145,,,0.13831,0.21966,0.19687,0.31941,,,0.20295,0.0019656,0.0096852,15.36,0.42105,1,1.2229,9.8547,0.086798,0.21769,0.00035761,0.057933,0.2285,0.00014508,3.0779e-05,2.1175e-05,,2.4649e-05,7.228e-06,,5.2188e-06,2.0134e-06,,2.1175e-05,3.0779e-05,,7.228e-06,2.4649e-05,,2.0134e-06,5.2188e-06,,0.00014492,0.00024791,,3.7074e-05,0.00022804,,1.9791e-05,0.00010862,,6.958e-10,3.1948e-08,,2.1038e-09,2.0181e-09,,3.2542e-10,5.2446e-12,,3.6953e-05,6.3067e-05,,1.0691e-05,5.2075e-05,,3.6094e-06,1.8769e-05,,28,0.134,Indifferent
4,2,0.325,0.32088,0.021,0.49779,,,0.19942,0.32432,0.012244,0.51941,,,0.325,0.32088,0.021,0.49779,,,0.19942,0.32432,0.012244,0.51941,,,0.29681,0.073219,0.24669,9.8571,2.0133,0.63692,9.8571,6.7384,0.07325,0.35528,0.00031836,0.078675,0.32088,0.00018858,3.6227e-05,5.2738e-07,,1.0217e-05,1.5559e-07,,2.2977e-07,3.2842e-08,,3.6227e-05,5.2738e-07,,1.0217e-05,1.5559e-07,,2.2977e-07,3.2842e-08,,0.00029188,2.0755e-06,,0.00016106,6.7216e-07,,1.1993e-05,1.5879e-07,,1.2199e-09,1.9125e-08,,2.0669e-09,9.2891e-09,,3.6494e-11,1.2688e-11,,7.225e-05,5.2702e-07,,2.3816e-05,1.1956e-07,,8.2703e-07,3.5918e-08,,18,-0.118,Indifferent
4,2,0.701,0.32088,0.035,0.50369,,,0.4197,0.32432,0.023549,0.52138,,,0.701,0.32088,0.035,0.50369,,,0.4197,0.32432,0.023549,0.52138,,,0.35627,0.048157,0.13517,23.3667,1.2273,1,20.0286,5.6138,0.0437,0.31892,8.792e-05,0.04773,0.33022,5.816e-05,8.3283e-05,1.8211e-06,,3.4089e-05,2.2432e-07,,3.8937e-07,2.0657e-08,,8.3283e-05,1.8211e-06,,3.4089e-05,2.2432e-07,,3.8937e-07,2.0657e-08,,0.00068057,1.4395e-05,,0.00044289,1.0475e-06,,2.2395e-05,3.5147e-07,,3.4471e-08,5.2087e-09,,1.0764e-09,1.2846e-10,,1.2817e-12,9.2505e-12,,0.00017458,3.0434e-06,,8.5914e-05,2.5379e-07,,1.7534e-06,3.5026e-08,,15,0.156,Indifferent
4,3,0.498,0.32924,0.037,0.48206,0.014,0.4,0.2885,0.32727,0.027364,0.48501,0.0094245,0.39459,0.498,0.32924,0.014,0.4,0.037,0.48206,0.2885,0.32727,0.0094245,0.39459,0.027364,0.48501,0.29681,0.029484,0.099338,18.4444,1.2207,1,13.4595,10.1076,0.027735,0.34054,5.3781e-05,0.019723,0.47813,2.0216e-05,6.4919e-05,2.2325e-06,6.8349e-07,4.332e-05,2.2825e-07,1.3963e-07,1.1351e-06,2.4693e-08,1.9889e-08,6.4919e-05,6.8349e-07,2.2325e-06,4.332e-05,1.3963e-07,2.2825e-07,1.1351e-06,1.9889e-08,2.4693e-08,0.00077154,1.4443e-06,1.3795e-05,0.00068139,3.2246e-07,1.9124e-06,1.3975e-05,9.8179e-08,1.4093e-07,5.5537e-10,1.4264e-07,3.5713e-09,1.6957e-09,1.46e-08,1.4275e-09,4.9965e-12,2.8423e-10,3.182e-12,0.00018018,4.2794e-07,3.7242e-06,0.00011479,9.5375e-08,2.2839e-07,3.2009e-06,2.403e-08,2.4439e-08,12,0.069,Indifferent
4,3,0.227,0.314,0.043,0.17445,0.019,0.49189,0.13562,0.31794,0.014177,0.17445,0.012312,0.49238,0.043,0.17445,0.227,0.314,0.019,0.49189,0.014177,0.17445,0.13562,0.31794,0.012312,0.49238,0.36953,0.041769,0.11303,6.9474,0.88732,0.5815,3.0698,8.1184,0.07291,0.34005,0.00040103,0.06531,0.30565,0.00021826,1.9945e-05,7.3008e-08,2.2044e-07,1.0407e-05,1.667e-07,1.68e-07,1.9581e-07,6.6804e-08,4.171e-08,7.3008e-08,1.9945e-05,2.2044e-07,1.667e-07,1.0407e-05,1.68e-07,6.6804e-08,1.9581e-07,4.171e-08,1.469e-07,0.00020042,2.0324e-06,4.951e-07,0.00019692,4.531e-07,2.606e-07,6.0065e-06,3.1898e-07,2.4318e-09,2.3748e-10,3.8314e-12,3.0991e-08,6.0996e-10,2.9656e-09,1.8565e-10,1.715e-12,3.9136e-13,4.3265e-08,4.4912e-05,2.9985e-07,1.2656e-07,3.3395e-05,1.4346e-07,5.8418e-08,6.7809e-07,4.8766e-08,30,-0.095,Indifferent
4,3,0.572,0.43735,0.049,0.30762,0.019,0.56413,0.28837,0.44226,0.035885,0.30369,0.0097652,0.57002,0.049,0.30762,0.572,0.43735,0.019,0.56413,0.035885,0.30369,0.28837,0.44226,0.0097652,0.57002,0.36364,0.081572,0.22432,0.082168,1.2645,0.082168,0.95918,8.25,0.12019,0.44177,0.00048,0.083895,0.45258,0.00018327,9.9618e-05,2.4808e-06,3.4777e-07,5.616e-05,3.6393e-07,1.6944e-07,2.0773e-06,2.9299e-08,2.2539e-08,2.4808e-06,9.9618e-05,3.4777e-07,3.6393e-07,5.616e-05,1.6944e-07,2.9299e-08,2.0773e-06,2.2539e-08,1.9838e-05,0.0010161,1.1574e-06,2.5139e-06,0.0007728,9.2898e-07,2.317e-07,0.00011999,6.7979e-08,9.674e-10,5.6671e-10,1.2375e-08,8.1035e-11,1.0257e-09,1.1409e-08,2.6586e-10,4.2835e-10,1.8628e-11,4.6996e-06,0.00026096,3.7638e-07,6.1907e-07,0.0001538,2.44e-07,4.1929e-08,1.1502e-05,2.0816e-08,28,0.367,Indifferent
4,2,0.123,0.31892,0.025,0.48108,,,0.071151,0.32334,0.016455,0.48206,,,0.123,0.31892,0.025,0.48108,,,0.071151,0.32334,0.016455,0.48206,,,0.25405,0.030467,0.11992,6.8333,0.57732,1,4.92,7.8723,0.15278,0.32482,0.0011926,0.12096,0.33563,0.00045035,6.7579e-06,1.0092e-06,,1.2271e-06,9.4863e-08,,3.1632e-08,2.1702e-08,,6.7579e-06,1.0092e-06,,1.2271e-06,9.4863e-08,,3.1632e-08,2.1702e-08,,4.3535e-05,5.4881e-06,,1.9686e-05,5.1634e-07,,3.9723e-07,1.035e-07,,6.7285e-11,2.0637e-10,,1.9339e-09,4.3538e-09,,3.9941e-11,2.154e-11,,1.1518e-05,1.6428e-06,,3.1709e-06,8.1118e-08,,4.5391e-08,2.3291e-08,,72,0.063,Indifferent
4,2,0.066,0.31941,0.023,0.51744,,,0.033061,0.32432,0.015732,0.48403,,,0.066,0.31941,0.023,0.51744,,,0.033061,0.32432,0.015732,0.48403,,,0.28747,0.012285,0.042735,2.8696,0.47549,1,2.8696,6.9573,0.16004,0.32776,0.0017108,0.12702,0.33907,0.00058536,2.0022e-06,7.5586e-07,,3.8058e-07,9.8429e-08,,5.809e-08,2.6611e-08,,2.0022e-06,7.5586e-07,,3.8058e-07,9.8429e-08,,5.809e-08,2.6611e-08,,8.4228e-06,4.865e-06,,4.352e-06,7.4313e-07,,9.4857e-07,3.8902e-07,,2.0068e-10,1.7524e-09,,2.1023e-10,1.054e-10,,5.4788e-11,7.7628e-12,,2.677e-06,1.2223e-06,,8.0781e-07,1.1301e-07,,1.0806e-07,3.7385e-08,,110,0.034,Indifferent
4,2,0.117,0.32187,0.029,0.5145,,,0.068406,0.33661,0.018892,0.51892,,,0.117,0.32187,0.029,0.5145,,,0.068406,0.33661,0.018892,0.51892,,,0.28943,0.018673,0.064516,4.0345,0.57286,1,4.0345,6.91,0.1352,0.32678,0.00095796,0.1215,0.33808,0.0004537,1.1514e-05,7.0989e-07,,8.5069e-07,1.3201e-07,,3.9483e-08,3.8401e-08,,1.1514e-05,7.0989e-07,,8.5069e-07,1.3201e-07,,3.9483e-08,3.8401e-08,,8.2157e-05,6.8365e-06,,7.9681e-06,6.6016e-07,,6.34e-07,1.8745e-07,,4.4746e-09,9.5607e-12,,2.7929e-10,1.1279e-08,,1.3716e-11,3.7143e-11,,2.0337e-05,1.1839e-06,,1.7306e-06,1.3619e-07,,8.3089e-08,3.8575e-08,,47,0.02,Indifferent
4,2,0.08,0.3086,0.029,0.51646,,,0.057062,0.31499,0.020401,0.52039,,,0.08,0.3086,0.029,0.51646,,,0.057062,0.31499,0.020401,0.52039,,,0.33219,0.056511,0.17012,2.7586,0.75333,1,2.7586,6.0207,0.15355,0.31057,0.0015819,0.14465,0.32187,0.00067455,5.5839e-06,8.0472e-07,,3.3676e-07,1.31e-07,,2.979e-08,2.483e-08,,5.5839e-06,8.0472e-07,,3.3676e-07,1.31e-07,,2.979e-08,2.483e-08,,5.5539e-05,1.0795e-05,,7.7274e-06,7.7659e-07,,9.5784e-07,3.2299e-07,,3.8339e-12,1.1382e-08,,1.4083e-11,5.451e-11,,9.6914e-12,1.1779e-12,,1.2545e-05,1.7724e-06,,9.1378e-07,1.5905e-07,,7.3398e-08,3.3692e-08,,55,0.001,Indifferent
4,3,0.106,0.32334,0.031,0.51646,0.011,0.23342,0.067637,0.33759,0.021363,0.51646,0.0047124,0.23931,0.011,0.23342,0.106,0.32334,0.031,0.51646,0.0047124,0.23931,0.067637,0.33759,0.021363,0.51646,0.35086,0.05602,0.15966,3.4194,0.65644,1,3.4194,8.5504,0.12905,0.32776,0.00097759,0.11577,0.33907,0.00043202,1.0274e-05,8.0225e-07,1.9439e-08,7.1387e-07,1.1904e-07,1.0746e-07,2.6248e-08,3.4669e-08,2.8357e-08,1.9439e-08,1.0274e-05,8.0225e-07,1.0746e-07,7.1387e-07,1.1904e-07,2.8357e-08,2.6248e-08,3.4669e-08,5.8115e-08,7.9555e-05,8.1944e-06,2.7639e-07,7.5677e-06,5.659e-07,7.8053e-08,2.3982e-07,1.7138e-07,8.6799e-11,3.1438e-10,3.6733e-09,1.9719e-09,6.087e-11,3.7811e-10,5.3246e-13,2.79e-12,8.2936e-12,1.4932e-08,1.8955e-05,1.4503e-06,7.3359e-08,1.5857e-06,1.2897e-07,2.3065e-08,3.8456e-08,3.2725e-08,49,0.008,Indifferent
4,3,0.083,0.31548,0.024,0.51843,0.015,0.20491,0.05636,0.31597,0.017027,0.51843,0.009453,0.21032,0.015,0.20491,0.083,0.31548,0.024,0.51843,0.009453,0.21032,0.05636,0.31597,0.017027,0.51843,0.38968,0.030958,0.079445,2.5833,0.43515,0.74699,2.5833,7.6986,0.16524,0.30516,0.0016246,0.15373,0.31695,0.00072728,8.5286e-06,7.1575e-07,2.2211e-07,1.7313e-07,1.3919e-07,7.0772e-08,3.9223e-08,2.854e-08,2.9392e-08,2.2211e-07,8.5286e-06,7.1575e-07,7.0772e-08,1.7313e-07,1.3919e-07,2.9392e-08,3.9223e-08,2.854e-08,1.1405e-06,6.1047e-05,7.3672e-06,4.4378e-07,1.635e-06,1.3673e-06,1.3269e-07,9.8664e-07,1.7265e-07,4.0476e-12,4.0476e-12,3.9318e-11,9.4708e-10,4.2868e-10,7.8339e-09,2.3865e-11,1.6236e-12,1.5696e-12,3.0428e-07,1.5614e-05,1.1937e-06,7.0005e-08,3.237e-07,1.8287e-07,3.2527e-08,9.676e-08,3.3325e-08,61,-0.021,Indifferent
4,2,1.227,0.36314,0.07,0.51597,,,0.69672,0.35872,0.045054,0.51794,,,1.227,0.36314,0.07,0.51597,,,0.69672,0.35872,0.045054,0.51794,,,0.24865,0.024079,0.096838,7.8857,0.69032,0.44988,7.8857,8.0435,0.063072,0.34988,0.00018861,0.065592,0.36167,0.00010733,0.00045339,5.7206e-06,,0.00018953,2.9253e-07,,3.0612e-06,2.9567e-08,,0.00045339,5.7206e-06,,0.00018953,2.9253e-07,,3.0612e-06,2.9567e-08,,0.0029133,3.1582e-05,,0.002609,1.8224e-06,,0.00011924,2.4443e-07,,1.8997e-10,5.9316e-09,,1.1441e-09,6.7699e-10,,1.3291e-10,5.1698e-11,,0.00082917,9.023e-06,,0.00051796,3.0813e-07,,1.1754e-05,3.8633e-08,,7,-0.675,Indifferent
4,3,1.458,0.34201,0.106,0.43342,0.052,0.49337,0.67684,0.34693,0.067108,0.43342,0.02853,0.49877,1.458,0.34201,0.106,0.43342,0.052,0.49337,0.67684,0.34693,0.067108,0.43342,0.02853,0.49877,0.29189,0.029484,0.10101,4.6792,2.6522,0.34019,4.6792,10.2778,0.038807,0.37002,0.00010889,0.043136,0.33956,6.1563e-05,0.00031484,1.1733e-05,2.8722e-06,0.00012982,4.3289e-07,5.0545e-07,5.4398e-06,2.3575e-08,7.7546e-08,0.00031484,1.1733e-05,2.8722e-06,0.00012982,4.3289e-07,5.0545e-07,5.4398e-06,2.3575e-08,7.7546e-08,0.0016783,5.3132e-05,9.6949e-06,0.0016439,6.4256e-06,1.8425e-06,0.00021253,3.2434e-07,5.6492e-07,3.2536e-10,1.289e-07,1.3036e-08,5.3e-11,1.129e-08,7.852e-10,9.4728e-11,1.501e-11,6.9973e-12,0.00056137,1.696e-05,2.4168e-06,0.00034231,8.6508e-07,3.1202e-07,2.3689e-05,3.2382e-08,9.8547e-08,9,-0.962,Indifferent
4,3,1.131,0.35283,0.144,0.52187,0.099,0.24177,0.58858,0.35725,0.10797,0.52727,0.039172,0.24717,0.099,0.24177,1.131,0.35283,0.144,0.52187,0.039172,0.24717,0.58858,0.35725,0.10797,0.52727,0.37297,0.045209,0.12121,3.4918,0.51185,0.37666,2.9583,8.0435,0.049138,0.33857,0.00016834,0.055449,0.35037,9.3636e-05,0.00049109,3.1801e-05,2.013e-06,0.0001798,2.0743e-06,6.4689e-07,2.0055e-06,1.121e-07,2.0604e-07,2.013e-06,0.00049109,3.1801e-05,6.4689e-07,0.0001798,2.0743e-06,2.0604e-07,2.0055e-06,1.121e-07,1.1654e-05,0.0052105,0.000221,4.9949e-06,0.0036225,6.601e-05,1.1403e-06,0.00015949,4.1986e-06,4.903e-11,2.1034e-09,6.0994e-09,4.1949e-10,1.9531e-09,4.3107e-09,1.3265e-12,1.0656e-10,1.603e-12,3.6698e-06,0.0013098,5.2802e-05,1.0231e-06,0.00057798,7.1152e-06,3.4706e-07,1.2628e-05,4.1511e-07,14,-0.705,Indifferent
4,2,1.726,0.34791,0.112,0.51695,,,0.83578,0.34791,0.084307,0.49975,,,1.726,0.34791,0.112,0.51695,,,0.83578,0.34791,0.084307,0.49975,,,0.25111,0.040295,0.16047,6.4375,0.73418,0.41773,6.4375,7.9648,0.038365,0.53759,0.00012107,0.040155,0.34644,6.3863e-05,0.00061366,2.5773e-05,,0.00027572,3.4286e-07,,5.9458e-06,2.2832e-08,,0.00061366,2.5773e-05,,0.00027572,3.4286e-07,,5.9458e-06,2.2832e-08,,0.0055761,0.00014554,,0.0038771,5.3292e-06,,0.00029153,2.7606e-07,,1.3164e-09,4.1972e-08,,8.144e-10,1.83e-09,,5.8224e-11,3.3129e-12,,0.0014781,4.2491e-05,,0.00067444,8.1461e-07,,2.8181e-05,4.3262e-08,,9,-1.005,Indifferent
4,2,1.421,0.34152,0.104,0.51695,,,0.71169,0.34103,0.079939,0.50025,,,1.421,0.34152,0.104,0.51695,,,0.71169,0.34103,0.079939,0.50025,,,0.26388,0.047666,0.18063,6.1346,0.71698,0.44898,6.1346,7.5791,0.042647,0.32973,0.00014757,0.042834,0.34103,7.4492e-05,0.00039141,2.4643e-05,,0.00024938,3.5745e-07,,2.8508e-06,4.1281e-08,,0.00039141,2.4643e-05,,0.00024938,3.5745e-07,,2.8508e-06,4.1281e-08,,0.0029448,0.0001358,,0.0029001,3.4109e-06,,0.00017336,2.8438e-07,,3.242e-08,9.5971e-09,,3.2413e-10,5.6193e-10,,4.6153e-11,2.6547e-10,,0.00076613,3.9421e-05,,0.00064885,5.4148e-07,,1.5131e-05,4.7837e-08,,10,-0.783,Indifferent
4,2,0.894,0.33366,0.086,0.49975,,,0.49446,0.33022,0.065375,0.49975,,,0.894,0.33366,0.086,0.49975,,,0.49446,0.33022,0.065375,0.49975,,,0.28796,0.05602,0.19454,6.321,0.89032,0.57271,5.9535,6.9454,0.058847,0.32334,0.00025398,0.058781,0.33464,0.00012154,0.00038674,1.5683e-05,,0.00018144,2.6891e-07,,8.9409e-07,3.7326e-08,,0.00038674,1.5683e-05,,0.00018144,2.6891e-07,,8.9409e-07,3.7326e-08,,0.0035802,9.3291e-05,,0.0030204,2.0952e-06,,6.315e-05,4.4515e-07,,1.729e-10,1.7625e-08,,5.956e-10,7.0091e-09,,1.8657e-10,3.6663e-11,,0.00095658,2.5958e-05,,0.00055227,3.3128e-07,,4.8038e-06,6.3351e-08,,16,-0.382,Indifferent
4,3,0.384,0.33808,0.049,0.48698,0.013,0.19754,0.232,0.34251,0.033496,0.48796,0.0053863,0.19263,0.013,0.19754,0.384,0.33808,0.049,0.48698,0.0053863,0.19263,0.232,0.34251,0.033496,0.48796,0.39361,0.07371,0.18727,4.4681,1.291,0.54688,4.2857,7.6217,0.085297,0.36806,0.00049428,0.088431,0.33464,0.00027474,7.9191e-05,4.5802e-06,3.0483e-08,1.4585e-05,2.3987e-07,6.1198e-08,1.8081e-07,3.8252e-08,1.6704e-08,3.0483e-08,7.9191e-05,4.5802e-06,6.1198e-08,1.4585e-05,2.3987e-07,1.6704e-08,1.8081e-07,3.8252e-08,1.1201e-07,0.00047185,1.7628e-05,1.3483e-07,0.00032378,1.6553e-06,7.5364e-08,9.0667e-06,2.8425e-07,7.66e-13,1.7413e-10,8.0647e-10,4.7473e-09,2.4584e-11,9.6782e-09,2.1737e-10,1.1961e-10,3.0096e-12,3.2818e-08,0.00013931,5.1417e-06,3.6512e-08,4.9347e-05,2.802e-07,1.5891e-08,7.5883e-07,5.5257e-08,19,-0.174,Indifferent
4,1,2.268,0.50319,,,,,1.0364,0.50762,,,,,2.268,0.50319,,,,,1.0364,0.50762,,,,,0.18771,0,0,0.02381,0.17993,0.0074956,,5.3272,0.092391,0.53514,0.00049335,0.067492,0.49828,0.00017266,0.001158,,,0.00042642,,,2.3673e-05,,,0.001158,,,0.00042642,,,2.3673e-05,,,0.016377,,,0.012262,,,0.00095567,,,9.8699e-10,,,7.0887e-10,,,3.1541e-11,,,0.003471,,,0.001651,,,0.00010437,,,10,-1.554,Indifferent
4,1,1.716,0.50074,,,,,0.86777,0.50565,,,,,1.716,0.50074,,,,,0.86777,0.50565,,,,,0.18428,0,0,,,,,5.4267,0.08605,0.52678,0.0004643,0.073967,0.48845,0.0001796,0.00056325,,,0.00053875,,,2.1354e-05,,,0.00056325,,,0.00053875,,,2.1354e-05,,,0.0094149,,,0.0093495,,,0.0011318,,,1.183e-09,,,5.2139e-10,,,3.8022e-11,,,0.0018158,,,0.0017642,,,0.00010978,,,7,-0.818,Indifferent
4,2,0.046,0.50614,0.043,0.35921,,,0.02936,0.50958,0.024847,0.35627,,,0.043,0.35921,0.046,0.50614,,,0.024847,0.35627,0.02936,0.50958,,,0.30516,0.023587,0.077295,0.54348,0.64925,0.54348,0.5814,6.5539,0.21647,0.52285,0.0023512,0.12235,0.48452,0.00094902,2.0319e-06,1.4583e-06,,2.1819e-07,2.2332e-07,,3.0999e-08,2.4634e-08,,1.4583e-06,2.0319e-06,,2.2332e-07,2.1819e-07,,2.4634e-08,3.0999e-08,,8.6712e-06,1.3287e-05,,1.9118e-06,9.3283e-07,,2.2536e-07,1.9715e-07,,8.3954e-11,1.1674e-10,,3.0956e-09,1.8479e-09,,1.3183e-10,1.0925e-10,,2.4923e-06,3.3725e-06,,3.7968e-07,2.4069e-07,,3.6373e-08,3.5859e-08,,79,0.003,Indifferent
4,3,0.585,0.53071,0.326,0.32727,0.022,0.43833,0.27342,0.5317,0.16796,0.32236,0.012812,0.43194,0.326,0.32727,0.022,0.43833,0.585,0.53071,0.16796,0.32236,0.012812,0.43194,0.27342,0.5317,0.31941,0.039803,0.12462,0.58824,0.73611,0.15385,0.27607,9.3923,0.086328,0.51794,0.00048081,0.074082,0.53022,0.00022737,4.8304e-05,3.66e-05,1.0001e-06,2.7869e-05,4.3276e-06,2.106e-07,8.0848e-07,2.6055e-07,2.9904e-08,3.66e-05,1.0001e-06,4.8304e-05,4.3276e-06,2.106e-07,2.7869e-05,2.6055e-07,2.9904e-08,8.0848e-07,0.00028151,2.0458e-06,0.00042809,7.7993e-05,4.6968e-07,0.00037903,3.8988e-06,1.6821e-07,3.5242e-05,1.6918e-08,3.8202e-08,1.7042e-10,1.8012e-09,1.0218e-08,8.5175e-10,5.4232e-10,1.1394e-10,3.8611e-12,7.0929e-05,6.1671e-07,0.00011068,1.1952e-05,1.0207e-07,7.226e-05,6.745e-07,3.0393e-08,3.7208e-06,13,-0.432,Indifferent
4,2,0.085,0.50762,0.027,0.3199,,,0.067414,0.51155,0.014602,0.32531,,,0.027,0.3199,0.085,0.50762,,,0.014602,0.32531,0.067414,0.51155,,,0.30762,0.012776,0.041534,0.31765,0.35185,0.31765,1,6.5016,0.34287,0.52776,0.0047909,0.17508,0.486,0.0014166,7.1614e-06,5.9507e-07,,1.0282e-06,5.2203e-08,,4.9485e-08,2.5893e-08,,5.9507e-07,7.1614e-06,,5.2203e-08,1.0282e-06,,2.5893e-08,4.9485e-08,,2.3924e-06,5.8139e-05,,1.8401e-07,1.5143e-05,,1.3367e-07,1.8765e-06,,9.1154e-10,3.311e-10,,2.8774e-10,1.234e-09,,1.3338e-11,2.1853e-11,,7.9673e-07,1.3137e-05,,4.0785e-08,2.9662e-06,,3.0054e-08,1.3557e-07,,44,0.001,Indifferent
