Var1,Var2,Var3
rov trace:,NaN,NaN
,0.075,0.112
,0.078,0.112
,0.081,0.111
,0.083,0.109
,0.084,0.107
,0.085,0.105
,0.085,0.103
,0.085,0.101
,0.084,0.098
,0.083,0.095
,0.082,0.093
,0.08,0.09
,0.078,0.088
,0.076,0.085
,0.074,0.083
,0.072,0.08
,0.07,0.078
,0.067,0.077
,0.065,0.075
,0.063,0.074
,0.061,0.073
,0.059,0.072
,0.057,0.071
,0.055,0.071
,0.054,0.071
,0.052,0.072
,0.051,0.072
,0.051,0.073
,0.05,0.074
,0.05,0.076
,0.049,0.077
,0.05,0.079
,0.05,0.08
,0.05,0.082
,0.051,0.084
,0.052,0.086
,0.053,0.088
,0.054,0.09
,0.055,0.092
,0.056,0.093
,0.058,0.095
,0.059,0.096
,0.061,0.098
,0.062,0.099
,0.063,0.1
,0.065,0.101
,0.066,0.101
,0.067,0.102
,0.068,0.102
,0.069,0.102
,0.07,0.101
,0.071,0.101
,0.071,0.1
,0.072,0.099
,0.072,0.098
,0.072,0.097
,0.072,0.095
,0.072,0.094
,0.072,0.092
,0.071,0.091
,0.071,0.089
,0.07,0.087
,0.069,0.086
,0.068,0.084
,0.067,0.082
,0.066,0.081
,0.065,0.079
,0.064,0.078
,0.063,0.077
,0.062,0.076
,0.061,0.075
,0.059,0.074
,0.058,0.073
,0.057,0.073
,0.056,0.073
,0.056,0.073
,0.055,0.073
,0.054,0.073
,0.054,0.074
,0.053,0.074
,0.053,0.075
,0.052,0.076
,0.052,0.076
,0.052,0.077
,0.052,0.078
,0.053,0.079
,0.053,0.08
,0.053,0.081
,0.054,0.082
,0.055,0.083
,0.055,0.084
,0.056,0.084
,0.057,0.085
,0.057,0.085
,0.058,0.086
,0.059,0.086
,0.06,0.086
,0.061,0.086
,0.061,0.086
,0.062,0.086
,0.063,0.085
,0.063,0.085
,0.064,0.084
,0.064,0.083
,0.064,0.083
,0.065,0.082
,0.065,0.081
,0.065,0.08
,0.065,0.078
,0.065,0.077
,0.065,0.076
,0.064,0.075
,0.064,0.074
,0.064,0.073
,0.063,0.072
,0.063,0.071
,0.062,0.07
,0.062,0.069
,0.061,0.068
,0.061,0.067
,0.06,0.066
,0.06,0.065
,0.059,0.065
,0.059,0.064
,0.058,0.064
,0.058,0.064
,0.057,0.064
,0.057,0.063
,0.057,0.063
,0.056,0.063
,0.056,0.064
,0.056,0.064
,0.056,0.064
,0.056,0.064
,0.056,0.065
,0.056,0.065
,0.056,0.065
,0.057,0.066
,0.057,0.066
,0.057,0.067
,0.058,0.067
,0.058,0.067
,0.058,0.068
,0.059,0.068
,0.059,0.069
,0.059,0.069
,0.06,0.069
,0.06,0.07
,0.06,0.07
,0.061,0.07
,0.061,0.07
,0.061,0.071
,0.061,0.071
,0.061,0.071
,0.062,0.071
,0.062,0.071
,0.062,0.07
,0.061,0.07
,0.061,0.07
,0.061,0.07
,0.061,0.07
,0.061,0.069
,0.06,0.069
,0.06,0.068
,0.06,0.068
,0.059,0.067
,0.059,0.067
,0.058,0.066
,0.058,0.066
,0.057,0.065
,0.057,0.065
,0.056,0.064
,0.056,0.063
,0.055,0.063
,0.055,0.062
,0.055,0.061
,0.054,0.061
,0.054,0.06
,0.054,0.059
,0.053,0.059
,0.053,0.058
,0.053,0.058
,0.053,0.058
,0.053,0.057
,0.053,0.057
,0.053,0.057
,0.053,0.057
,0.054,0.056
,0.054,0.056
,0.054,0.056
,0.055,0.057
,0.055,0.057
,0.055,0.057
,0.056,0.057
,0.056,0.058
,0.057,0.058
,0.057,0.059
,0.058,0.059
,0.058,0.06
,0.059,0.061
,0.059,0.061
,0.059,0.062
,0.06,0.063
,0.06,0.064
,0.06,0.064
,0.06,0.065
,0.061,0.066
,0.061,0.067
,0.061,0.067
,0.061,0.068
,0.061,0.069
,0.06,0.07
,0.06,0.07
,0.06,0.071
,0.06,0.071
,0.06,0.072
,0.059,0.072
,0.059,0.072
,0.059,0.072
,0.058,0.073
,0.058,0.073
,0.057,0.073
,0.057,0.073
,0.057,0.073
,0.056,0.073
,0.056,0.072
,0.056,0.072
,0.055,0.072
,0.055,0.072
,0.055,0.072
,0.055,0.072
,0.055,0.071
,0.054,0.071
,0.054,0.071
,0.054,0.071
,0.054,0.071
,0.054,0.071
,0.054,0.071
,0.055,0.071
,0.055,0.071
,0.055,0.071
,0.055,0.072
,0.056,0.072
,0.056,0.072
,0.057,0.073
,0.057,0.073
,0.058,0.073
,0.058,0.074
,0.059,0.074
,0.06,0.075
,0.06,0.076
,0.061,0.076
,0.062,0.077
,0.063,0.077
,0.063,0.078
,0.064,0.079
,0.065,0.079
,0.066,0.08
,0.067,0.081
,0.068,0.081
,0.069,0.082
,0.07,0.083
,0.07,0.083
,0.071,0.084
,0.072,0.084
,0.073,0.085
,0.074,0.085
,0.074,0.086
,0.075,0.086
,0.076,0.087
,0.077,0.087
,0.077,0.088
,0.078,0.088
,0.079,0.089
,0.079,0.089
,0.08,0.089
,0.08,0.09
,0.081,0.09
,0.081,0.09
,0.081,0.091
,0.082,0.091
,0.082,0.091
,0.083,0.092
,0.083,0.092
,0.083,0.092
,0.084,0.093
,0.084,0.093
,0.084,0.094
,0.084,0.094
,0.085,0.095
,0.085,0.095
,0.085,0.096
,0.086,0.096
,0.086,0.097
,0.086,0.098
,0.087,0.098
,0.087,0.099
,0.088,0.1
,0.088,0.101
,0.089,0.102
,0.089,0.103
,0.09,0.104
,0.09,0.106
,0.091,0.107
,0.091,0.108
,0.092,0.11
,0.092,0.111
,0.093,0.113
,0.094,0.114
,0.094,0.116
,0.095,0.118
,0.095,0.119
,0.096,0.121
,0.096,0.123
,0.097,0.124
,0.098,0.126
,0.098,0.128
,0.099,0.13
,0.099,0.131
,0.1,0.133
,0.1,0.135
,0.1,0.136
,0.101,0.138
,0.101,0.139
,0.102,0.141
,0.102,0.142
,0.102,0.143
,0.103,0.144
,0.103,0.145
,0.103,0.146
,0.103,0.147
,0.103,0.148
,0.104,0.149
,0.104,0.149
,0.104,0.15
,0.104,0.15
,0.104,0.151
,0.105,0.151
,0.105,0.151
,0.105,0.151
,0.105,0.151
,0.105,0.151
,0.105,0.151
,0.106,0.151
,0.106,0.151
,0.106,0.151
,0.106,0.151
,0.107,0.151
,0.107,0.15
,0.107,0.15
,0.107,0.15
,0.108,0.15
,0.108,0.15
,0.108,0.15
,0.109,0.149
,0.109,0.149
,0.11,0.149
,0.11,0.149
,0.11,0.149
,0.111,0.149
,0.111,0.149
,0.112,0.149
,0.112,0.149
,0.112,0.15
,0.113,0.15
,0.113,0.15
,0.113,0.15
,0.114,0.15
,0.114,0.151
,0.114,0.151
,0.114,0.151
,0.114,0.151
,0.114,0.152
,0.114,0.152
,0.114,0.152
,0.114,0.152
,0.114,0.153
,0.114,0.153
,0.114,0.153
,0.114,0.153
,0.113,0.153
,0.113,0.154
,0.113,0.154
,0.112,0.154
,0.112,0.154
,0.111,0.154
,0.111,0.154
,0.11,0.154
,0.109,0.153
,0.109,0.153
,0.108,0.153
,0.108,0.153
,0.107,0.152
,0.107,0.152
,0.106,0.151
,0.106,0.151
,0.105,0.15
,0.105,0.149
,0.105,0.149
,0.104,0.148
,0.104,0.147
,0.104,0.146
,0.104,0.145
,0.104,0.144
,0.104,0.143
,0.104,0.142
,0.103,0.141
,0.103,0.139
,0.104,0.138
,0.104,0.137
,0.104,0.136
,0.104,0.134
,0.104,0.133
,0.104,0.132
,0.104,0.13
,0.104,0.129
,0.104,0.127
,0.104,0.126
,0.104,0.125
,0.104,0.123
,0.104,0.122
,0.103,0.121
,0.103,0.12
,0.103,0.118
,0.102,0.117
,0.102,0.116
,0.102,0.115
,0.101,0.114
,0.101,0.113
,0.1,0.112
,0.099,0.111
,0.099,0.11
,0.098,0.109
,0.097,0.108
,0.097,0.107
,0.096,0.106
,0.095,0.106
,0.094,0.105
,0.094,0.104
,0.093,0.104
,0.092,0.103
,0.091,0.102
,0.09,0.101
,0.09,0.101
,0.089,0.1
,0.088,0.099
spare2 trace:,NaN,NaN
,0.012,0.017
,0.012,0.017
,0.012,0.017
,0.012,0.018
,0.012,0.018
,0.012,0.018
,0.012,0.019
,0.012,0.019
,0.012,0.019
,0.012,0.02
,0.012,0.02
,0.013,0.02
,0.013,0.02
,0.013,0.021
,0.014,0.021
,0.014,0.021
,0.014,0.021
,0.015,0.022
,0.015,0.022
,0.016,0.022
,0.016,0.022
,0.017,0.022
,0.017,0.022
,0.018,0.022
,0.018,0.022
,0.019,0.022
,0.02,0.022
,0.02,0.022
,0.021,0.022
,0.021,0.022
,0.022,0.022
,0.022,0.022
,0.023,0.022
,0.023,0.022
,0.023,0.022
,0.024,0.022
,0.024,0.022
,0.024,0.022
,0.025,0.022
,0.025,0.022
,0.025,0.022
,0.025,0.022
,0.026,0.022
,0.026,0.023
,0.026,0.023
,0.026,0.023
,0.026,0.023
,0.026,0.023
,0.026,0.024
,0.026,0.024
,0.026,0.024
,0.026,0.025
,0.026,0.025
,0.026,0.025
,0.026,0.026
,0.026,0.026
,0.025,0.026
,0.025,0.026
,0.025,0.026
,0.025,0.027
,0.025,0.027
,0.024,0.027
,0.024,0.027
,0.024,0.027
,0.024,0.027
,0.023,0.027
,0.023,0.027
,0.023,0.026
,0.023,0.026
,0.022,0.026
,0.022,0.026
,0.022,0.025
,0.022,0.025
,0.021,0.025
,0.021,0.024
,0.021,0.024
,0.021,0.023
,0.021,0.023
,0.02,0.022
,0.02,0.022
,0.02,0.021
,0.02,0.021
,0.02,0.021
,0.02,0.02
,0.02,0.02
,0.02,0.019
,0.02,0.019
,0.02,0.019
,0.02,0.018
,0.02,0.018
,0.02,0.018
,0.02,0.017
,0.02,0.017
,0.02,0.017
,0.02,0.017
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.016
,0.02,0.017
,0.02,0.017
,0.02,0.017
,0.02,0.017
,0.02,0.017
,0.02,0.018
,0.02,0.018
,0.02,0.018
,0.02,0.018
,0.02,0.018
,0.019,0.019
,0.019,0.019
,0.019,0.019
,0.019,0.019
,0.019,0.019
,0.019,0.019
,0.019,0.019
,0.018,0.019
,0.018,0.02
,0.018,0.02
,0.018,0.02
,0.018,0.02
,0.018,0.019
,0.017,0.019
,0.017,0.019
,0.017,0.019
,0.017,0.019
,0.017,0.019
,0.017,0.019
,0.017,0.018
,0.017,0.018
,0.017,0.018
,0.017,0.018
,0.017,0.018
,0.017,0.017
,0.017,0.017
,0.017,0.017
,0.017,0.017
,0.017,0.016
,0.017,0.016
,0.017,0.016
,0.017,0.016
,0.017,0.016
,0.017,0.015
,0.017,0.015
,0.017,0.015
,0.017,0.015
,0.017,0.015
,0.017,0.015
,0.017,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.018,0.015
,0.017,0.015
,0.017,0.015
,0.017,0.014
,0.017,0.014
,0.017,0.014
,0.017,0.014
,0.016,0.014
,0.016,0.014
,0.016,0.014
,0.016,0.014
,0.016,0.013
,0.016,0.013
,0.015,0.013
,0.015,0.013
,0.015,0.013
,0.015,0.013
,0.015,0.013
,0.014,0.012
,0.014,0.012
,0.014,0.012
,0.014,0.012
,0.014,0.012
,0.014,0.012
,0.013,0.012
,0.013,0.012
,0.013,0.012
,0.013,0.011
,0.013,0.011
,0.013,0.011
,0.013,0.011
,0.013,0.011
,0.013,0.011
,0.013,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.011,0.011
,0.011,0.011
,0.011,0.011
,0.011,0.011
,0.011,0.011
,0.011,0.011
,0.011,0.011
,0.011,0.011
,0.011,0.01
,0.011,0.01
,0.011,0.01
,0.011,0.01
,0.011,0.01
,0.012,0.009
,0.012,0.009
,0.012,0.009
,0.012,0.009
,0.012,0.009
,0.013,0.008
,0.013,0.008
,0.013,0.008
,0.014,0.008
,0.014,0.008
,0.014,0.008
,0.015,0.008
,0.015,0.007
,0.016,0.007
,0.016,0.007
,0.017,0.007
,0.017,0.007
,0.017,0.007
,0.018,0.007
,0.018,0.007
,0.019,0.007
,0.019,0.008
,0.02,0.008
,0.02,0.008
,0.02,0.008
,0.02,0.008
,0.021,0.008
,0.021,0.009
,0.021,0.009
,0.021,0.009
,0.021,0.009
,0.021,0.01
,0.021,0.01
,0.021,0.01
,0.02,0.01
,0.02,0.01
,0.02,0.011
,0.019,0.011
,0.019,0.011
,0.018,0.011
,0.018,0.011
,0.017,0.011
,0.017,0.012
,0.016,0.012
,0.015,0.012
,0.015,0.012
,0.014,0.012
,0.013,0.012
,0.013,0.012
,0.012,0.012
,0.011,0.012
,0.011,0.012
,0.01,0.012
,0.01,0.012
,0.009,0.012
,0.009,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.007,0.012
,0.007,0.012
,0.007,0.012
,0.007,0.012
,0.007,0.013
,0.007,0.013
,0.007,0.013
,0.007,0.013
,0.007,0.013
,0.007,0.013
,0.007,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.009,0.013
,0.009,0.013
,0.009,0.013
,0.009,0.013
,0.01,0.013
,0.01,0.013
,0.01,0.013
,0.01,0.013
,0.011,0.012
,0.011,0.012
,0.011,0.012
,0.011,0.012
,0.012,0.011
,0.012,0.011
,0.012,0.011
,0.012,0.01
,0.012,0.01
,0.012,0.009
,0.012,0.009
,0.013,0.008
,0.013,0.008
,0.013,0.008
,0.013,0.007
,0.013,0.007
,0.013,0.006
,0.013,0.006
,0.013,0.005
,0.013,0.005
,0.013,0.005
,0.013,0.004
,0.013,0.004
,0.013,0.004
,0.013,0.004
,0.013,0.004
,0.013,0.003
,0.013,0.003
,0.013,0.003
,0.012,0.003
,0.012,0.003
,0.012,0.003
,0.012,0.003
,0.012,0.003
,0.011,0.002
,0.011,0.002
,0.011,0.002
,0.01,0.002
,0.01,0.002
,0.01,0.002
,0.009,0.002
,0.009,0.002
,0.009,0.001
,0.008,0.001
,0.008,0.001
,0.008,0.001
,0.008,0.001
,0.007,0
,0.007,0
,0.007,0
,0.006,-0.001
,0.006,-0.001
,0.006,-0.001
,0.006,-0.001
,0.006,-0.002
,0.005,-0.002
,0.005,-0.002
,0.005,-0.002
,0.005,-0.003
,0.005,-0.003
,0.005,-0.003
,0.005,-0.003
,0.005,-0.003
,0.005,-0.004
,0.005,-0.004
,0.005,-0.004
,0.005,-0.004
,0.006,-0.004
,0.006,-0.004
,0.006,-0.004
,0.006,-0.003
,0.006,-0.003
,0.007,-0.003
,0.007,-0.003
,0.007,-0.003
,0.007,-0.002
,0.008,-0.002
,0.008,-0.002
,0.008,-0.002
,0.008,-0.001
,0.008,-0.001
,0.009,-0.001
,0.009,0
,0.009,0
,0.009,0.001
,0.009,0.001
,0.009,0.002
,0.009,0.002
,0.009,0.002
,0.009,0.003
,0.009,0.003
,0.009,0.004
,0.009,0.004
,0.009,0.004
,0.009,0.005
,0.009,0.005
,0.009,0.005
,0.008,0.005
,0.008,0.006
,0.008,0.006
,0.008,0.006
,0.007,0.006
,0.007,0.006
,0.007,0.006
,0.006,0.006
,0.006,0.005
,0.006,0.005
,0.006,0.005
,0.005,0.004
,0.005,0.004
,0.005,0.004
,0.004,0.003
,0.004,0.003
,0.004,0.002
,0.004,0.001
,0.003,0.001
,0.003,0
,0.003,0
,0.003,-0.001
,0.003,-0.001
,0.003,-0.002
,0.002,-0.003
,0.002,-0.003
,0.002,-0.003
,0.002,-0.004
,0.002,-0.004
,0.002,-0.004
,0.002,-0.005
,0.002,-0.005
,0.002,-0.005
,0.002,-0.005
,0.002,-0.005
,0.002,-0.005
,0.002,-0.005
,0.002,-0.005
,0.003,-0.004
,0.003,-0.004
,0.003,-0.004
,0.003,-0.003
,0.003,-0.003
,0.003,-0.002
,0.003,-0.002
,0.003,-0.001
,0.003,-0.001
,0.003,0
,0.003,0
,0.003,0.001
,0.003,0.001
,0.003,0.001
,0.003,0.002
,0.003,0.002
,0.003,0.003
,0.003,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.004
,0.002,0.004
,0.002,0.004
,0.002,0.004
,0.002,0.004
,0.002,0.004
,0.002,0.004
,0.002,0.004
,0.002,0.004
,0.001,0.004
,0.001,0.004
,0.001,0.004
,0.001,0.004
,0.001,0.004
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0,0.003
,0,0.003
,0,0.003
,0,0.003
,0,0.003
,0,0.003
,0,0.002
,0,0.002
,0,0.002
,0,0.002
,0,0.002
,0,0.002
,0.001,0.002
,0.001,0.002
,0.001,0.002
,0.001,0.002
,0.002,0.002
,0.002,0.002
,0.002,0.002
,0.002,0.002
,0.003,0.002
,0.003,0.002
,0.003,0.002
,0.004,0.002
,0.004,0.002
,0.004,0.002
,0.005,0.002
,0.005,0.003
,0.005,0.003
,0.005,0.003
,0.006,0.003
,0.006,0.003
,0.006,0.003
,0.006,0.004
,0.006,0.004
,0.006,0.004
,0.006,0.004
,0.007,0.004
,0.007,0.004
,0.007,0.004
,0.007,0.004
,0.007,0.004
,0.006,0.004
,0.006,0.004
,0.006,0.003
,0.006,0.003
,0.006,0.003
,0.006,0.003
,0.006,0.002
,0.006,0.002
,0.005,0.001
,0.005,0.001
,0.005,0
,0.005,0
,0.004,-0.001
,0.004,-0.001
,0.004,-0.002
,0.004,-0.002
,0.004,-0.003
,0.003,-0.003
,0.003,-0.004
,0.003,-0.004
,0.003,-0.005
,0.002,-0.005
,0.002,-0.006
,0.002,-0.006
,0.002,-0.006
,0.001,-0.007
,0.001,-0.007
,0.001,-0.007
,0,-0.007
,0,-0.008
,0,-0.008
,0,-0.008
,-0.001,-0.008
,-0.001,-0.008
,-0.001,-0.008
,-0.002,-0.008
,-0.002,-0.008
,-0.002,-0.007
,-0.002,-0.007
,-0.003,-0.007
,-0.003,-0.007
,-0.003,-0.007
,-0.004,-0.007
,-0.004,-0.006
,-0.004,-0.006
,-0.004,-0.006
,-0.004,-0.006
,-0.004,-0.005
,-0.004,-0.005
,-0.004,-0.005
,-0.004,-0.005
,-0.004,-0.004
,-0.004,-0.004
,-0.004,-0.004
,-0.004,-0.004
,-0.004,-0.004
,-0.004,-0.003
,-0.004,-0.003
,-0.004,-0.003
,-0.004,-0.003
,-0.003,-0.003
,-0.003,-0.003
,-0.003,-0.002
,-0.003,-0.002
,-0.003,-0.002
,-0.002,-0.002
,-0.002,-0.002
,-0.002,-0.002
,-0.002,-0.002
,-0.001,-0.002
,-0.001,-0.002
,-0.001,-0.002
,-0.001,-0.002
,-0.001,-0.002
,0,-0.002
,0,-0.002
,0,-0.002
,0,-0.002
,0,-0.002
,0.001,-0.002
,0.001,-0.002
,0.001,-0.002
,0.001,-0.002
,0.001,-0.002
,0.001,-0.002
,0.001,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.002,-0.002
,0.001,-0.001
,0.001,-0.001
,0.001,-0.001
,0.001,-0.001
,0,-0.001
,0,-0.001
,0,0
,0,0
,-0.001,0
,-0.001,0
,-0.001,0
,-0.002,0
,-0.002,0.001
,-0.003,0.001
,-0.003,0.001
,-0.003,0.001
,-0.004,0.001
,-0.004,0.001
,-0.004,0.001
,-0.005,0.001
,-0.005,0.001
,-0.005,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.006,0.001
,-0.005,0.001
,-0.005,0.001
,-0.005,0.001
,-0.005,0.001
,-0.004,0
,-0.004,0
,-0.004,0
,-0.004,0
,-0.003,0
,-0.003,0
,-0.003,-0.001
,-0.003,-0.001
,-0.003,-0.001
,-0.002,-0.001
,-0.002,-0.002
,-0.002,-0.002
,-0.002,-0.002
,-0.002,-0.002
,-0.002,-0.003
,-0.002,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.004
,-0.001,-0.004
,-0.001,-0.004
,-0.001,-0.004
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.003
,-0.001,-0.002
,-0.001,-0.002
,-0.001,-0.002
,-0.001,-0.002
,-0.001,-0.002
,-0.001,-0.001
,-0.001,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.001
,0,-0.002
,0,-0.002
,0,-0.002
,0,-0.002
,0,-0.003
,0,-0.003
,-0.001,-0.003
,-0.001,-0.004
,-0.001,-0.004
,-0.001,-0.004
,-0.002,-0.004
,-0.002,-0.005
,-0.003,-0.005
,-0.003,-0.005
,-0.003,-0.006
,-0.004,-0.006
,-0.004,-0.006
,-0.005,-0.006
,-0.005,-0.006
,-0.006,-0.007
,-0.006,-0.007
,-0.007,-0.007
,-0.007,-0.007
,-0.007,-0.007
,-0.008,-0.007
,-0.008,-0.007
,-0.009,-0.007
,-0.009,-0.007
,-0.009,-0.007
,-0.01,-0.007
,-0.01,-0.007
,-0.01,-0.006
,-0.01,-0.006
,-0.01,-0.006
,-0.01,-0.006
,-0.01,-0.006
,-0.01,-0.006
,-0.01,-0.005
,-0.01,-0.005
,-0.01,-0.005
,-0.01,-0.005
,-0.01,-0.004
,-0.009,-0.004
,-0.009,-0.004
,-0.009,-0.003
,-0.008,-0.003
,-0.008,-0.003
,-0.007,-0.002
,-0.006,-0.002
,-0.006,-0.001
,-0.005,-0.001
,-0.005,0
,-0.004,0
,-0.003,0.001
,-0.002,0.001
,-0.002,0.002
,-0.001,0.003
,0,0.003
,0.001,0.004
,0.002,0.005
,0.002,0.006
,0.003,0.006
,0.004,0.007
,0.005,0.008
,0.006,0.009
,0.006,0.01
,0.007,0.011
,0.008,0.012
,0.008,0.012
,0.009,0.013
,0.01,0.014
,0.01,0.015
,0.011,0.016
,0.011,0.016
,0.012,0.017
,0.012,0.018
,0.012,0.018
,0.013,0.019
,0.013,0.019
,0.013,0.02
,0.014,0.02
,0.014,0.02
,0.014,0.021
,0.014,0.021
,0.014,0.021
,0.014,0.021
,0.014,0.021
,0.014,0.021
,0.014,0.02
,0.014,0.02
,0.014,0.02
,0.014,0.02
,0.014,0.019
,0.014,0.019
,0.014,0.018
,0.014,0.018
,0.014,0.017
,0.014,0.016
,0.013,0.016
,0.013,0.015
,0.013,0.014
,0.013,0.014
,0.013,0.013
,0.012,0.012
,0.012,0.012
,0.012,0.011
,0.011,0.01
,0.011,0.01
,0.01,0.009
,0.01,0.008
,0.009,0.008
,0.009,0.007
,0.008,0.007
,0.008,0.006
,0.007,0.006
,0.006,0.005
,0.006,0.005
,0.005,0.004
,0.004,0.004
,0.004,0.004
,0.003,0.003
,0.002,0.003
,0.001,0.002
,0.001,0.002
,0,0.001
,-0.001,0.001
,-0.002,0
,-0.002,0
,-0.003,-0.001
,-0.004,-0.002
,-0.005,-0.002
,-0.005,-0.003
,-0.006,-0.003
,-0.006,-0.004
,-0.007,-0.005
,-0.007,-0.005
,-0.008,-0.006
,-0.008,-0.007
,-0.008,-0.008
,-0.009,-0.008
,-0.009,-0.009
,-0.009,-0.01
,-0.009,-0.01
,-0.01,-0.011
,-0.01,-0.012
,-0.01,-0.013
,-0.01,-0.013
,-0.01,-0.014
,-0.01,-0.015
,-0.01,-0.015
,-0.01,-0.016
,-0.011,-0.017
,-0.011,-0.017
,-0.011,-0.018
,-0.012,-0.019
,-0.012,-0.019
,-0.012,-0.02
,-0.013,-0.021
,-0.014,-0.022
,-0.014,-0.022
,-0.015,-0.023
,-0.016,-0.024
,-0.017,-0.025
,-0.018,-0.026
,-0.02,-0.026
,-0.021,-0.027
,-0.022,-0.028
,-0.023,-0.029
,-0.025,-0.03
,-0.026,-0.031
,-0.028,-0.031
,-0.029,-0.032
,-0.031,-0.033
,-0.032,-0.033
,-0.034,-0.034
,-0.035,-0.035
,-0.037,-0.035
,-0.038,-0.036
,-0.039,-0.036
,-0.04,-0.036
,-0.041,-0.037
,-0.042,-0.037
,-0.043,-0.037
,-0.044,-0.037
,-0.045,-0.037
,-0.045,-0.037
,-0.045,-0.037
,-0.046,-0.037
,-0.046,-0.036
,-0.046,-0.036
,-0.046,-0.035
,-0.046,-0.035
,-0.045,-0.034
,-0.045,-0.034
,-0.044,-0.033
,-0.044,-0.033
,-0.043,-0.032
,-0.042,-0.031
,-0.041,-0.031
,-0.04,-0.03
,-0.04,-0.029
,-0.039,-0.029
,-0.038,-0.028
,-0.037,-0.028
,-0.036,-0.027
,-0.035,-0.027
,-0.034,-0.027
,-0.034,-0.026
,-0.033,-0.026
,-0.032,-0.026
,-0.032,-0.026
,-0.031,-0.026
,-0.031,-0.026
,-0.031,-0.026
,-0.031,-0.026
,-0.031,-0.026
,-0.031,-0.027
,-0.031,-0.027
,-0.031,-0.028
,-0.032,-0.028
,-0.032,-0.029
,-0.033,-0.03
,-0.034,-0.031
,-0.035,-0.031
,-0.036,-0.032
,-0.037,-0.033
,-0.038,-0.034
,-0.039,-0.036
,-0.041,-0.037
,-0.042,-0.038
,-0.044,-0.039
,-0.045,-0.041
,-0.047,-0.042
,-0.049,-0.043
,-0.05,-0.045
,-0.052,-0.046
,-0.054,-0.047
,-0.056,-0.049
,-0.057,-0.05
,-0.059,-0.051
,-0.061,-0.053
,-0.062,-0.054
,-0.064,-0.055
,-0.065,-0.057
,-0.067,-0.058
,-0.068,-0.059
,-0.069,-0.06
,-0.07,-0.061
,-0.071,-0.062
,-0.072,-0.063
,-0.073,-0.064
,-0.074,-0.065
,-0.074,-0.065
,-0.074,-0.066
,-0.075,-0.066
,-0.075,-0.067
,-0.075,-0.067
,-0.074,-0.067
,-0.074,-0.067
,-0.074,-0.067
,-0.073,-0.067
,-0.072,-0.066
,-0.071,-0.066
,-0.07,-0.065
,-0.069,-0.065
,-0.068,-0.064
,-0.067,-0.063
,-0.065,-0.062
,-0.064,-0.061
,-0.062,-0.06
,-0.061,-0.059
,-0.059,-0.058
,-0.057,-0.057
,-0.056,-0.055
,-0.054,-0.054
,-0.052,-0.053
,-0.05,-0.051
,-0.048,-0.05
,-0.046,-0.048
,-0.045,-0.047
,-0.043,-0.046
,-0.041,-0.044
