Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,-0.023,0.048,-0.014,-0.06,-0.023,-0.029,-0.114,0.122,0.051,-0.025,0.048,0.048,0.046,0.046,0.051,-0.032
,-0.025,0.048,-0.015,-0.059,-0.025,-0.028,-0.109,0.124,0.05,-0.024,0.048,0.048,0.049,0.049,0.05,-0.033
,-0.027,0.048,-0.016,-0.059,-0.027,-0.027,-0.104,0.126,0.05,-0.023,0.048,0.048,0.052,0.052,0.05,-0.034
,-0.028,0.048,-0.017,-0.059,-0.028,-0.026,-0.099,0.127,0.049,-0.022,0.048,0.048,0.054,0.054,0.049,-0.035
,-0.029,0.048,-0.018,-0.059,-0.029,-0.025,-0.094,0.128,0.049,-0.021,0.048,0.048,0.056,0.056,0.049,-0.036
,-0.03,0.048,-0.019,-0.059,-0.03,-0.024,-0.09,0.129,0.048,-0.019,0.048,0.048,0.058,0.058,0.048,-0.037
,-0.031,0.048,-0.02,-0.059,-0.031,-0.023,-0.086,0.13,0.047,-0.018,0.048,0.048,0.059,0.059,0.047,-0.037
,-0.032,0.048,-0.021,-0.059,-0.032,-0.023,-0.082,0.131,0.046,-0.017,0.048,0.048,0.061,0.061,0.046,-0.038
,-0.032,0.048,-0.022,-0.059,-0.032,-0.023,-0.079,0.132,0.045,-0.016,0.048,0.048,0.062,0.062,0.045,-0.039
,-0.032,0.048,-0.023,-0.059,-0.032,-0.022,-0.077,0.133,0.045,-0.014,0.048,0.048,0.063,0.063,0.045,-0.039
,-0.032,0.048,-0.024,-0.06,-0.032,-0.022,-0.075,0.133,0.044,-0.013,0.048,0.048,0.064,0.064,0.044,-0.04
,-0.032,0.048,-0.025,-0.06,-0.032,-0.022,-0.074,0.133,0.043,-0.012,0.048,0.048,0.064,0.064,0.043,-0.04
,-0.032,0.047,-0.026,-0.061,-0.032,-0.022,-0.073,0.134,0.042,-0.011,0.047,0.047,0.065,0.065,0.042,-0.04
,-0.031,0.047,-0.027,-0.061,-0.031,-0.022,-0.072,0.134,0.041,-0.01,0.047,0.047,0.065,0.065,0.041,-0.04
,-0.03,0.047,-0.028,-0.062,-0.03,-0.023,-0.072,0.133,0.04,-0.009,0.047,0.047,0.065,0.065,0.04,-0.041
,-0.029,0.046,-0.029,-0.063,-0.029,-0.023,-0.073,0.133,0.038,-0.008,0.046,0.046,0.066,0.066,0.038,-0.041
,-0.028,0.045,-0.03,-0.064,-0.028,-0.024,-0.073,0.133,0.037,-0.007,0.045,0.045,0.066,0.066,0.037,-0.041
,-0.027,0.045,-0.031,-0.064,-0.027,-0.025,-0.075,0.132,0.036,-0.006,0.045,0.045,0.066,0.066,0.036,-0.041
,-0.026,0.044,-0.032,-0.065,-0.026,-0.025,-0.076,0.131,0.035,-0.005,0.044,0.044,0.066,0.066,0.035,-0.041
,-0.025,0.043,-0.033,-0.066,-0.025,-0.026,-0.077,0.131,0.034,-0.004,0.043,0.043,0.066,0.066,0.034,-0.04
,-0.024,0.041,-0.034,-0.067,-0.024,-0.028,-0.079,0.13,0.033,-0.003,0.041,0.041,0.066,0.066,0.033,-0.04
,-0.023,0.04,-0.035,-0.068,-0.023,-0.029,-0.081,0.129,0.032,-0.002,0.04,0.04,0.066,0.066,0.032,-0.04
,-0.021,0.039,-0.036,-0.07,-0.021,-0.03,-0.083,0.128,0.031,-0.001,0.039,0.039,0.066,0.066,0.031,-0.04
,-0.02,0.037,-0.037,-0.071,-0.02,-0.032,-0.085,0.126,0.03,0,0.037,0.037,0.066,0.066,0.03,-0.039
,-0.019,0.035,-0.038,-0.072,-0.019,-0.033,-0.087,0.125,0.028,0,0.035,0.035,0.066,0.066,0.028,-0.039
,-0.018,0.033,-0.039,-0.073,-0.018,-0.035,-0.089,0.123,0.027,0.001,0.033,0.033,0.066,0.066,0.027,-0.038
,-0.017,0.031,-0.039,-0.074,-0.017,-0.037,-0.091,0.122,0.026,0.002,0.031,0.031,0.065,0.065,0.026,-0.038
,-0.016,0.029,-0.04,-0.075,-0.016,-0.038,-0.092,0.12,0.025,0.003,0.029,0.029,0.065,0.065,0.025,-0.038
,-0.015,0.027,-0.041,-0.076,-0.015,-0.04,-0.094,0.118,0.024,0.004,0.027,0.027,0.065,0.065,0.024,-0.038
,-0.015,0.025,-0.042,-0.077,-0.015,-0.042,-0.096,0.116,0.024,0.004,0.025,0.025,0.065,0.065,0.024,-0.037
,-0.014,0.023,-0.043,-0.077,-0.014,-0.044,-0.098,0.114,0.023,0.005,0.023,0.023,0.064,0.064,0.023,-0.037
,-0.013,0.021,-0.043,-0.078,-0.013,-0.045,-0.099,0.112,0.022,0.006,0.021,0.021,0.064,0.064,0.022,-0.037
,-0.013,0.019,-0.044,-0.079,-0.013,-0.047,-0.101,0.11,0.022,0.006,0.019,0.019,0.064,0.064,0.022,-0.037
,-0.012,0.017,-0.045,-0.08,-0.012,-0.049,-0.102,0.108,0.021,0.006,0.017,0.017,0.063,0.063,0.021,-0.037
,-0.012,0.015,-0.045,-0.08,-0.012,-0.05,-0.104,0.105,0.021,0.007,0.015,0.015,0.063,0.063,0.021,-0.038
,-0.011,0.013,-0.045,-0.081,-0.011,-0.051,-0.105,0.103,0.02,0.007,0.013,0.013,0.062,0.062,0.02,-0.038
,-0.011,0.011,-0.046,-0.081,-0.011,-0.053,-0.107,0.101,0.02,0.007,0.011,0.011,0.062,0.062,0.02,-0.038
,-0.01,0.009,-0.046,-0.082,-0.01,-0.054,-0.108,0.098,0.02,0.007,0.009,0.009,0.061,0.061,0.02,-0.039
,-0.01,0.007,-0.046,-0.082,-0.01,-0.055,-0.109,0.096,0.02,0.007,0.007,0.007,0.06,0.06,0.02,-0.04
,-0.009,0.005,-0.046,-0.082,-0.009,-0.055,-0.111,0.093,0.021,0.006,0.005,0.005,0.06,0.06,0.021,-0.04
,-0.009,0.003,-0.045,-0.083,-0.009,-0.056,-0.112,0.091,0.021,0.006,0.003,0.003,0.059,0.059,0.021,-0.041
,-0.008,0.002,-0.045,-0.083,-0.008,-0.056,-0.113,0.088,0.021,0.005,0.002,0.002,0.058,0.058,0.021,-0.042
,-0.008,0.001,-0.045,-0.083,-0.008,-0.056,-0.114,0.086,0.022,0.005,0.001,0.001,0.058,0.058,0.022,-0.043
,-0.007,0,-0.044,-0.083,-0.007,-0.056,-0.116,0.084,0.023,0.004,0,0,0.057,0.057,0.023,-0.044
,-0.006,-0.002,-0.043,-0.083,-0.006,-0.056,-0.117,0.082,0.024,0.003,-0.002,-0.002,0.056,0.056,0.024,-0.045
,-0.005,-0.002,-0.042,-0.082,-0.005,-0.055,-0.118,0.08,0.024,0.002,-0.002,-0.002,0.056,0.056,0.024,-0.045
,-0.005,-0.003,-0.041,-0.082,-0.005,-0.055,-0.119,0.078,0.025,0.001,-0.003,-0.003,0.055,0.055,0.025,-0.046
,-0.004,-0.004,-0.04,-0.082,-0.004,-0.054,-0.12,0.077,0.026,0,-0.004,-0.004,0.055,0.055,0.026,-0.047
,-0.003,-0.004,-0.039,-0.081,-0.003,-0.054,-0.121,0.075,0.027,-0.001,-0.004,-0.004,0.054,0.054,0.027,-0.048
,-0.001,-0.004,-0.038,-0.081,-0.001,-0.053,-0.122,0.074,0.028,-0.002,-0.004,-0.004,0.054,0.054,0.028,-0.049
,0,-0.005,-0.037,-0.081,0,-0.052,-0.123,0.073,0.03,-0.003,-0.005,-0.005,0.053,0.053,0.03,-0.049
,0.001,-0.005,-0.035,-0.08,0.001,-0.051,-0.123,0.073,0.031,-0.004,-0.005,-0.005,0.053,0.053,0.031,-0.05
,0.002,-0.004,-0.034,-0.079,0.002,-0.05,-0.124,0.072,0.032,-0.005,-0.004,-0.004,0.053,0.053,0.032,-0.05
,0.004,-0.004,-0.032,-0.079,0.004,-0.049,-0.124,0.072,0.033,-0.006,-0.004,-0.004,0.053,0.053,0.033,-0.051
,0.005,-0.004,-0.031,-0.078,0.005,-0.049,-0.124,0.072,0.034,-0.007,-0.004,-0.004,0.053,0.053,0.034,-0.051
,0.007,-0.004,-0.029,-0.078,0.007,-0.048,-0.124,0.073,0.035,-0.008,-0.004,-0.004,0.053,0.053,0.035,-0.051
,0.008,-0.004,-0.028,-0.077,0.008,-0.047,-0.124,0.073,0.035,-0.008,-0.004,-0.004,0.053,0.053,0.035,-0.051
,0.01,-0.003,-0.027,-0.077,0.01,-0.047,-0.123,0.074,0.036,-0.009,-0.003,-0.003,0.053,0.053,0.036,-0.051
,0.011,-0.003,-0.025,-0.076,0.011,-0.047,-0.123,0.075,0.036,-0.01,-0.003,-0.003,0.053,0.053,0.036,-0.051
,0.013,-0.003,-0.024,-0.076,0.013,-0.046,-0.122,0.076,0.037,-0.01,-0.003,-0.003,0.054,0.054,0.037,-0.051
,0.014,-0.003,-0.023,-0.076,0.014,-0.046,-0.12,0.078,0.037,-0.011,-0.003,-0.003,0.054,0.054,0.037,-0.051
,0.016,-0.003,-0.022,-0.075,0.016,-0.046,-0.118,0.079,0.037,-0.012,-0.003,-0.003,0.054,0.054,0.037,-0.05
,0.017,-0.003,-0.021,-0.075,0.017,-0.046,-0.116,0.081,0.037,-0.012,-0.003,-0.003,0.055,0.055,0.037,-0.05
,0.019,-0.003,-0.02,-0.075,0.019,-0.046,-0.114,0.083,0.037,-0.013,-0.003,-0.003,0.055,0.055,0.037,-0.049
,0.02,-0.004,-0.019,-0.075,0.02,-0.046,-0.111,0.085,0.036,-0.014,-0.004,-0.004,0.055,0.055,0.036,-0.048
,0.022,-0.004,-0.019,-0.075,0.022,-0.047,-0.108,0.087,0.035,-0.014,-0.004,-0.004,0.055,0.055,0.035,-0.048
,0.023,-0.005,-0.018,-0.075,0.023,-0.047,-0.105,0.089,0.034,-0.015,-0.005,-0.005,0.055,0.055,0.034,-0.047
,0.024,-0.005,-0.018,-0.075,0.024,-0.048,-0.101,0.092,0.033,-0.016,-0.005,-0.005,0.056,0.056,0.033,-0.047
,0.025,-0.006,-0.018,-0.076,0.025,-0.048,-0.097,0.094,0.032,-0.017,-0.006,-0.006,0.056,0.056,0.032,-0.046
,0.026,-0.007,-0.018,-0.076,0.026,-0.049,-0.092,0.097,0.03,-0.018,-0.007,-0.007,0.056,0.056,0.03,-0.045
,0.026,-0.008,-0.018,-0.076,0.026,-0.049,-0.088,0.099,0.028,-0.019,-0.008,-0.008,0.056,0.056,0.028,-0.045
,0.027,-0.009,-0.018,-0.077,0.027,-0.05,-0.083,0.101,0.026,-0.021,-0.009,-0.009,0.056,0.056,0.026,-0.044
,0.028,-0.011,-0.018,-0.077,0.028,-0.051,-0.078,0.104,0.024,-0.022,-0.011,-0.011,0.056,0.056,0.024,-0.044
,0.028,-0.012,-0.018,-0.078,0.028,-0.051,-0.073,0.106,0.022,-0.023,-0.012,-0.012,0.056,0.056,0.022,-0.044
,0.028,-0.013,-0.018,-0.078,0.028,-0.052,-0.067,0.108,0.019,-0.025,-0.013,-0.013,0.056,0.056,0.019,-0.043
,0.029,-0.015,-0.018,-0.079,0.029,-0.052,-0.062,0.11,0.017,-0.027,-0.015,-0.015,0.056,0.056,0.017,-0.043
,0.029,-0.016,-0.019,-0.079,0.029,-0.053,-0.057,0.112,0.015,-0.028,-0.016,-0.016,0.056,0.056,0.015,-0.043
,0.029,-0.017,-0.019,-0.08,0.029,-0.053,-0.051,0.113,0.012,-0.03,-0.017,-0.017,0.056,0.056,0.012,-0.044
,0.029,-0.019,-0.019,-0.08,0.029,-0.053,-0.046,0.115,0.01,-0.031,-0.019,-0.019,0.056,0.056,0.01,-0.044
,0.029,-0.02,-0.02,-0.081,0.029,-0.054,-0.041,0.116,0.008,-0.033,-0.02,-0.02,0.056,0.056,0.008,-0.044
,0.029,-0.021,-0.02,-0.081,0.029,-0.054,-0.037,0.117,0.006,-0.034,-0.021,-0.021,0.056,0.056,0.006,-0.045
,0.028,-0.022,-0.02,-0.081,0.028,-0.054,-0.032,0.118,0.004,-0.036,-0.022,-0.022,0.057,0.057,0.004,-0.046
,0.028,-0.024,-0.02,-0.081,0.028,-0.054,-0.028,0.118,0.002,-0.037,-0.024,-0.024,0.057,0.057,0.002,-0.047
,0.028,-0.025,-0.021,-0.081,0.028,-0.054,-0.025,0.118,0.001,-0.038,-0.025,-0.025,0.058,0.058,0.001,-0.047
,0.028,-0.025,-0.021,-0.08,0.028,-0.054,-0.021,0.118,-0.001,-0.039,-0.025,-0.025,0.058,0.058,-0.001,-0.049
,0.028,-0.026,-0.021,-0.08,0.028,-0.053,-0.019,0.118,-0.002,-0.04,-0.026,-0.026,0.059,0.059,-0.002,-0.05
,0.028,-0.027,-0.021,-0.08,0.028,-0.053,-0.016,0.117,-0.002,-0.041,-0.027,-0.027,0.059,0.059,-0.002,-0.051
,0.027,-0.027,-0.021,-0.079,0.027,-0.053,-0.014,0.116,-0.003,-0.041,-0.027,-0.027,0.06,0.06,-0.003,-0.052
,0.027,-0.028,-0.02,-0.078,0.027,-0.052,-0.013,0.115,-0.003,-0.042,-0.028,-0.028,0.06,0.06,-0.003,-0.054
,0.027,-0.028,-0.02,-0.077,0.027,-0.052,-0.013,0.114,-0.003,-0.042,-0.028,-0.028,0.061,0.061,-0.003,-0.055
,0.027,-0.028,-0.02,-0.076,0.027,-0.051,-0.012,0.112,-0.002,-0.042,-0.028,-0.028,0.062,0.062,-0.002,-0.056
,0.027,-0.028,-0.02,-0.075,0.027,-0.051,-0.013,0.11,-0.001,-0.042,-0.028,-0.028,0.062,0.062,-0.001,-0.058
,0.027,-0.028,-0.019,-0.074,0.027,-0.05,-0.014,0.108,-0.001,-0.042,-0.028,-0.028,0.062,0.062,-0.001,-0.059
,0.027,-0.027,-0.019,-0.073,0.027,-0.05,-0.015,0.106,0.001,-0.042,-0.027,-0.027,0.063,0.063,0.001,-0.06
,0.027,-0.027,-0.019,-0.072,0.027,-0.05,-0.018,0.104,0.002,-0.041,-0.027,-0.027,0.063,0.063,0.002,-0.061
,0.027,-0.026,-0.018,-0.071,0.027,-0.049,-0.02,0.101,0.003,-0.041,-0.026,-0.026,0.063,0.063,0.003,-0.062
,0.026,-0.026,-0.018,-0.07,0.026,-0.049,-0.023,0.099,0.005,-0.041,-0.026,-0.026,0.063,0.063,0.005,-0.063
,0.026,-0.026,-0.018,-0.069,0.026,-0.049,-0.027,0.096,0.007,-0.04,-0.026,-0.026,0.063,0.063,0.007,-0.064
,0.026,-0.025,-0.018,-0.068,0.026,-0.049,-0.031,0.094,0.008,-0.039,-0.025,-0.025,0.063,0.063,0.008,-0.065
,0.026,-0.024,-0.017,-0.066,0.026,-0.048,-0.035,0.092,0.01,-0.039,-0.024,-0.024,0.062,0.062,0.01,-0.065
,0.025,-0.024,-0.017,-0.065,0.025,-0.048,-0.04,0.089,0.011,-0.038,-0.024,-0.024,0.062,0.062,0.011,-0.065
,0.024,-0.024,-0.017,-0.065,0.024,-0.048,-0.045,0.087,0.013,-0.038,-0.024,-0.024,0.061,0.061,0.013,-0.066
,0.024,-0.023,-0.017,-0.064,0.024,-0.048,-0.05,0.085,0.014,-0.038,-0.023,-0.023,0.061,0.061,0.014,-0.065
,0.023,-0.023,-0.017,-0.063,0.023,-0.048,-0.055,0.083,0.015,-0.037,-0.023,-0.023,0.06,0.06,0.015,-0.065
,0.021,-0.023,-0.017,-0.062,0.021,-0.048,-0.06,0.08,0.016,-0.037,-0.023,-0.023,0.059,0.059,0.016,-0.065
,0.02,-0.023,-0.017,-0.062,0.02,-0.047,-0.065,0.078,0.017,-0.036,-0.023,-0.023,0.059,0.059,0.017,-0.064
,0.019,-0.023,-0.017,-0.061,0.019,-0.047,-0.07,0.077,0.018,-0.036,-0.023,-0.023,0.058,0.058,0.018,-0.064
,0.017,-0.023,-0.017,-0.061,0.017,-0.047,-0.074,0.075,0.018,-0.036,-0.023,-0.023,0.058,0.058,0.018,-0.063
,0.015,-0.023,-0.018,-0.061,0.015,-0.046,-0.079,0.073,0.018,-0.036,-0.023,-0.023,0.057,0.057,0.018,-0.062
,0.013,-0.023,-0.018,-0.061,0.013,-0.046,-0.083,0.072,0.018,-0.036,-0.023,-0.023,0.057,0.057,0.018,-0.062
,0.011,-0.024,-0.018,-0.061,0.011,-0.045,-0.087,0.07,0.017,-0.036,-0.024,-0.024,0.057,0.057,0.017,-0.061
,0.008,-0.024,-0.018,-0.061,0.008,-0.044,-0.09,0.069,0.017,-0.036,-0.024,-0.024,0.056,0.056,0.017,-0.06
,0.006,-0.025,-0.019,-0.061,0.006,-0.043,-0.093,0.067,0.016,-0.036,-0.025,-0.025,0.056,0.056,0.016,-0.059
,0.003,-0.025,-0.019,-0.061,0.003,-0.042,-0.095,0.066,0.015,-0.036,-0.025,-0.025,0.057,0.057,0.015,-0.059
,0.001,-0.026,-0.019,-0.062,0.001,-0.04,-0.097,0.065,0.014,-0.036,-0.026,-0.026,0.057,0.057,0.014,-0.058
,-0.002,-0.027,-0.019,-0.062,-0.002,-0.038,-0.099,0.064,0.013,-0.037,-0.027,-0.027,0.058,0.058,0.013,-0.058
,-0.004,-0.027,-0.02,-0.062,-0.004,-0.037,-0.1,0.063,0.012,-0.037,-0.027,-0.027,0.058,0.058,0.012,-0.057
,-0.007,-0.028,-0.02,-0.063,-0.007,-0.035,-0.101,0.062,0.011,-0.037,-0.028,-0.028,0.059,0.059,0.011,-0.057
,-0.009,-0.028,-0.02,-0.063,-0.009,-0.033,-0.101,0.061,0.01,-0.037,-0.028,-0.028,0.06,0.06,0.01,-0.057
,-0.011,-0.029,-0.02,-0.063,-0.011,-0.03,-0.101,0.06,0.009,-0.038,-0.029,-0.029,0.062,0.062,0.009,-0.057
,-0.013,-0.029,-0.02,-0.063,-0.013,-0.028,-0.1,0.059,0.008,-0.038,-0.029,-0.029,0.063,0.063,0.008,-0.058
,-0.015,-0.03,-0.021,-0.063,-0.015,-0.026,-0.1,0.059,0.007,-0.038,-0.03,-0.03,0.065,0.065,0.007,-0.058
,-0.016,-0.03,-0.021,-0.063,-0.016,-0.023,-0.099,0.058,0.006,-0.039,-0.03,-0.03,0.066,0.066,0.006,-0.059
,-0.017,-0.03,-0.021,-0.062,-0.017,-0.021,-0.098,0.057,0.005,-0.039,-0.03,-0.03,0.068,0.068,0.005,-0.06
,-0.018,-0.03,-0.021,-0.061,-0.018,-0.019,-0.097,0.057,0.004,-0.039,-0.03,-0.03,0.07,0.07,0.004,-0.061
,-0.018,-0.03,-0.021,-0.06,-0.018,-0.017,-0.095,0.057,0.003,-0.04,-0.03,-0.03,0.072,0.072,0.003,-0.062
,-0.018,-0.03,-0.021,-0.059,-0.018,-0.015,-0.094,0.057,0.003,-0.04,-0.03,-0.03,0.074,0.074,0.003,-0.063
,-0.018,-0.029,-0.02,-0.057,-0.018,-0.013,-0.093,0.057,0.002,-0.041,-0.029,-0.029,0.076,0.076,0.002,-0.065
,-0.017,-0.029,-0.02,-0.056,-0.017,-0.011,-0.092,0.057,0.002,-0.041,-0.029,-0.029,0.078,0.078,0.002,-0.066
,-0.016,-0.028,-0.019,-0.053,-0.016,-0.01,-0.09,0.057,0.001,-0.042,-0.028,-0.028,0.08,0.08,0.001,-0.067
,-0.015,-0.028,-0.019,-0.051,-0.015,-0.009,-0.089,0.058,0.001,-0.042,-0.028,-0.028,0.081,0.081,0.001,-0.069
,-0.014,-0.027,-0.018,-0.048,-0.014,-0.008,-0.089,0.058,0,-0.043,-0.027,-0.027,0.083,0.083,0,-0.071
,-0.012,-0.026,-0.017,-0.045,-0.012,-0.008,-0.088,0.059,0,-0.043,-0.026,-0.026,0.085,0.085,0,-0.072
,-0.01,-0.025,-0.016,-0.042,-0.01,-0.008,-0.088,0.06,0,-0.044,-0.025,-0.025,0.087,0.087,0,-0.073
,-0.008,-0.023,-0.015,-0.038,-0.008,-0.008,-0.087,0.061,-0.001,-0.045,-0.023,-0.023,0.088,0.088,-0.001,-0.075
,-0.005,-0.022,-0.014,-0.034,-0.005,-0.009,-0.088,0.061,-0.001,-0.045,-0.022,-0.022,0.09,0.09,-0.001,-0.076
,-0.003,-0.021,-0.013,-0.03,-0.003,-0.01,-0.088,0.062,-0.001,-0.046,-0.021,-0.021,0.091,0.091,-0.001,-0.077
,0,-0.02,-0.011,-0.026,0,-0.011,-0.088,0.063,-0.001,-0.046,-0.02,-0.02,0.092,0.092,-0.001,-0.077
,0.002,-0.018,-0.009,-0.022,0.002,-0.013,-0.089,0.064,-0.001,-0.047,-0.018,-0.018,0.093,0.093,-0.001,-0.078
,0.004,-0.017,-0.007,-0.017,0.004,-0.014,-0.09,0.064,-0.001,-0.048,-0.017,-0.017,0.094,0.094,-0.001,-0.078
,0.006,-0.016,-0.005,-0.013,0.006,-0.017,-0.091,0.065,-0.002,-0.048,-0.016,-0.016,0.094,0.094,-0.002,-0.078
,0.008,-0.014,-0.003,-0.008,0.008,-0.019,-0.092,0.065,-0.002,-0.049,-0.014,-0.014,0.095,0.095,-0.002,-0.078
,0.01,-0.013,-0.001,-0.004,0.01,-0.022,-0.094,0.065,-0.001,-0.049,-0.013,-0.013,0.095,0.095,-0.001,-0.078
,0.011,-0.012,0.001,0,0.011,-0.024,-0.096,0.065,-0.001,-0.05,-0.012,-0.012,0.095,0.095,-0.001,-0.077
,0.012,-0.01,0.003,0.004,0.012,-0.027,-0.097,0.064,-0.001,-0.05,-0.01,-0.01,0.096,0.096,-0.001,-0.076
,0.013,-0.009,0.006,0.007,0.013,-0.03,-0.099,0.064,-0.001,-0.051,-0.009,-0.009,0.095,0.095,-0.001,-0.074
,0.014,-0.008,0.008,0.01,0.014,-0.033,-0.101,0.063,0,-0.051,-0.008,-0.008,0.095,0.095,0,-0.073
,0.014,-0.007,0.01,0.013,0.014,-0.036,-0.102,0.061,0.001,-0.051,-0.007,-0.007,0.095,0.095,0.001,-0.071
,0.014,-0.006,0.013,0.015,0.014,-0.038,-0.104,0.06,0.002,-0.052,-0.006,-0.006,0.094,0.094,0.002,-0.069
,0.013,-0.005,0.015,0.017,0.013,-0.041,-0.106,0.058,0.003,-0.052,-0.005,-0.005,0.094,0.094,0.003,-0.066
,0.012,-0.005,0.017,0.018,0.012,-0.043,-0.107,0.056,0.004,-0.052,-0.005,-0.005,0.093,0.093,0.004,-0.064
,0.011,-0.004,0.019,0.019,0.011,-0.046,-0.109,0.053,0.005,-0.052,-0.004,-0.004,0.092,0.092,0.005,-0.061
,0.009,-0.004,0.02,0.019,0.009,-0.048,-0.11,0.051,0.006,-0.053,-0.004,-0.004,0.091,0.091,0.006,-0.058
,0.007,-0.003,0.022,0.019,0.007,-0.05,-0.111,0.048,0.008,-0.053,-0.003,-0.003,0.09,0.09,0.008,-0.056
,0.005,-0.003,0.024,0.018,0.005,-0.051,-0.112,0.046,0.01,-0.053,-0.003,-0.003,0.089,0.089,0.01,-0.053
,0.003,-0.003,0.025,0.016,0.003,-0.053,-0.113,0.043,0.012,-0.053,-0.003,-0.003,0.088,0.088,0.012,-0.05
,0,-0.003,0.026,0.014,0,-0.054,-0.113,0.041,0.014,-0.053,-0.003,-0.003,0.087,0.087,0.014,-0.047
,-0.002,-0.003,0.027,0.012,-0.002,-0.055,-0.114,0.038,0.016,-0.053,-0.003,-0.003,0.085,0.085,0.016,-0.044
,-0.005,-0.004,0.027,0.009,-0.005,-0.055,-0.114,0.036,0.018,-0.052,-0.004,-0.004,0.084,0.084,0.018,-0.042
,-0.008,-0.004,0.028,0.006,-0.008,-0.056,-0.114,0.033,0.02,-0.052,-0.004,-0.004,0.082,0.082,0.02,-0.04
,-0.011,-0.005,0.028,0.002,-0.011,-0.056,-0.114,0.031,0.022,-0.052,-0.005,-0.005,0.081,0.081,0.022,-0.037
,-0.013,-0.006,0.028,-0.002,-0.013,-0.056,-0.114,0.029,0.024,-0.051,-0.006,-0.006,0.079,0.079,0.024,-0.035
,-0.016,-0.007,0.028,-0.006,-0.016,-0.056,-0.114,0.027,0.026,-0.051,-0.007,-0.007,0.078,0.078,0.026,-0.034
,-0.018,-0.008,0.028,-0.01,-0.018,-0.055,-0.113,0.025,0.028,-0.05,-0.008,-0.008,0.076,0.076,0.028,-0.032
,-0.02,-0.009,0.027,-0.014,-0.02,-0.055,-0.113,0.023,0.029,-0.05,-0.009,-0.009,0.074,0.074,0.029,-0.031
,-0.023,-0.01,0.027,-0.018,-0.023,-0.054,-0.112,0.022,0.031,-0.049,-0.01,-0.01,0.073,0.073,0.031,-0.03
,-0.024,-0.011,0.026,-0.023,-0.024,-0.054,-0.111,0.02,0.032,-0.048,-0.011,-0.011,0.071,0.071,0.032,-0.029
,-0.026,-0.012,0.025,-0.027,-0.026,-0.053,-0.111,0.018,0.034,-0.048,-0.012,-0.012,0.069,0.069,0.034,-0.029
,-0.027,-0.013,0.024,-0.031,-0.027,-0.052,-0.11,0.016,0.035,-0.047,-0.013,-0.013,0.068,0.068,0.035,-0.029
,-0.028,-0.014,0.023,-0.034,-0.028,-0.052,-0.109,0.013,0.036,-0.046,-0.014,-0.014,0.066,0.066,0.036,-0.029
,-0.029,-0.015,0.022,-0.038,-0.029,-0.051,-0.109,0.011,0.036,-0.045,-0.015,-0.015,0.064,0.064,0.036,-0.029
,-0.029,-0.016,0.02,-0.041,-0.029,-0.05,-0.108,0.007,0.037,-0.044,-0.016,-0.016,0.063,0.063,0.037,-0.03
,-0.03,-0.017,0.019,-0.045,-0.03,-0.05,-0.108,0.004,0.037,-0.043,-0.017,-0.017,0.061,0.061,0.037,-0.031
,-0.03,-0.018,0.018,-0.047,-0.03,-0.049,-0.108,0,0.038,-0.042,-0.018,-0.018,0.06,0.06,0.038,-0.032
,-0.029,-0.019,0.016,-0.05,-0.029,-0.049,-0.108,-0.005,0.038,-0.042,-0.019,-0.019,0.058,0.058,0.038,-0.033
,-0.028,-0.019,0.015,-0.052,-0.028,-0.049,-0.108,-0.01,0.038,-0.041,-0.019,-0.019,0.057,0.057,0.038,-0.034
,-0.028,-0.02,0.014,-0.054,-0.028,-0.049,-0.108,-0.015,0.038,-0.04,-0.02,-0.02,0.056,0.056,0.038,-0.035
,-0.026,-0.02,0.012,-0.056,-0.026,-0.049,-0.108,-0.021,0.038,-0.039,-0.02,-0.02,0.055,0.055,0.038,-0.037
,-0.025,-0.02,0.011,-0.058,-0.025,-0.049,-0.108,-0.027,0.037,-0.038,-0.02,-0.02,0.054,0.054,0.037,-0.038
,-0.024,-0.019,0.01,-0.059,-0.024,-0.049,-0.109,-0.034,0.037,-0.037,-0.019,-0.019,0.053,0.053,0.037,-0.039
,-0.022,-0.019,0.009,-0.06,-0.022,-0.049,-0.11,-0.041,0.037,-0.037,-0.019,-0.019,0.053,0.053,0.037,-0.04
,-0.02,-0.018,0.008,-0.061,-0.02,-0.049,-0.11,-0.048,0.037,-0.036,-0.018,-0.018,0.052,0.052,0.037,-0.041
,-0.018,-0.017,0.007,-0.062,-0.018,-0.05,-0.111,-0.054,0.037,-0.035,-0.017,-0.017,0.052,0.052,0.037,-0.042
,-0.016,-0.016,0.006,-0.062,-0.016,-0.05,-0.112,-0.061,0.036,-0.034,-0.016,-0.016,0.052,0.052,0.036,-0.043
,-0.014,-0.015,0.005,-0.063,-0.014,-0.05,-0.113,-0.068,0.036,-0.034,-0.015,-0.015,0.052,0.052,0.036,-0.043
,-0.011,-0.013,0.005,-0.063,-0.011,-0.051,-0.114,-0.074,0.036,-0.033,-0.013,-0.013,0.052,0.052,0.036,-0.043
,-0.009,-0.011,0.004,-0.064,-0.009,-0.052,-0.115,-0.079,0.037,-0.033,-0.011,-0.011,0.052,0.052,0.037,-0.043
