-0.008,-0.021,0.031,-0.008,0.03
-0.008,-0.021,0.031,-0.008,0.029
-0.008,-0.021,0.03,-0.008,0.028
-0.008,-0.021,0.029,-0.008,0.027
-0.009,-0.021,0.029,-0.009,0.026
-0.009,-0.021,0.028,-0.009,0.025
-0.009,-0.021,0.028,-0.009,0.023
-0.009,-0.021,0.027,-0.009,0.022
-0.009,-0.021,0.027,-0.009,0.021
-0.009,-0.021,0.026,-0.009,0.021
-0.009,-0.021,0.025,-0.009,0.02
-0.009,-0.021,0.025,-0.009,0.019
-0.009,-0.021,0.024,-0.009,0.018
-0.009,-0.02,0.023,-0.009,0.017
-0.009,-0.02,0.023,-0.009,0.017
-0.009,-0.02,0.022,-0.009,0.016
-0.009,-0.02,0.021,-0.009,0.015
-0.009,-0.02,0.02,-0.009,0.015
-0.009,-0.02,0.019,-0.009,0.014
-0.009,-0.02,0.018,-0.009,0.014
-0.009,-0.02,0.017,-0.009,0.013
-0.009,-0.02,0.016,-0.009,0.013
-0.009,-0.02,0.016,-0.009,0.013
-0.009,-0.02,0.015,-0.009,0.012
-0.009,-0.02,0.014,-0.009,0.012
-0.009,-0.02,0.013,-0.009,0.011
-0.009,-0.02,0.012,-0.009,0.011
-0.009,-0.02,0.011,-0.009,0.011
-0.009,-0.019,0.01,-0.009,0.01
-0.009,-0.019,0.009,-0.009,0.01
-0.009,-0.019,0.008,-0.009,0.009
-0.009,-0.019,0.007,-0.009,0.009
-0.009,-0.019,0.006,-0.009,0.009
-0.01,-0.019,0.005,-0.01,0.008
-0.01,-0.018,0.004,-0.01,0.008
-0.01,-0.018,0.004,-0.01,0.007
-0.01,-0.018,0.003,-0.01,0.007
-0.01,-0.018,0.002,-0.01,0.007
-0.01,-0.017,0.001,-0.01,0.006
-0.011,-0.017,0.001,-0.011,0.006
-0.011,-0.017,0,-0.011,0.005
-0.011,-0.017,-0.001,-0.011,0.005
-0.011,-0.016,-0.001,-0.011,0.004
-0.011,-0.016,-0.002,-0.011,0.004
-0.011,-0.016,-0.003,-0.011,0.004
-0.011,-0.016,-0.003,-0.011,0.003
-0.011,-0.016,-0.004,-0.011,0.003
-0.011,-0.015,-0.005,-0.011,0.003
-0.011,-0.015,-0.005,-0.011,0.002
-0.011,-0.015,-0.006,-0.011,0.002
-0.011,-0.015,-0.006,-0.011,0.002
-0.011,-0.014,-0.007,-0.011,0.001
-0.01,-0.014,-0.008,-0.01,0.001
-0.01,-0.014,-0.008,-0.01,0.001
-0.01,-0.014,-0.009,-0.01,0.001
-0.009,-0.014,-0.009,-0.009,0.001
-0.009,-0.013,-0.01,-0.009,0.001
-0.008,-0.013,-0.011,-0.008,0
-0.008,-0.013,-0.011,-0.008,0
-0.007,-0.013,-0.012,-0.007,0
-0.007,-0.012,-0.013,-0.007,0
-0.006,-0.012,-0.013,-0.006,0
-0.005,-0.012,-0.014,-0.005,0
-0.005,-0.012,-0.014,-0.005,0.001
-0.004,-0.011,-0.015,-0.004,0.001
-0.003,-0.011,-0.015,-0.003,0.001
-0.003,-0.011,-0.016,-0.003,0.001
-0.002,-0.01,-0.017,-0.002,0.001
-0.001,-0.01,-0.017,-0.001,0.001
-0.001,-0.01,-0.018,-0.001,0.001
0,-0.009,-0.018,0,0
0,-0.009,-0.018,0,0
0.001,-0.008,-0.019,0.001,0
0.002,-0.008,-0.019,0.002,0
0.002,-0.008,-0.02,0.002,0
0.002,-0.007,-0.02,0.002,-0.001
