-0.04,-0.062,-0.035,-0.069,-0.04,-0.023,-0.031,0,-0.044,-0.055,-0.062,-0.062,-0.033,-0.033,-0.044,-0.01
-0.041,-0.062,-0.035,-0.069,-0.041,-0.023,-0.031,0,-0.043,-0.054,-0.062,-0.062,-0.033,-0.033,-0.043,-0.011
-0.042,-0.061,-0.035,-0.069,-0.042,-0.023,-0.032,0,-0.043,-0.054,-0.061,-0.061,-0.033,-0.033,-0.043,-0.011
-0.042,-0.061,-0.035,-0.069,-0.042,-0.022,-0.032,0,-0.042,-0.054,-0.061,-0.061,-0.033,-0.033,-0.042,-0.012
-0.043,-0.06,-0.035,-0.069,-0.043,-0.022,-0.032,0,-0.041,-0.054,-0.06,-0.06,-0.033,-0.033,-0.041,-0.012
-0.043,-0.06,-0.035,-0.069,-0.043,-0.021,-0.033,-0.001,-0.041,-0.053,-0.06,-0.06,-0.032,-0.032,-0.041,-0.012
-0.044,-0.06,-0.035,-0.069,-0.044,-0.02,-0.033,-0.001,-0.04,-0.053,-0.06,-0.06,-0.032,-0.032,-0.04,-0.013
-0.044,-0.06,-0.035,-0.069,-0.044,-0.02,-0.033,-0.001,-0.04,-0.053,-0.06,-0.06,-0.031,-0.031,-0.04,-0.013
-0.044,-0.059,-0.035,-0.069,-0.044,-0.019,-0.033,0,-0.039,-0.052,-0.059,-0.059,-0.031,-0.031,-0.039,-0.013
-0.044,-0.059,-0.035,-0.069,-0.044,-0.019,-0.032,0,-0.039,-0.052,-0.059,-0.059,-0.03,-0.03,-0.039,-0.013
-0.044,-0.059,-0.035,-0.069,-0.044,-0.018,-0.032,0,-0.039,-0.052,-0.059,-0.059,-0.029,-0.029,-0.039,-0.013
-0.044,-0.059,-0.036,-0.069,-0.044,-0.018,-0.032,0,-0.039,-0.052,-0.059,-0.059,-0.028,-0.028,-0.039,-0.013
-0.043,-0.059,-0.036,-0.069,-0.043,-0.017,-0.032,0,-0.039,-0.052,-0.059,-0.059,-0.027,-0.027,-0.039,-0.012
-0.043,-0.058,-0.036,-0.069,-0.043,-0.017,-0.031,0,-0.039,-0.052,-0.058,-0.058,-0.026,-0.026,-0.039,-0.012
-0.042,-0.058,-0.036,-0.07,-0.042,-0.016,-0.031,0.001,-0.039,-0.052,-0.058,-0.058,-0.025,-0.025,-0.039,-0.011
-0.042,-0.058,-0.036,-0.07,-0.042,-0.016,-0.031,0.001,-0.039,-0.052,-0.058,-0.058,-0.023,-0.023,-0.039,-0.011
-0.041,-0.058,-0.036,-0.07,-0.041,-0.016,-0.031,0.001,-0.04,-0.052,-0.058,-0.058,-0.022,-0.022,-0.04,-0.01
-0.04,-0.058,-0.037,-0.07,-0.04,-0.016,-0.031,0.002,-0.04,-0.052,-0.058,-0.058,-0.021,-0.021,-0.04,-0.01
-0.04,-0.058,-0.037,-0.07,-0.04,-0.016,-0.031,0.002,-0.041,-0.052,-0.058,-0.058,-0.02,-0.02,-0.041,-0.009
-0.039,-0.058,-0.037,-0.07,-0.039,-0.016,-0.031,0.002,-0.041,-0.052,-0.058,-0.058,-0.018,-0.018,-0.041,-0.008
-0.038,-0.057,-0.037,-0.071,-0.038,-0.016,-0.031,0.002,-0.042,-0.053,-0.057,-0.057,-0.017,-0.017,-0.042,-0.007
-0.037,-0.057,-0.037,-0.071,-0.037,-0.016,-0.031,0.002,-0.042,-0.053,-0.057,-0.057,-0.016,-0.016,-0.042,-0.006
-0.037,-0.057,-0.038,-0.071,-0.037,-0.016,-0.032,0.002,-0.043,-0.053,-0.057,-0.057,-0.015,-0.015,-0.043,-0.005
-0.036,-0.057,-0.038,-0.071,-0.036,-0.016,-0.033,0.002,-0.044,-0.054,-0.057,-0.057,-0.014,-0.014,-0.044,-0.005
-0.035,-0.057,-0.038,-0.071,-0.035,-0.017,-0.033,0.002,-0.044,-0.054,-0.057,-0.057,-0.013,-0.013,-0.044,-0.004
