0,-0.008,0,-0.002,0.003,0.004,0.004,0,0.004,0.005,-0.365
-0.005,-0.008,-0.005,-0.003,0,0.004,0.001,0,0.004,0.002,-0.714
-0.004,-0.008,-0.004,-0.004,-0.003,0.004,-0.001,0,0.004,-0.002,-1.211
-0.003,-0.009,-0.003,-0.006,-0.003,0.003,0,0.004,0.004,-0.005,-1.707
-0.004,-0.011,-0.004,-0.006,-0.002,0.001,0.002,0.002,0.003,-0.005,-1.942
-0.005,-0.013,-0.005,-0.005,-0.001,-0.001,0.004,0,0.003,-0.003,-1.669
-0.006,-0.013,-0.006,-0.003,0.001,-0.003,0.003,-0.002,0.003,0,-0.843
-0.007,-0.011,-0.007,-0.002,0.003,-0.004,0,-0.003,0.003,0.002,0.29
-0.007,-0.007,-0.007,-0.002,0.004,-0.004,-0.004,-0.003,0.003,0.001,1.287
-0.007,-0.003,-0.007,-0.002,0.006,-0.003,-0.005,-0.002,0.004,-0.001,1.756
-0.006,0.001,-0.006,-0.003,0.007,-0.003,-0.003,0,0.006,-0.002,1.588
-0.004,0.002,-0.004,-0.004,0.008,-0.003,0.001,0.003,0.007,-0.002,1.016
-0.003,0,-0.003,-0.003,0.008,-0.004,0.005,0.005,0.006,0,0.44
-0.002,-0.003,-0.002,-0.001,0.006,-0.004,0.007,0.007,0.004,0.002,0.169
-0.002,-0.007,-0.002,0,0.005,-0.004,0.006,0.007,0.001,0.003,0.25
-0.002,-0.009,-0.002,0.001,0.003,-0.004,0.003,0.007,-0.001,0.002,0.488
-0.001,-0.007,-0.001,0.001,0.003,-0.003,0.001,0.007,-0.001,0.001,0.631
0.001,-0.004,0.001,0,0.002,-0.004,0,0.006,0,0,0.55
0.004,-0.001,0.004,-0.002,0.002,-0.005,0.002,0.005,0.003,0,0.308
0.006,0.001,0.006,-0.003,0.002,-0.007,0.004,0.003,0.006,0.001,0.08
0.007,0.002,0.007,-0.001,0.001,-0.008,0.007,0.001,0.006,0.002,0.002
0.008,0.003,0.008,0.002,0,-0.007,0.007,-0.001,0.004,0.001,0.087
0.008,0.004,0.008,0.005,-0.002,-0.006,0.006,-0.001,0.002,-0.001,0.232
0.009,0.006,0.009,0.006,-0.004,-0.005,0.002,0,0,-0.004,0.316
0.01,0.007,0.01,0.004,-0.006,-0.005,-0.001,0.003,-0.001,-0.006,0.286
0.01,0.008,0.01,0.001,-0.007,-0.006,-0.002,0.006,0,-0.006,0.179
0.009,0.008,0.009,-0.001,-0.006,-0.008,-0.002,0.007,0.002,-0.004,0.078
0.007,0.007,0.007,0,-0.004,-0.009,0.001,0.006,0.004,-0.002,0.043
0.004,0.006,0.004,0.004,-0.002,-0.009,0.004,0.004,0.005,0.001,0.075
0.002,0.005,0.002,0.008,0,-0.007,0.005,0.002,0.005,0.003,0.128
0.002,0.005,0.002,0.01,0,-0.004,0.004,0.001,0.005,0.004,0.151
0.002,0.005,0.002,0.008,-0.001,-0.001,0.001,0.001,0.005,0.004,0.126
0.002,0.005,0.002,0.004,-0.003,0.001,-0.001,0.002,0.005,0.003,0.073
0.002,0.004,0.002,-0.001,-0.003,0.001,0,0.004,0.006,0.002,0.027
0.001,0.003,0.001,-0.003,-0.003,0,0.002,0.005,0.005,-0.001,0.01
0,0.002,0,-0.003,-0.001,0,0.005,0.006,0.003,-0.003,0.02
-0.002,-0.001,-0.002,0.001,0.001,0.001,0.006,0.005,0,-0.004,0.035
-0.002,-0.002,-0.002,0.004,0.001,0.003,0.004,0.003,-0.002,-0.003,0.037
-0.002,-0.004,-0.002,0.005,0,0.005,-0.001,0,-0.001,-0.003,0.021
-0.002,-0.004,-0.002,0.004,-0.002,0.006,-0.005,-0.002,0.001,-0.002,-0.004
-0.001,-0.002,-0.001,0.003,-0.003,0.005,-0.008,-0.003,0.004,-0.003,-0.022
-0.001,0,-0.001,0.001,-0.003,0.002,-0.01,-0.003,0.006,-0.004,-0.027
-0.002,0.004,-0.002,0,-0.002,0,-0.01,-0.001,0.006,-0.005,-0.023
-0.003,0.007,-0.003,-0.001,-0.002,-0.002,-0.011,0.001,0.004,-0.005,-0.018
-0.004,0.009,-0.004,-0.002,-0.002,-0.002,-0.012,0.004,0.001,-0.003,-0.021
-0.005,0.009,-0.005,-0.002,-0.003,-0.002,-0.014,0.005,-0.001,-0.001,-0.032
-0.006,0.008,-0.006,-0.003,-0.004,-0.002,-0.017,0.005,-0.002,0,-0.046
-0.007,0.006,-0.007,-0.005,-0.004,-0.004,-0.018,0.004,-0.001,0,-0.058
-0.008,0.005,-0.008,-0.005,-0.005,-0.006,-0.018,0.002,0,-0.001,-0.065
-0.01,0.004,-0.01,-0.006,-0.005,-0.007,-0.016,0.003,0.001,-0.001,-0.065
-0.012,0.002,-0.012,-0.007,-0.006,-0.007,-0.013,0.004,0.002,-0.001,-0.064
-0.013,0,-0.013,-0.008,-0.008,-0.005,-0.009,0.006,0.002,0,-0.063
-0.012,-0.001,-0.012,-0.009,-0.008,-0.002,-0.007,0.008,0,0.001,-0.064
-0.009,-0.002,-0.009,-0.01,-0.007,0,-0.005,0.007,-0.002,0.001,-0.066
-0.004,-0.002,-0.004,-0.012,-0.004,0.001,-0.005,0.004,-0.003,0,-0.069
0,0,0,-0.012,-0.002,-0.001,-0.005,0,-0.004,-0.002,-0.07
0.002,0,0.002,-0.012,-0.001,-0.004,-0.007,-0.002,-0.004,-0.003,-0.069
