-0.01,-0.007
-0.01,-0.007
-0.01,-0.007
-0.01,-0.007
-0.01,-0.007
-0.01,-0.007
-0.011,-0.007
-0.011,-0.007
-0.011,-0.007
-0.011,-0.006
-0.011,-0.006
-0.011,-0.006
-0.011,-0.005
-0.011,-0.005
-0.011,-0.005
-0.012,-0.004
-0.012,-0.004
-0.012,-0.004
-0.012,-0.003
-0.011,-0.003
-0.011,-0.003
-0.011,-0.002
-0.011,-0.002
-0.011,-0.001
-0.011,-0.001
-0.011,-0.001
-0.01,-0.001
-0.01,0
-0.01,0
-0.01,0
-0.01,0
-0.009,0
-0.009,0
-0.009,0
-0.009,0
-0.009,0
-0.009,0
-0.009,0
-0.009,0
-0.009,-0.001
-0.009,-0.001
-0.01,-0.002
-0.01,-0.002
-0.01,-0.003
-0.011,-0.003
-0.011,-0.004
-0.012,-0.005
-0.012,-0.006
-0.013,-0.007
-0.013,-0.007
-0.014,-0.008
-0.015,-0.009
-0.015,-0.01
-0.016,-0.011
-0.017,-0.012
-0.017,-0.013
-0.018,-0.014
-0.019,-0.015
-0.019,-0.016
-0.02,-0.017
-0.02,-0.018
-0.021,-0.019
-0.021,-0.019
-0.022,-0.02
-0.022,-0.021
-0.022,-0.021
-0.023,-0.022
-0.023,-0.022
-0.023,-0.023
-0.023,-0.023
-0.023,-0.023
-0.023,-0.023
-0.022,-0.024
-0.022,-0.024
-0.022,-0.024
-0.021,-0.024
-0.021,-0.024
-0.02,-0.024
-0.02,-0.023
-0.019,-0.023
-0.019,-0.023
-0.018,-0.023
-0.017,-0.023
-0.017,-0.022
-0.016,-0.022
-0.015,-0.022
-0.015,-0.022
-0.014,-0.022
-0.013,-0.022
-0.013,-0.021
-0.012,-0.021
-0.012,-0.021
-0.011,-0.021
-0.011,-0.021
-0.01,-0.021
-0.01,-0.021
-0.009,-0.021
-0.009,-0.021
-0.009,-0.021
-0.009,-0.022
-0.009,-0.022
-0.009,-0.022
-0.008,-0.022
-0.008,-0.022
-0.008,-0.022
-0.009,-0.022
-0.009,-0.022
-0.009,-0.022
-0.009,-0.022
-0.009,-0.023
-0.009,-0.023
-0.009,-0.023
-0.01,-0.022
-0.01,-0.022
-0.01,-0.022
-0.01,-0.022
-0.01,-0.022
-0.011,-0.022
-0.011,-0.022
-0.011,-0.022
-0.011,-0.022
-0.011,-0.021
-0.011,-0.021
-0.011,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.02
-0.012,-0.02
-0.012,-0.02
-0.012,-0.02
-0.012,-0.02
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.013,-0.021
-0.013,-0.021
-0.013,-0.021
-0.013,-0.021
-0.013,-0.02
-0.013,-0.02
-0.013,-0.02
-0.014,-0.02
-0.014,-0.02
-0.014,-0.019
-0.014,-0.019
-0.014,-0.019
-0.014,-0.019
-0.014,-0.018
-0.014,-0.018
-0.014,-0.018
-0.014,-0.018
-0.014,-0.018
-0.014,-0.017
-0.014,-0.017
-0.014,-0.017
-0.014,-0.017
-0.014,-0.017
-0.014,-0.018
-0.014,-0.018
-0.013,-0.018
-0.013,-0.018
-0.013,-0.019
-0.012,-0.019
-0.012,-0.02
-0.012,-0.02
-0.011,-0.021
-0.011,-0.021
-0.011,-0.022
-0.01,-0.023
-0.01,-0.023
-0.009,-0.024
-0.009,-0.024
-0.009,-0.025
-0.008,-0.025
-0.008,-0.026
-0.007,-0.026
-0.007,-0.027
-0.006,-0.027
-0.006,-0.027
-0.005,-0.027
-0.005,-0.028
-0.004,-0.028
-0.004,-0.027
-0.003,-0.027
-0.003,-0.027
-0.002,-0.027
-0.002,-0.026
-0.002,-0.026
-0.001,-0.025
-0.001,-0.025
-0.001,-0.024
-0.001,-0.023
0,-0.023
0,-0.022
0,-0.021
0,-0.021
0,-0.02
0,-0.019
0,-0.019
0,-0.018
0,-0.018
0,-0.017
0,-0.017
-0.001,-0.016
-0.001,-0.016
-0.001,-0.016
-0.002,-0.016
-0.002,-0.016
-0.002,-0.016
-0.003,-0.016
-0.003,-0.016
-0.004,-0.016
-0.004,-0.017
-0.005,-0.017
-0.006,-0.017
-0.006,-0.018
-0.007,-0.018
-0.007,-0.018
-0.008,-0.019
-0.008,-0.019
-0.009,-0.019
-0.009,-0.02
-0.01,-0.02
-0.01,-0.02
-0.011,-0.02
-0.011,-0.021
-0.011,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.012,-0.021
-0.013,-0.02
-0.013,-0.02
-0.013,-0.02
-0.013,-0.02
-0.013,-0.02
-0.013,-0.02
-0.012,-0.019
-0.012,-0.019
-0.012,-0.019
-0.012,-0.019
-0.012,-0.019
-0.011,-0.018
-0.011,-0.018
-0.011,-0.018
-0.011,-0.018
-0.01,-0.018
-0.01,-0.018
-0.01,-0.018
-0.009,-0.018
-0.009,-0.019
-0.009,-0.019
-0.008,-0.019
-0.008,-0.019
-0.008,-0.019
-0.008,-0.019
-0.007,-0.019
-0.007,-0.019
-0.007,-0.019
-0.006,-0.019
-0.006,-0.019
-0.006,-0.019
-0.006,-0.019
-0.005,-0.019
-0.005,-0.019
-0.005,-0.018
-0.005,-0.018
-0.004,-0.018
-0.004,-0.017
-0.004,-0.017
-0.004,-0.016
-0.003,-0.016
-0.003,-0.015
-0.003,-0.015
-0.003,-0.014
-0.003,-0.014
-0.003,-0.013
-0.003,-0.012
-0.002,-0.012
-0.002,-0.011
-0.002,-0.011
-0.002,-0.01
-0.002,-0.01
-0.002,-0.01
-0.002,-0.009
-0.002,-0.009
-0.001,-0.009
-0.001,-0.009
-0.001,-0.009
-0.001,-0.009
-0.001,-0.009
-0.001,-0.009
0,-0.009
0,-0.009
0,-0.009
0,-0.009
0.001,-0.01
0.001,-0.01
0.002,-0.01
0.002,-0.01
0.003,-0.01
0.003,-0.011
0.004,-0.011
0.005,-0.011
0.005,-0.011
0.006,-0.011
0.007,-0.011
0.008,-0.01
0.009,-0.01
0.01,-0.01
0.011,-0.009
0.012,-0.008
0.013,-0.008
0.014,-0.007
0.016,-0.006
0.017,-0.005
0.018,-0.004
0.02,-0.002
0.021,-0.001
0.022,0
0.024,0.002
0.025,0.004
0.027,0.005
0.028,0.007
0.03,0.009
0.032,0.011
0.033,0.013
0.035,0.014
0.036,0.016
0.038,0.018
0.039,0.02
0.041,0.022
0.043,0.024
0.044,0.026
0.046,0.028
0.047,0.03
0.048,0.031
0.05,0.033
0.051,0.035
0.052,0.036
0.053,0.038
0.054,0.039
0.055,0.041
0.056,0.042
0.057,0.043
0.058,0.045
0.058,0.046
0.059,0.047
0.059,0.048
0.06,0.049
0.06,0.049
0.06,0.05
0.06,0.051
0.06,0.051
0.06,0.052
0.06,0.052
0.06,0.052
0.059,0.053
