-0.004,0.02,0.021,-0.004,-0.002,-0.02
-0.005,0.021,0.021,-0.005,-0.003,-0.021
-0.005,0.021,0.022,-0.005,-0.003,-0.021
-0.005,0.021,0.022,-0.005,-0.004,-0.022
-0.005,0.021,0.023,-0.005,-0.004,-0.022
-0.005,0.021,0.024,-0.005,-0.005,-0.023
-0.005,0.02,0.024,-0.005,-0.005,-0.023
-0.005,0.02,0.025,-0.005,-0.005,-0.023
-0.005,0.02,0.026,-0.005,-0.005,-0.024
-0.005,0.019,0.027,-0.005,-0.006,-0.024
-0.005,0.019,0.027,-0.005,-0.005,-0.024
-0.005,0.018,0.028,-0.005,-0.005,-0.024
-0.005,0.017,0.029,-0.005,-0.005,-0.024
-0.005,0.017,0.03,-0.005,-0.005,-0.024
-0.005,0.016,0.031,-0.005,-0.004,-0.024
-0.005,0.015,0.032,-0.005,-0.003,-0.024
-0.005,0.014,0.033,-0.005,-0.003,-0.024
-0.005,0.013,0.034,-0.005,-0.002,-0.023
-0.005,0.013,0.035,-0.005,-0.001,-0.023
-0.005,0.012,0.036,-0.005,0,-0.022
-0.005,0.011,0.037,-0.005,0.001,-0.022
-0.005,0.01,0.038,-0.005,0.002,-0.021
-0.005,0.009,0.038,-0.005,0.004,-0.021
-0.005,0.008,0.039,-0.005,0.005,-0.02
-0.005,0.008,0.04,-0.005,0.006,-0.02
-0.005,0.007,0.041,-0.005,0.008,-0.019
-0.005,0.006,0.042,-0.005,0.009,-0.018
-0.005,0.005,0.043,-0.005,0.011,-0.017
-0.005,0.005,0.044,-0.005,0.012,-0.017
-0.005,0.004,0.044,-0.005,0.013,-0.016
-0.005,0.003,0.045,-0.005,0.014,-0.015
-0.005,0.003,0.046,-0.005,0.015,-0.015
-0.005,0.002,0.046,-0.005,0.016,-0.014
-0.005,0.002,0.047,-0.005,0.017,-0.013
-0.005,0.001,0.047,-0.005,0.018,-0.013
-0.005,0,0.048,-0.005,0.018,-0.012
-0.006,0,0.048,-0.006,0.019,-0.011
-0.006,-0.001,0.049,-0.006,0.019,-0.011
-0.006,-0.001,0.049,-0.006,0.018,-0.01
-0.007,-0.001,0.049,-0.007,0.018,-0.01
-0.007,-0.002,0.049,-0.007,0.017,-0.01
-0.008,-0.002,0.05,-0.008,0.017,-0.009
-0.009,-0.002,0.05,-0.009,0.016,-0.009
-0.01,-0.003,0.05,-0.01,0.014,-0.009
-0.01,-0.003,0.05,-0.01,0.013,-0.009
-0.011,-0.003,0.05,-0.011,0.011,-0.009
-0.012,-0.003,0.05,-0.012,0.009,-0.009
-0.013,-0.003,0.05,-0.013,0.007,-0.008
-0.014,-0.003,0.05,-0.014,0.005,-0.009
-0.015,-0.003,0.05,-0.015,0.003,-0.009
-0.016,-0.003,0.05,-0.016,0,-0.009
-0.017,-0.003,0.05,-0.017,-0.002,-0.009
-0.018,-0.003,0.05,-0.018,-0.004,-0.009
-0.019,-0.003,0.049,-0.019,-0.007,-0.009
-0.02,-0.002,0.049,-0.02,-0.009,-0.009
-0.02,-0.002,0.049,-0.02,-0.012,-0.01
-0.021,-0.002,0.049,-0.021,-0.014,-0.01
-0.022,-0.001,0.049,-0.022,-0.017,-0.01
-0.022,-0.001,0.049,-0.022,-0.019,-0.011
-0.022,0,0.049,-0.022,-0.021,-0.011
-0.023,0,0.048,-0.023,-0.023,-0.012
-0.023,0.001,0.048,-0.023,-0.025,-0.012
-0.023,0.002,0.048,-0.023,-0.026,-0.013
-0.023,0.002,0.048,-0.023,-0.028,-0.013
-0.022,0.003,0.048,-0.022,-0.029,-0.013
-0.022,0.004,0.048,-0.022,-0.03,-0.014
-0.021,0.004,0.047,-0.021,-0.031,-0.015
-0.02,0.005,0.047,-0.02,-0.031,-0.015
-0.019,0.005,0.047,-0.019,-0.032,-0.016
-0.018,0.006,0.047,-0.018,-0.032,-0.016
-0.017,0.006,0.046,-0.017,-0.032,-0.017
-0.015,0.007,0.046,-0.015,-0.032,-0.017
-0.014,0.007,0.046,-0.014,-0.032,-0.018
-0.012,0.007,0.046,-0.012,-0.031,-0.018
-0.011,0.007,0.045,-0.011,-0.031,-0.018
-0.009,0.007,0.045,-0.009,-0.03,-0.019
-0.008,0.007,0.045,-0.008,-0.029,-0.019
-0.006,0.007,0.044,-0.006,-0.028,-0.02
-0.004,0.007,0.044,-0.004,-0.027,-0.02
-0.003,0.007,0.044,-0.003,-0.026,-0.02
-0.001,0.006,0.043,-0.001,-0.025,-0.021
0,0.006,0.043,0,-0.023,-0.021
0.002,0.005,0.042,0.002,-0.022,-0.021
0.003,0.005,0.042,0.003,-0.021,-0.021
