-0.045,-0.04,0.013,0.019,-0.016,0.042,0.047,-0.087,-0.04,-0.063,-0.063,0,0,0.035,0,0,0.017,-0.011,-0.011,0.018,0.055,0,0.016,0,-0.011,0.028,0.054
-0.046,-0.042,0.012,0.02,-0.016,0.043,0.046,-0.089,-0.042,-0.063,-0.063,0.022,0.022,0.035,0.04,0.01,0.018,-0.011,-0.012,0.018,0.054,-0.025,0.017,0.001,-0.011,0.028,0.054
-0.047,-0.043,0.011,0.02,-0.016,0.043,0.044,-0.091,-0.043,-0.062,-0.062,0.021,0.021,0.035,0.039,0.01,0.019,-0.011,-0.013,0.019,0.053,-0.024,0.017,0.001,-0.01,0.028,0.054
-0.047,-0.044,0.011,0.02,-0.017,0.044,0.043,-0.093,-0.044,-0.061,-0.061,0.021,0.021,0.035,0.039,0.01,0.021,-0.012,-0.014,0.02,0.052,-0.024,0.017,0.001,-0.01,0.028,0.055
-0.048,-0.045,0.011,0.02,-0.017,0.044,0.041,-0.095,-0.045,-0.061,-0.061,0.02,0.02,0.034,0.038,0.011,0.022,-0.012,-0.015,0.021,0.051,-0.023,0.017,0.001,-0.01,0.027,0.055
-0.048,-0.046,0.011,0.02,-0.017,0.044,0.039,-0.097,-0.046,-0.061,-0.061,0.019,0.019,0.034,0.038,0.011,0.023,-0.012,-0.016,0.022,0.049,-0.022,0.017,0.001,-0.01,0.027,0.055
-0.049,-0.046,0.011,0.02,-0.018,0.045,0.038,-0.099,-0.046,-0.061,-0.061,0.019,0.019,0.033,0.037,0.011,0.024,-0.013,-0.016,0.023,0.048,-0.021,0.017,0.001,-0.009,0.027,0.055
-0.049,-0.046,0.011,0.019,-0.019,0.045,0.036,-0.101,-0.046,-0.061,-0.061,0.018,0.018,0.033,0.037,0.012,0.025,-0.013,-0.016,0.024,0.047,-0.02,0.017,0.001,-0.009,0.026,0.054
-0.05,-0.046,0.012,0.019,-0.019,0.044,0.035,-0.103,-0.046,-0.061,-0.061,0.017,0.017,0.032,0.037,0.012,0.026,-0.014,-0.016,0.025,0.045,-0.019,0.017,0.002,-0.008,0.026,0.054
-0.05,-0.046,0.013,0.018,-0.02,0.044,0.033,-0.105,-0.046,-0.061,-0.061,0.017,0.017,0.031,0.036,0.013,0.027,-0.014,-0.016,0.026,0.044,-0.017,0.017,0.002,-0.007,0.025,0.053
-0.051,-0.045,0.014,0.018,-0.02,0.044,0.032,-0.106,-0.045,-0.062,-0.062,0.016,0.016,0.03,0.036,0.014,0.027,-0.015,-0.016,0.027,0.043,-0.016,0.017,0.003,-0.007,0.025,0.053
-0.051,-0.044,0.015,0.017,-0.021,0.043,0.031,-0.107,-0.044,-0.063,-0.063,0.016,0.016,0.029,0.035,0.015,0.028,-0.015,-0.015,0.028,0.042,-0.014,0.017,0.003,-0.006,0.024,0.052
-0.051,-0.043,0.016,0.016,-0.022,0.043,0.03,-0.108,-0.043,-0.064,-0.064,0.015,0.015,0.028,0.035,0.016,0.028,-0.016,-0.015,0.029,0.041,-0.013,0.017,0.003,-0.006,0.024,0.051
-0.051,-0.042,0.018,0.015,-0.023,0.042,0.029,-0.109,-0.042,-0.065,-0.065,0.015,0.015,0.028,0.035,0.017,0.028,-0.016,-0.014,0.03,0.04,-0.011,0.016,0.004,-0.005,0.023,0.05
