Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,0.222,0.233,0.207,0.151,0.219,0.215,0.372,0.222,0.221
,0.179,0.193,0.162,0.118,0.173,0.172,0.327,0.179,0.177
,0.141,0.157,0.127,0.096,0.135,0.138,0.27,0.141,0.136
,0.116,0.132,0.108,0.085,0.111,0.119,0.22,0.116,0.109
,0.104,0.119,0.099,0.078,0.098,0.109,0.189,0.104,0.099
,0.098,0.109,0.091,0.068,0.087,0.099,0.174,0.098,0.095
,0.088,0.098,0.077,0.055,0.072,0.085,0.163,0.088,0.088
,0.073,0.081,0.057,0.04,0.052,0.065,0.145,0.073,0.074
,0.054,0.062,0.036,0.026,0.031,0.044,0.118,0.054,0.054
,0.036,0.044,0.02,0.015,0.015,0.027,0.086,0.036,0.036
,0.022,0.03,0.01,0.006,0.004,0.016,0.057,0.022,0.022
,0.012,0.02,0.005,-0.003,-0.003,0.009,0.036,0.012,0.014
,0.005,0.011,0.001,-0.011,-0.007,0.002,0.023,0.005,0.008
,-0.002,0.003,-0.006,-0.018,-0.013,-0.005,0.014,-0.002,0.002
,-0.009,-0.006,-0.014,-0.023,-0.019,-0.013,0.006,-0.009,-0.005
,-0.016,-0.014,-0.02,-0.024,-0.025,-0.021,-0.004,-0.016,-0.011
,-0.023,-0.02,-0.024,-0.023,-0.03,-0.026,-0.014,-0.023,-0.016
,-0.028,-0.023,-0.026,-0.023,-0.035,-0.028,-0.024,-0.028,-0.02
,-0.033,-0.025,-0.027,-0.026,-0.038,-0.028,-0.032,-0.033,-0.023
,-0.037,-0.027,-0.029,-0.031,-0.04,-0.027,-0.038,-0.037,-0.026
,-0.041,-0.03,-0.032,-0.037,-0.042,-0.027,-0.042,-0.041,-0.028
,-0.043,-0.034,-0.035,-0.04,-0.043,-0.029,-0.044,-0.043,-0.03
,-0.043,-0.038,-0.037,-0.038,-0.042,-0.032,-0.047,-0.043,-0.03
,-0.039,-0.039,-0.036,-0.034,-0.041,-0.035,-0.048,-0.039,-0.029
,-0.035,-0.039,-0.034,-0.029,-0.038,-0.036,-0.048,-0.035,-0.028
,-0.031,-0.037,-0.03,-0.025,-0.035,-0.036,-0.048,-0.031,-0.027
,-0.03,-0.035,-0.027,-0.023,-0.031,-0.034,-0.048,-0.03,-0.027
,-0.03,-0.034,-0.025,-0.024,-0.028,-0.032,-0.048,-0.03,-0.028
,-0.031,-0.033,-0.024,-0.025,-0.026,-0.031,-0.048,-0.031,-0.028
,-0.032,-0.032,-0.024,-0.025,-0.026,-0.03,-0.048,-0.032,-0.028
,-0.031,-0.031,-0.024,-0.023,-0.028,-0.029,-0.047,-0.031,-0.026
,-0.029,-0.032,-0.024,-0.019,-0.03,-0.029,-0.047,-0.029,-0.023
,-0.027,-0.033,-0.023,-0.015,-0.033,-0.028,-0.046,-0.027,-0.02
,-0.027,-0.034,-0.021,-0.011,-0.033,-0.028,-0.045,-0.027,-0.017
,-0.027,-0.033,-0.018,-0.009,-0.031,-0.026,-0.042,-0.027,-0.016
,-0.028,-0.031,-0.016,-0.009,-0.026,-0.023,-0.038,-0.028,-0.015
,-0.027,-0.026,-0.014,-0.009,-0.019,-0.019,-0.033,-0.027,-0.015
,-0.024,-0.021,-0.013,-0.008,-0.012,-0.015,-0.029,-0.024,-0.015
,-0.021,-0.017,-0.011,-0.007,-0.008,-0.011,-0.026,-0.021,-0.016
,-0.018,-0.015,-0.01,-0.005,-0.006,-0.008,-0.025,-0.018,-0.016
,-0.017,-0.015,-0.008,-0.002,-0.006,-0.007,-0.025,-0.017,-0.015
,-0.017,-0.016,-0.006,0.002,-0.006,-0.007,-0.024,-0.017,-0.011
,-0.016,-0.015,-0.004,0.006,-0.005,-0.006,-0.021,-0.016,-0.007
,-0.014,-0.013,-0.002,0.01,-0.001,-0.005,-0.018,-0.014,-0.002
,-0.011,-0.007,0,0.012,0.004,-0.002,-0.014,-0.011,0.002
,-0.005,0,0.003,0.012,0.01,0.002,-0.01,-0.005,0.003
,0,0.007,0.006,0.01,0.014,0.007,-0.006,0,0.004
,0.005,0.013,0.01,0.008,0.017,0.013,-0.002,0.005,0.003
,0.007,0.014,0.013,0.007,0.017,0.016,0.002,0.007,0.004
,0.008,0.012,0.014,0.009,0.016,0.017,0.005,0.008,0.005
,0.007,0.007,0.012,0.012,0.014,0.016,0.006,0.007,0.006
,0.006,0.001,0.01,0.016,0.012,0.012,0.006,0.006,0.007
,0.006,-0.003,0.008,0.018,0.011,0.009,0.005,0.006,0.006
,0.006,-0.003,0.007,0.018,0.01,0.007,0.005,0.006,0.004
,0.007,0.001,0.008,0.016,0.01,0.006,0.007,0.007,0.002
,0.006,0.006,0.009,0.013,0.011,0.006,0.01,0.006,0.002
,0.006,0.011,0.009,0.011,0.012,0.006,0.012,0.006,0.004
,0.005,0.012,0.009,0.01,0.013,0.005,0.013,0.005,0.007
,0.005,0.011,0.008,0.011,0.012,0.004,0.012,0.005,0.01
,0.006,0.007,0.008,0.012,0.01,0.003,0.011,0.006,0.011
,0.006,0.004,0.008,0.014,0.008,0.003,0.01,0.006,0.01
,0.006,0.004,0.007,0.014,0.006,0.004,0.01,0.006,0.007
,0.005,0.005,0.006,0.014,0.006,0.006,0.01,0.005,0.004
,0.003,0.007,0.005,0.012,0.007,0.008,0.01,0.003,0.003
,0.002,0.009,0.006,0.01,0.008,0.009,0.01,0.002,0.004
,0.002,0.009,0.007,0.007,0.01,0.009,0.01,0.002,0.006
,0.003,0.008,0.008,0.006,0.01,0.009,0.01,0.003,0.007
,0.004,0.008,0.008,0.007,0.009,0.009,0.011,0.004,0.008
,0.004,0.009,0.007,0.008,0.009,0.009,0.011,0.004,0.007
,0.004,0.01,0.006,0.008,0.008,0.009,0.012,0.004,0.006
,0.004,0.011,0.005,0.007,0.007,0.008,0.012,0.004,0.004
,0.005,0.011,0.005,0.003,0.004,0.008,0.012,0.005,0.003
,0.007,0.009,0.006,-0.002,0.001,0.007,0.011,0.007,0.003
,0.008,0.007,0.006,-0.006,-0.002,0.007,0.009,0.008,0.003
,0.008,0.004,0.005,-0.006,-0.005,0.007,0.007,0.008,0.003
,0.006,0.001,0.003,-0.003,-0.006,0.006,0.005,0.006,0.003
,0.003,0,0.002,0.001,-0.004,0.005,0.004,0.003,0.004
,0.001,0,0.002,0.005,-0.002,0.003,0.004,0.001,0.005
,0.001,0,0.004,0.005,0.001,0.001,0.005,0.001,0.006
,0.002,0.001,0.005,0.003,0.002,0,0.006,0.002,0.005
,0.004,0.003,0.006,-0.001,0.003,-0.001,0.006,0.004,0.005
,0.005,0.004,0.004,-0.005,0.003,-0.001,0.005,0.005,0.003
,0.005,0.004,0.002,-0.006,0.004,0,0.003,0.005,0.002
,0.004,0.004,0.001,-0.004,0.004,0.002,0.002,0.004,0.002
,0.003,0.003,0.001,0,0.005,0.004,0.002,0.003,0.003
,0.004,0.001,0.004,0.005,0.007,0.005,0.003,0.004,0.006
,0.006,-0.001,0.007,0.009,0.008,0.005,0.005,0.006,0.01
,0.01,-0.001,0.01,0.012,0.008,0.004,0.007,0.01,0.013
,0.014,0,0.011,0.014,0.007,0.002,0.008,0.014,0.014
,0.015,0.002,0.011,0.016,0.007,0.002,0.008,0.015,0.014
,0.014,0.006,0.01,0.015,0.007,0.003,0.007,0.014,0.012
,0.01,0.01,0.008,0.013,0.008,0.006,0.006,0.01,0.011
,0.006,0.012,0.007,0.01,0.009,0.008,0.007,0.006,0.011
,0.004,0.012,0.005,0.006,0.009,0.01,0.008,0.004,0.012
,0.004,0.008,0.004,0.004,0.009,0.011,0.009,0.004,0.012
,0.005,0.003,0.004,0.003,0.008,0.011,0.009,0.005,0.01
,0.006,-0.002,0.004,0.004,0.006,0.011,0.008,0.006,0.006
,0.006,-0.006,0.003,0.004,0.005,0.01,0.006,0.006,0.001
,0.004,-0.007,0.002,0.004,0.004,0.009,0.003,0.004,-0.002
,0.001,-0.007,0,0.004,0.005,0.007,0.002,0.001,-0.003
,-0.001,-0.006,-0.002,0.003,0.006,0.005,0,-0.001,-0.001
,-0.001,-0.005,-0.003,0.002,0.007,0.005,0,-0.001,0.002
,0.001,-0.005,-0.001,0.002,0.007,0.005,0,0.001,0.004
,0.004,-0.006,0.002,0.001,0.007,0.006,0,0.004,0.005
,0.005,-0.006,0.005,0.001,0.006,0.006,0.001,0.005,0.004
,0.003,-0.006,0.006,0,0.004,0.005,0.002,0.003,0.003
,-0.001,-0.006,0.005,-0.001,0.003,0.003,0.002,-0.001,0.001
,-0.006,-0.005,0.002,-0.002,0.002,0,0.003,-0.006,-0.001
,-0.009,-0.005,0,-0.002,0.001,-0.001,0.003,-0.009,-0.003
,-0.01,-0.006,-0.002,-0.003,-0.001,-0.001,0.002,-0.01,-0.005
,-0.009,-0.006,-0.001,-0.003,-0.002,0.001,0.001,-0.009,-0.005
,-0.008,-0.007,-0.001,-0.003,-0.004,0.002,0,-0.008,-0.005
,-0.008,-0.008,-0.001,-0.002,-0.006,0.001,-0.002,-0.008,-0.003
,-0.009,-0.01,-0.001,-0.001,-0.006,-0.001,-0.003,-0.009,0
,-0.011,-0.012,-0.002,0,-0.006,-0.004,-0.005,-0.011,0.002
,-0.013,-0.013,-0.002,0,-0.007,-0.005,-0.008,-0.013,0.003
,-0.014,-0.013,-0.001,0,-0.007,-0.004,-0.011,-0.014,0.003
,-0.013,-0.012,0,-0.002,-0.008,-0.001,-0.014,-0.013,0.003
,-0.011,-0.008,0,-0.004,-0.009,0,-0.016,-0.011,0.002
,-0.01,-0.005,-0.002,-0.006,-0.009,-0.001,-0.017,-0.01,0.001
,-0.008,-0.002,-0.006,-0.007,-0.007,-0.004,-0.017,-0.008,-0.001
,-0.008,-0.002,-0.009,-0.007,-0.004,-0.007,-0.016,-0.008,-0.003
,-0.007,-0.002,-0.011,-0.006,-0.001,-0.009,-0.015,-0.007,-0.005
,-0.006,-0.002,-0.01,-0.004,0,-0.008,-0.015,-0.006,-0.005
,-0.004,0,-0.008,-0.003,0,-0.007,-0.015,-0.004,-0.004
,-0.002,0.004,-0.006,-0.002,0,-0.005,-0.014,-0.002,-0.002
,-0.002,0.008,-0.003,-0.001,0.001,-0.005,-0.013,-0.002,0
,-0.002,0.01,-0.001,-0.002,0.004,-0.005,-0.01,-0.002,0.001
,-0.002,0.009,0,-0.003,0.008,-0.004,-0.006,-0.002,0
,-0.002,0.005,-0.001,-0.005,0.011,-0.004,-0.002,-0.002,-0.002
,-0.001,-0.001,-0.002,-0.007,0.011,-0.004,0.001,-0.001,-0.004
,0,-0.006,-0.004,-0.008,0.008,-0.004,0.002,0,-0.006
,0,-0.006,-0.005,-0.008,0.004,-0.005,0.001,0,-0.006
,-0.001,-0.002,-0.006,-0.007,0,-0.007,-0.003,-0.001,-0.006
,-0.002,0.004,-0.007,-0.006,0,-0.008,-0.006,-0.002,-0.005
,-0.002,0.009,-0.008,-0.006,0.001,-0.008,-0.009,-0.002,-0.004
,-0.001,0.009,-0.009,-0.008,0.003,-0.008,-0.011,-0.001,-0.003
,0.001,0.005,-0.011,-0.01,0.004,-0.006,-0.01,0.001,-0.004
,0.003,-0.002,-0.012,-0.012,0.002,-0.005,-0.009,0.003,-0.005
,0.005,-0.007,-0.011,-0.013,-0.001,-0.005,-0.008,0.005,-0.007
,0.005,-0.008,-0.01,-0.013,-0.004,-0.006,-0.008,0.005,-0.008
,0.005,-0.004,-0.008,-0.011,-0.007,-0.009,-0.007,0.005,-0.008
,0.004,0.002,-0.007,-0.01,-0.008,-0.012,-0.006,0.004,-0.006
,0.002,0.009,-0.007,-0.01,-0.009,-0.014,-0.004,0.002,-0.005
,-0.001,0.014,-0.008,-0.011,-0.009,-0.015,-0.001,-0.001,-0.005
,-0.003,0.015,-0.01,-0.011,-0.008,-0.015,0.002,-0.003,-0.007
,-0.004,0.012,-0.01,-0.01,-0.008,-0.014,0.004,-0.004,-0.01
,-0.003,0.008,-0.009,-0.008,-0.007,-0.012,0.004,-0.003,-0.012
,-0.001,0.005,-0.008,-0.005,-0.007,-0.009,0.004,-0.001,-0.012
,0.001,0.004,-0.007,-0.003,-0.008,-0.007,0.002,0.001,-0.011
,0.002,0.006,-0.005,-0.004,-0.01,-0.005,0,0.002,-0.01
,0.002,0.007,-0.003,-0.007,-0.012,-0.003,-0.002,0.002,-0.008
,0,0.008,-0.002,-0.01,-0.013,-0.002,-0.004,0,-0.008
,-0.002,0.006,-0.002,-0.012,-0.014,-0.003,-0.005,-0.002,-0.008
,-0.004,0.003,-0.003,-0.012,-0.015,-0.006,-0.005,-0.004,-0.008
,-0.004,0,-0.005,-0.008,-0.016,-0.008,-0.002,-0.004,-0.009
,-0.003,-0.003,-0.006,-0.004,-0.016,-0.008,0.002,-0.003,-0.008
,-0.002,-0.005,-0.006,-0.001,-0.016,-0.006,0.006,-0.002,-0.007
,0,-0.007,-0.004,-0.001,-0.016,-0.002,0.007,0,-0.005
,0.001,-0.011,-0.003,-0.003,-0.015,0.001,0.005,0.001,-0.004
,0.002,-0.015,-0.002,-0.006,-0.013,0.002,0.001,0.002,-0.003
,0.003,-0.019,-0.002,-0.007,-0.011,0.001,-0.003,0.003,-0.004
,0.003,-0.02,-0.001,-0.007,-0.009,-0.002,-0.007,0.003,-0.005
,0.004,-0.018,0,-0.006,-0.008,-0.004,-0.008,0.004,-0.005
,0.006,-0.013,0,-0.005,-0.008,-0.003,-0.008,0.006,-0.003
,0.008,-0.007,0,-0.005,-0.007,0,-0.006,0.008,-0.001
,0.01,-0.002,-0.001,-0.004,-0.006,0.004,-0.005,0.01,0.002
,0.011,0.001,-0.002,-0.002,-0.004,0.006,-0.004,0.011,0.005
,0.01,0.003,-0.002,0.001,-0.001,0.007,-0.003,0.01,0.006
,0.009,0.005,0,0.004,0.002,0.006,-0.001,0.009,0.005
,0.005,0.005,0.003,0.006,0.003,0.005,0.001,0.005,0.004
,0.002,0.005,0.006,0.008,0.004,0.005,0.003,0.002,0.004
,-0.001,0.001,0.007,0.008,0.004,0.007,0.004,-0.001,0.003
,-0.003,-0.007,0.007,0.008,0.004,0.008,0.003,-0.003,0.003
,-0.004,-0.015,0.006,0.008,0.005,0.008,0,-0.004,0.004
,-0.005,-0.022,0.005,0.007,0.006,0.005,-0.005,-0.005,0.005
,-0.005,-0.025,0.005,0.006,0.007,0.001,-0.01,-0.005,0.005
,-0.006,-0.022,0.005,0.005,0.005,-0.002,-0.013,-0.006,0.004
,-0.007,-0.015,0.004,0.003,0.002,-0.003,-0.014,-0.007,0.002
,-0.006,-0.009,0.003,0.002,-0.001,-0.002,-0.015,-0.006,0
,-0.004,-0.005,0,0,-0.003,-0.001,-0.015,-0.004,0
,-0.001,-0.005,-0.002,0,-0.002,0,-0.016,-0.001,0.001
,0.004,-0.007,-0.003,0.001,0,0.001,-0.017,0.004,0.002
,0.007,-0.007,-0.002,0.003,0.001,0.002,-0.016,0.007,0.002
,0.007,-0.005,0.002,0.007,0,0.003,-0.013,0.007,0.001
,0.004,0.001,0.004,0.009,-0.002,0.004,-0.008,0.004,-0.001
,-0.003,0.009,0.005,0.01,-0.005,0.006,-0.003,-0.003,-0.003
,-0.011,0.017,0.003,0.007,-0.005,0.006,0.001,-0.011,-0.002
,-0.018,0.023,0.001,0.001,-0.003,0.003,0.001,-0.018,0.002
,-0.023,0.025,-0.003,-0.005,0.001,-0.002,-0.001,-0.023,0.007
,-0.024,0.025,-0.005,-0.009,0.004,-0.009,-0.005,-0.024,0.011
,-0.021,0.024,-0.007,-0.01,0.005,-0.015,-0.009,-0.021,0.011
,-0.017,0.024,-0.009,-0.008,0.004,-0.018,-0.012,-0.017,0.008
,-0.013,0.026,-0.012,-0.006,0.002,-0.016,-0.014,-0.013,0.003
,-0.011,0.031,-0.014,-0.006,0,-0.012,-0.014,-0.011,-0.002
,-0.011,0.039,-0.015,-0.009,0,-0.007,-0.015,-0.011,-0.006
,-0.013,0.049,-0.014,-0.013,0.001,-0.004,-0.015,-0.013,-0.007
,-0.013,0.058,-0.012,-0.017,0.001,-0.002,-0.015,-0.013,-0.006
,-0.01,0.065,-0.008,-0.017,0.002,-0.002,-0.014,-0.01,-0.007
,-0.007,0.07,-0.004,-0.012,0.002,-0.003,-0.011,-0.007,-0.009
,-0.002,0.075,0,-0.005,0.001,-0.004,-0.006,-0.002,-0.012
,0.002,0.079,0.002,0.002,0,-0.005,-0.002,0.002,-0.016
,0.004,0.083,0.001,0.004,-0.001,-0.006,0.001,0.004,-0.018
,0.007,0.085,-0.002,0.001,-0.003,-0.009,0.004,0.007,-0.018
,0.011,0.084,-0.008,-0.005,-0.006,-0.013,0.005,0.011,-0.014
,0.016,0.08,-0.014,-0.012,-0.007,-0.017,0.008,0.016,-0.008
,0.021,0.072,-0.02,-0.017,-0.008,-0.021,0.012,0.021,-0.002
,0.024,0.063,-0.022,-0.018,-0.008,-0.022,0.017,0.024,0.001
,0.024,0.055,-0.021,-0.016,-0.007,-0.02,0.022,0.024,0.002
,0.023,0.048,-0.016,-0.013,-0.006,-0.016,0.028,0.023,0
,0.024,0.042,-0.01,-0.01,-0.006,-0.01,0.032,0.024,-0.004
,0.029,0.036,-0.005,-0.008,-0.005,-0.005,0.034,0.029,-0.008
,0.038,0.029,-0.001,-0.005,-0.003,-0.003,0.037,0.038,-0.012
,0.049,0.021,0,-0.003,-0.001,-0.001,0.041,0.049,-0.016
,0.057,0.011,-0.001,0.001,0.003,0,0.048,0.057,-0.018
,0.062,0.002,-0.001,0.004,0.005,0.003,0.058,0.062,-0.019
,0.063,-0.009,0.001,0.006,0.005,0.006,0.071,0.063,-0.018
,0.063,-0.019,0.006,0.007,0.002,0.009,0.085,0.063,-0.016
,0.064,-0.031,0.011,0.007,-0.003,0.011,0.098,0.064,-0.012
,0.067,-0.042,0.016,0.007,-0.009,0.013,0.109,0.067,-0.008
,0.07,-0.05,0.018,0.009,-0.013,0.015,0.115,0.07,-0.003
,0.069,-0.055,0.018,0.012,-0.015,0.018,0.117,0.069,-0.001
,0.064,-0.058,0.019,0.017,-0.014,0.022,0.114,0.064,-0.001
,0.057,-0.06,0.021,0.022,-0.012,0.025,0.106,0.057,-0.002
,0.048,-0.065,0.023,0.026,-0.01,0.027,0.096,0.048,-0.002
,0.04,-0.073,0.026,0.029,-0.008,0.029,0.084,0.04,0
,0.034,-0.081,0.029,0.032,-0.008,0.031,0.073,0.034,0.003
,0.031,-0.085,0.032,0.035,-0.01,0.035,0.063,0.031,0.008
,0.027,-0.083,0.037,0.04,-0.011,0.042,0.054,0.027,0.013
,0.021,-0.075,0.045,0.047,-0.012,0.052,0.044,0.021,0.017
,0.013,-0.064,0.055,0.055,-0.011,0.061,0.033,0.013,0.019
,0.001,-0.051,0.066,0.063,-0.007,0.069,0.02,0.001,0.02
,-0.011,-0.041,0.076,0.072,-0.002,0.076,0.008,-0.011,0.021
,-0.021,-0.032,0.085,0.081,0.004,0.082,-0.001,-0.021,0.022
,-0.029,-0.022,0.091,0.089,0.007,0.087,-0.009,-0.029,0.025
,-0.034,-0.009,0.094,0.093,0.009,0.091,-0.017,-0.034,0.03
,-0.037,0.007,0.092,0.092,0.009,0.091,-0.027,-0.037,0.038
,-0.04,0.023,0.085,0.087,0.009,0.084,-0.04,-0.04,0.047
,-0.044,0.036,0.073,0.078,0.011,0.073,-0.055,-0.044,0.056
,-0.051,0.041,0.06,0.068,0.014,0.059,-0.068,-0.051,0.064
,-0.059,0.038,0.049,0.059,0.017,0.047,-0.075,-0.059,0.071
,-0.067,0.03,0.042,0.051,0.021,0.04,-0.077,-0.067,0.079
,-0.073,0.019,0.037,0.044,0.026,0.037,-0.078,-0.073,0.085
,-0.075,0.009,0.034,0.035,0.032,0.036,-0.081,-0.075,0.088
,-0.073,0.002,0.028,0.026,0.041,0.031,-0.088,-0.073,0.087
,-0.067,-0.003,0.019,0.017,0.052,0.021,-0.096,-0.067,0.08
,-0.058,-0.007,0.009,0.009,0.064,0.007,-0.102,-0.058,0.069
,-0.046,-0.01,-0.001,0.003,0.075,-0.007,-0.101,-0.046,0.059
,-0.034,-0.012,-0.008,-0.004,0.084,-0.018,-0.092,-0.034,0.052
,-0.024,-0.014,-0.015,-0.011,0.091,-0.025,-0.08,-0.024,0.047
,-0.013,-0.016,-0.024,-0.02,0.096,-0.03,-0.067,-0.013,0.045
,0,-0.017,-0.034,-0.03,0.096,-0.036,-0.058,0,0.042
,0.015,-0.016,-0.045,-0.04,0.092,-0.043,-0.051,0.015,0.037
,0.032,-0.014,-0.054,-0.049,0.084,-0.051,-0.043,0.032,0.03
,0.047,-0.011,-0.059,-0.055,0.074,-0.058,-0.03,0.047,0.02
,0.056,-0.007,-0.06,-0.059,0.062,-0.063,-0.012,0.056,0.008
,0.056,-0.004,-0.061,-0.063,0.052,-0.067,0.007,0.056,-0.006
,0.048,-0.004,-0.065,-0.068,0.045,-0.072,0.021,0.048,-0.021
,0.035,-0.005,-0.073,-0.075,0.039,-0.079,0.026,0.035,-0.033
,0.024,-0.006,-0.082,-0.083,0.035,-0.086,0.022,0.024,-0.042
,0.017,-0.006,-0.088,-0.088,0.03,-0.088,0.014,0.017,-0.048
,0.014,-0.004,-0.087,-0.087,0.022,-0.084,0.007,0.014,-0.052
,0.013,0,-0.078,-0.081,0.011,-0.074,0.003,0.013,-0.055
,0.009,0.004,-0.064,-0.072,-0.001,-0.06,0.002,0.009,-0.059
,0.002,0.006,-0.049,-0.062,-0.013,-0.046,0.003,0.002,-0.064
,-0.006,0.006,-0.038,-0.052,-0.024,-0.034,0.003,-0.006,-0.071
,-0.013,0.005,-0.029,-0.042,-0.033,-0.025,0.002,-0.013,-0.077
,-0.018,0.003,-0.021,-0.031,-0.039,-0.015,0.001,-0.018,-0.081
,-0.021,0.002,-0.01,-0.016,-0.045,-0.002,0.001,-0.021,-0.081
,-0.022,0.001,0.006,0.002,-0.051,0.013,0.004,-0.022,-0.078
,-0.021,0.001,0.024,0.021,-0.056,0.028,0.007,-0.021,-0.07
,-0.019,0,0.039,0.038,-0.063,0.039,0.009,-0.019,-0.06
,-0.016,-0.002,0.046,0.049,-0.069,0.042,0.012,-0.016,-0.049
,-0.014,-0.003,0.044,0.052,-0.074,0.038,0.014,-0.014,-0.037
,-0.012,-0.003,0.036,0.048,-0.078,0.031,0.015,-0.012,-0.026
,-0.012,-0.003,0.025,0.038,-0.078,0.022,0.016,-0.012,-0.014
,-0.014,-0.003,0.017,0.026,-0.075,0.014,0.015,-0.014,-0.001
,-0.016,-0.005,0.011,0.014,-0.071,0.007,0.012,-0.016,0.013
,-0.018,-0.007,0.007,0.003,-0.066,0,0.007,-0.018,0.027
,-0.018,-0.01,0.002,-0.004,-0.06,-0.006,0.004,-0.018,0.036
,-0.019,-0.011,-0.004,-0.009,-0.053,-0.011,0.002,-0.019,0.04
,-0.019,-0.012,-0.011,-0.011,-0.043,-0.014,0.002,-0.019,0.037
,-0.019,-0.012,-0.017,-0.012,-0.03,-0.016,0.003,-0.019,0.03
,-0.018,-0.01,-0.02,-0.013,-0.015,-0.015,0.004,-0.018,0.021
,-0.016,-0.008,-0.019,-0.012,0.003,-0.013,0.003,-0.016,0.013
,-0.013,-0.005,-0.016,-0.011,0.019,-0.011,0.002,-0.013,0.007
,-0.011,-0.002,-0.011,-0.01,0.032,-0.009,-0.001,-0.011,0.004
,-0.011,0,-0.006,-0.008,0.038,-0.006,-0.003,-0.011,0.001
,-0.011,0,-0.003,-0.007,0.038,-0.004,-0.003,-0.011,-0.001
,-0.01,-0.001,-0.003,-0.007,0.034,-0.002,-0.003,-0.01,-0.004
,-0.008,-0.003,-0.003,-0.007,0.028,0,-0.001,-0.008,-0.006
,-0.004,-0.004,-0.004,-0.008,0.022,0.002,0.001,-0.004,-0.007
,-0.001,-0.002,-0.003,-0.007,0.017,0.003,0.003,-0.001,-0.007
,-0.001,0.001,-0.002,-0.005,0.011,0.003,0.004,-0.001,-0.007
,-0.004,0.005,-0.001,-0.003,0.005,0.002,0.004,-0.004,-0.008
,-0.008,0.007,0.001,-0.001,0,0.001,0.002,-0.008,-0.009
,-0.01,0.008,0.001,-0.001,-0.005,0.001,-0.001,-0.01,-0.01
,-0.009,0.006,0.001,-0.001,-0.007,0.002,-0.003,-0.009,-0.01
,-0.006,0.002,0.001,0,-0.008,0.004,-0.005,-0.006,-0.009
,-0.001,-0.001,0,0.002,-0.008,0.005,-0.006,-0.001,-0.006
,0.002,-0.001,0,0.005,-0.009,0.004,-0.006,0.002,-0.003
,0.001,0.001,-0.001,0.006,-0.009,0,-0.006,0.001,-0.001
,-0.002,0.004,-0.001,0.005,-0.01,-0.004,-0.005,-0.002,-0.001
,-0.005,0.007,-0.001,0.002,-0.009,-0.007,-0.005,-0.005,-0.002
,-0.007,0.008,-0.002,-0.001,-0.006,-0.007,-0.004,-0.007,-0.002
,-0.006,0.008,-0.003,-0.005,-0.003,-0.004,-0.003,-0.006,0
,-0.004,0.009,-0.004,-0.006,0,0,-0.003,-0.004,0.002
,-0.001,0.011,-0.005,-0.006,0.002,0.003,-0.004,-0.001,0.003
,0,0.011,-0.005,-0.005,0.001,0.004,-0.005,0,0.002
,0.001,0.01,-0.005,-0.004,0,0.001,-0.006,0.001,-0.002
,0.001,0.007,-0.006,-0.004,-0.003,-0.003,-0.006,0.001,-0.007
,0.002,0.003,-0.007,-0.004,-0.004,-0.007,-0.005,0.002,-0.011
,0.004,-0.001,-0.008,-0.004,-0.005,-0.007,-0.002,0.004,-0.011
,0.006,-0.002,-0.008,-0.005,-0.005,-0.006,0.001,0.006,-0.008
,0.007,-0.002,-0.006,-0.007,-0.003,-0.005,0.002,0.007,-0.004
,0.008,-0.002,-0.003,-0.008,-0.001,-0.004,0.002,0.008,0
,0.007,-0.002,0,-0.008,0.001,-0.005,0.001,0.007,0.001
,0.007,-0.004,0.001,-0.008,0.001,-0.007,-0.001,0.007,-0.001
,0.006,-0.008,0,-0.008,-0.002,-0.008,-0.002,0.006,-0.003
,0.005,-0.011,-0.002,-0.007,-0.007,-0.009,-0.002,0.005,-0.005
,0.004,-0.013,-0.005,-0.005,-0.011,-0.008,-0.002,0.004,-0.007
,0.003,-0.013,-0.006,-0.004,-0.013,-0.006,-0.001,0.003,-0.008
,0.003,-0.012,-0.005,-0.002,-0.012,-0.003,0,0.003,-0.009
,0.004,-0.011,-0.002,-0.001,-0.01,0,0.002,0.004,-0.009
,0.007,-0.01,0.001,-0.001,-0.008,0.001,0.004,0.007,-0.008
,0.009,-0.008,0.003,-0.001,-0.008,0.002,0.007,0.009,-0.006
,0.009,-0.007,0.003,0,-0.01,0.001,0.009,0.009,-0.005
,0.007,-0.005,0.003,0.001,-0.012,0,0.01,0.007,-0.004
,0.005,-0.004,0.003,0.002,-0.012,-0.001,0.009,0.005,-0.005
,0.004,-0.003,0.003,0.002,-0.01,0.001,0.006,0.004,-0.006
,0.005,-0.002,0.005,0.003,-0.007,0.004,0.003,0.005,-0.004
,0.005,-0.002,0.006,0.004,-0.004,0.008,-0.001,0.005,0
,0.005,-0.001,0.007,0.006,-0.002,0.011,-0.003,0.005,0.006
,0.004,0.001,0.008,0.009,-0.001,0.012,-0.003,0.004,0.01
,0.001,0.002,0.008,0.012,0,0.011,-0.003,0.001,0.011
,-0.001,0.003,0.008,0.013,0,0.008,-0.001,-0.001,0.008
,-0.003,0.004,0.008,0.012,0,0.006,0,-0.003,0.005
,-0.003,0.004,0.006,0.009,0,0.004,-0.001,-0.003,0.002
,-0.003,0.004,0.005,0.006,0.001,0.004,-0.002,-0.003,0.002
,-0.003,0.005,0.003,0.003,0.002,0.006,-0.004,-0.003,0.003
