Var1,Var2,Var3,Var4
,0.047,-0.023,-0.023
,0.041,-0.021,-0.021
,0.034,-0.021,-0.021
,0.028,-0.02,-0.02
,0.027,-0.018,-0.018
,0.03,-0.016,-0.016
,0.037,-0.015,-0.015
,0.044,-0.017,-0.017
,0.048,-0.02,-0.02
,0.046,-0.021,-0.021
,0.04,-0.018,-0.018
,0.031,-0.01,-0.01
,0.021,0.002,0.002
,0.01,0.014,0.014
,-0.004,0.025,0.025
,-0.021,0.033,0.033
,-0.042,0.041,0.041
,-0.068,0.05,0.05
,-0.096,0.062,0.062
,-0.124,0.075,0.075
,-0.153,0.085,0.085
,-0.18,0.09,0.09
,-0.202,0.089,0.089
,-0.214,0.085,0.085
,-0.213,0.081,0.081
,-0.199,0.081,0.081
,-0.175,0.085,0.085
,-0.145,0.089,0.089
,-0.115,0.09,0.09
,-0.084,0.088,0.088
,-0.049,0.083,0.083
,-0.006,0.078,0.078
,0.039,0.075,0.075
,0.08,0.076,0.076
,0.107,0.079,0.079
,0.111,0.081,0.081
,0.094,0.08,0.08
,0.059,0.075,0.075
,0.014,0.066,0.066
,-0.03,0.055,0.055
,-0.065,0.043,0.043
,-0.081,0.032,0.032
,-0.072,0.023,0.023
,-0.04,0.016,0.016
,0.008,0.01,0.01
,0.06,0.005,0.005
,0.104,-0.001,-0.001
,0.133,-0.007,-0.007
,0.146,-0.013,-0.013
,0.145,-0.02,-0.02
,0.136,-0.028,-0.028
,0.125,-0.036,-0.036
,0.114,-0.045,-0.045
,0.107,-0.052,-0.052
,0.103,-0.057,-0.057
,0.101,-0.061,-0.061
,0.102,-0.065,-0.065
,0.104,-0.068,-0.068
,0.108,-0.072,-0.072
,0.112,-0.075,-0.075
,0.113,-0.076,-0.076
,0.109,-0.076,-0.076
,0.096,-0.074,-0.074
,0.077,-0.072,-0.072
,0.055,-0.069,-0.069
,0.038,-0.067,-0.067
,0.029,-0.064,-0.064
,0.03,-0.06,-0.06
,0.035,-0.055,-0.055
,0.038,-0.05,-0.05
,0.035,-0.047,-0.047
,0.023,-0.044,-0.044
,0.006,-0.043,-0.043
,-0.012,-0.042,-0.042
,-0.027,-0.04,-0.04
,-0.039,-0.037,-0.037
,-0.047,-0.034,-0.034
,-0.053,-0.031,-0.031
,-0.056,-0.028,-0.028
,-0.058,-0.024,-0.024
,-0.059,-0.02,-0.02
,-0.06,-0.016,-0.016
,-0.06,-0.012,-0.012
,-0.059,-0.008,-0.008
,-0.058,-0.005,-0.005
,-0.058,-0.003,-0.003
,-0.059,-0.001,-0.001
,-0.062,0,0
,-0.065,0,0
,-0.065,0.001,0.001
,-0.063,0.002,0.002
,-0.057,0.005,0.005
,-0.05,0.008,0.008
,-0.043,0.011,0.011
,-0.038,0.013,0.013
,-0.035,0.014,0.014
,-0.032,0.013,0.013
,-0.028,0.011,0.011
,-0.023,0.009,0.009
,-0.017,0.007,0.007
,-0.012,0.006,0.006
,-0.009,0.006,0.006
,-0.008,0.008,0.008
,-0.008,0.01,0.01
,-0.006,0.012,0.012
,-0.003,0.014,0.014
,0,0.014,0.014
,0.003,0.013,0.013
,0.004,0.012,0.012
,0.003,0.011,0.011
,0.002,0.013,0.013
,0.002,0.016,0.016
,0.003,0.019,0.019
,0.003,0.021,0.021
,0.003,0.021,0.021
,0.001,0.018,0.018
,-0.001,0.015,0.015
,-0.001,0.012,0.012
,0,0.01,0.01
,0.004,0.009,0.009
,0.008,0.01,0.01
,0.012,0.011,0.011
,0.014,0.011,0.011
,0.014,0.009,0.009
,0.012,0.005,0.005
,0.008,0.002,0.002
,0.003,0,0
,-0.001,0,0
,-0.003,0.002,0.002
,-0.003,0.006,0.006
,0,0.008,0.008
,0.003,0.007,0.007
,0.006,0.004,0.004
,0.007,-0.002,-0.002
,0.006,-0.007,-0.007
,0.004,-0.009,-0.009
,0.002,-0.008,-0.008
,0,-0.004,-0.004
,0.001,0.001,0.001
,0.002,0.004,0.004
,0.003,0.005,0.005
,0.003,0.003,0.003
,0.002,0,0
,0.002,-0.001,-0.001
,0.004,-0.002,-0.002
,0.007,-0.002,-0.002
,0.01,-0.001,-0.001
,0.012,-0.001,-0.001
,0.012,-0.001,-0.001
,0.01,-0.002,-0.002
,0.006,-0.004,-0.004
,0.003,-0.006,-0.006
,0.001,-0.007,-0.007
,-0.001,-0.007,-0.007
,-0.001,-0.006,-0.006
,-0.001,-0.004,-0.004
,0,-0.002,-0.002
,0.001,0.001,0.001
,0.001,0.002,0.002
,0,0.003,0.003
,-0.002,0.003,0.003
,-0.003,0.003,0.003
,-0.002,0.002,0.002
,0,0.002,0.002
,0.001,0.002,0.002
,0.002,0.002,0.002
,0.001,0.003,0.003
,0,0.003,0.003
,-0.001,0.003,0.003
,-0.001,0.002,0.002
,-0.002,0,0
,-0.003,-0.001,-0.001
,-0.005,0,0
,-0.006,0.002,0.002
,-0.005,0.005,0.005
,-0.003,0.007,0.007
,0.001,0.008,0.008
,0.003,0.008,0.008
,0.003,0.007,0.007
,0.001,0.006,0.006
,-0.001,0.006,0.006
,-0.003,0.004,0.004
,-0.003,0.002,0.002
,-0.001,0,0
,0.001,-0.002,-0.002
,0.002,-0.003,-0.003
,0.002,-0.004,-0.004
,0.002,-0.006,-0.006
,0.002,-0.008,-0.008
,0.004,-0.01,-0.01
,0.007,-0.011,-0.011
,0.008,-0.009,-0.009
,0.007,-0.005,-0.005
,0.004,-0.001,-0.001
,0.001,0.002,0.002
,-0.001,0.004,0.004
,-0.001,0.005,0.005
,-0.001,0.005,0.005
,-0.001,0.004,0.004
,-0.002,0.003,0.003
,-0.003,0.001,0.001
,-0.004,-0.001,-0.001
,-0.003,-0.002,-0.002
,-0.002,-0.002,-0.002
,0,0.001,0.001
,0,0.004,0.004
,-0.001,0.006,0.006
,-0.002,0.007,0.007
,-0.003,0.007,0.007
,-0.004,0.006,0.006
,-0.004,0.006,0.006
,-0.004,0.008,0.008
,-0.003,0.01,0.01
,-0.002,0.012,0.012
,-0.002,0.011,0.011
,-0.002,0.007,0.007
,-0.003,0.003,0.003
,-0.003,0,0
,-0.004,-0.001,-0.001
,-0.003,-0.001,-0.001
,-0.002,0,0
,-0.001,0,0
,0.001,-0.002,-0.002
,0.001,-0.005,-0.005
,0.002,-0.007,-0.007
,0.003,-0.008,-0.008
,0.005,-0.007,-0.007
,0.007,-0.004,-0.004
,0.009,-0.001,-0.001
,0.009,0.002,0.002
,0.008,0.003,0.003
,0.006,0.002,0.002
,0.004,-0.001,-0.001
,0.003,-0.003,-0.003
,0.002,-0.005,-0.005
,0,-0.005,-0.005
,-0.002,-0.003,-0.003
,-0.005,-0.002,-0.002
,-0.007,-0.001,-0.001
,-0.007,-0.001,-0.001
,-0.004,-0.001,-0.001
,0,0,0
,0.003,0.002,0.002
,0.005,0.004,0.004
,0.005,0.005,0.005
,0.005,0.004,0.004
,0.005,0.002,0.002
,0.004,0.001,0.001
,0.003,0.002,0.002
,-0.001,0.004,0.004
,-0.006,0.005,0.005
,-0.012,0.006,0.006
,-0.014,0.005,0.005
,-0.014,0.004,0.004
,-0.01,0.005,0.005
,-0.005,0.006,0.006
,-0.001,0.006,0.006
,0.001,0.005,0.005
,0,0.001,0.001
,-0.002,-0.004,-0.004
,-0.003,-0.007,-0.007
,-0.002,-0.007,-0.007
,0.001,-0.004,-0.004
,0.004,-0.001,-0.001
,0.005,0.001,0.001
,0.006,-0.001,-0.001
,0.005,-0.004,-0.004
,0.005,-0.007,-0.007
,0.006,-0.008,-0.008
,0.007,-0.007,-0.007
,0.007,-0.006,-0.006
,0.007,-0.007,-0.007
,0.005,-0.008,-0.008
,0.004,-0.01,-0.01
,0.001,-0.01,-0.01
,-0.001,-0.008,-0.008
,-0.004,-0.005,-0.005
,-0.005,-0.002,-0.002
,-0.005,-0.001,-0.001
,-0.002,-0.001,-0.001
,0.002,-0.002,-0.002
,0.004,-0.003,-0.003
,0.004,-0.001,-0.001
,0,0.002,0.002
,-0.004,0.005,0.005
,-0.007,0.006,0.006
,-0.006,0.007,0.007
,-0.003,0.005,0.005
,0,0.003,0.003
,0.002,0.002,0.002
,0,0.002,0.002
,-0.003,0.003,0.003
,-0.005,0.006,0.006
,-0.005,0.008,0.008
,-0.002,0.008,0.008
,0.001,0.007,0.007
,0.003,0.004,0.004
,0.003,0.002,0.002
,0.002,0.002,0.002
,-0.001,0.003,0.003
,-0.002,0.004,0.004
,-0.003,0.004,0.004
,-0.001,0.004,0.004
,0.001,0.002,0.002
,0.003,0.001,0.001
,0.003,-0.001,-0.001
,0.002,-0.002,-0.002
,0,-0.004,-0.004
,-0.001,-0.006,-0.006
,0,-0.007,-0.007
,0.002,-0.007,-0.007
,0.006,-0.006,-0.006
,0.008,-0.004,-0.004
,0.009,-0.001,-0.001
,0.007,-0.001,-0.001
,0.006,-0.002,-0.002
,0.004,-0.003,-0.003
,0.002,-0.004,-0.004
,-0.001,-0.003,-0.003
,-0.004,-0.001,-0.001
,-0.006,0.002,0.002
,-0.008,0.002,0.002
,-0.008,0,0
,-0.008,-0.004,-0.004
,-0.007,-0.007,-0.007
,-0.006,-0.008,-0.008
,-0.005,-0.006,-0.006
,-0.003,-0.003,-0.003
,-0.001,0.001,0.001
,0.001,0.003,0.003
,0.002,0.003,0.003
,0.003,0.004,0.004
,0.003,0.004,0.004
,0.002,0.004,0.004
,0,0.005,0.005
,-0.002,0.005,0.005
,-0.004,0.004,0.004
,-0.005,0.004,0.004
,-0.004,0.004,0.004
,-0.002,0.003,0.003
,0.002,0.002,0.002
,0.005,-0.001,-0.001
,0.009,-0.003,-0.003
,0.01,-0.005,-0.005
,0.009,-0.005,-0.005
,0.007,-0.003,-0.003
,0.005,-0.001,-0.001
,0.003,0.001,0.001
,0.003,0.002,0.002
,0.002,0.003,0.003
,0.002,0.002,0.002
,0.002,0.001,0.001
,0.002,0.001,0.001
,0.001,0,0
,0.001,0.001,0.001
,0,0.001,0.001
,-0.002,0.002,0.002
,-0.004,0.001,0.001
,-0.007,-0.001,-0.001
,-0.007,-0.004,-0.004
,-0.006,-0.006,-0.006
,-0.004,-0.006,-0.006
,-0.001,-0.003,-0.003
,0,0.001,0.001
,0.001,0.003,0.003
,0.003,0.004,0.004
,0.004,0.003,0.003
,0.005,0.002,0.002
,0.005,0.001,0.001
,0.003,0.001,0.001
,0.001,0.001,0.001
,-0.002,0.001,0.001
,-0.003,0,0
,-0.003,-0.001,-0.001
,-0.003,-0.002,-0.002
,-0.004,-0.002,-0.002
,-0.004,-0.002,-0.002
,-0.004,-0.001,-0.001
,-0.004,-0.001,-0.001
,-0.002,-0.001,-0.001
,0,0,0
,0.002,0,0
,0.003,0,0
,0.003,0.001,0.001
,0.002,0.001,0.001
,0.001,0.001,0.001
,0,0.001,0.001
,-0.001,0.001,0.001
,-0.001,0.001,0.001
,0,0,0
,0,-0.001,-0.001
,0,-0.002,-0.002
,0,-0.002,-0.002
,0,-0.002,-0.002
,0,-0.002,-0.002
,-0.002,-0.002,-0.002
,-0.004,-0.003,-0.003
,-0.005,-0.003,-0.003
,-0.006,-0.003,-0.003
,-0.004,-0.002,-0.002
,-0.002,-0.001,-0.001
,0,0.001,0.001
,0.002,0.003,0.003
,0.003,0.004,0.004
,0.003,0.003,0.003
,0.003,0.001,0.001
,0.004,-0.001,-0.001
,0.004,-0.003,-0.003
,0.003,-0.003,-0.003
,0.002,-0.003,-0.003
,0,-0.001,-0.001
,-0.002,-0.001,-0.001
,-0.002,-0.001,-0.001
,-0.002,-0.002,-0.002
,-0.001,-0.002,-0.002
,-0.001,-0.001,-0.001
,-0.001,0.001,0.001
,-0.002,0.003,0.003
,-0.001,0.005,0.005
,-0.001,0.006,0.006
,-0.001,0.006,0.006
,-0.003,0.006,0.006
,-0.005,0.006,0.006
,-0.007,0.006,0.006
,-0.008,0.006,0.006
,-0.006,0.006,0.006
,-0.002,0.005,0.005
,0.003,0.002,0.002
,0.008,0,0
,0.011,-0.002,-0.002
,0.012,-0.002,-0.002
,0.009,-0.001,-0.001
,0.004,0.001,0.001
,0,0.001,0.001
,-0.002,0,0
,-0.001,-0.002,-0.002
,0.003,-0.003,-0.003
,0.006,-0.004,-0.004
,0.007,-0.003,-0.003
,0.005,-0.002,-0.002
,0,-0.002,-0.002
,-0.005,-0.001,-0.001
,-0.007,-0.002,-0.002
,-0.007,-0.002,-0.002
,-0.005,-0.001,-0.001
,-0.002,0,0
,-0.001,0,0
,-0.001,0,0
,-0.001,0,0
,0,-0.001,-0.001
,0.001,-0.002,-0.002
,0.003,-0.002,-0.002
,0.004,-0.002,-0.002
,0.005,-0.001,-0.001
,0.004,-0.001,-0.001
,0.003,-0.001,-0.001
,0.002,0,0
,0,0.001,0.001
,-0.001,0.002,0.002
,-0.003,0.003,0.003
,-0.004,0.003,0.003
,-0.005,0.002,0.002
,-0.006,0,0
,-0.007,-0.002,-0.002
,-0.008,-0.004,-0.004
,-0.008,-0.004,-0.004
,-0.006,-0.003,-0.003
,-0.002,-0.001,-0.001
,0.003,0,0
,0.007,0.001,0.001
,0.009,0,0
,0.008,-0.001,-0.001
,0.005,-0.002,-0.002
,0.001,-0.002,-0.002
,-0.001,-0.003,-0.003
,-0.001,-0.003,-0.003
,-0.001,-0.004,-0.004
,-0.001,-0.005,-0.005
,-0.003,-0.005,-0.005
,-0.004,-0.005,-0.005
,-0.004,-0.004,-0.004
,-0.002,-0.002,-0.002
,0.001,-0.001,-0.001
,0.003,0,0
,0.003,0,0
,0.002,0,0
,0.001,0,0
,0,-0.001,-0.001
,0,-0.001,-0.001
,0,-0.001,-0.001
,0,0,0
,0,0.001,0.001
,0.001,0.003,0.003
,0.001,0.005,0.005
,0,0.006,0.006
,-0.001,0.006,0.006
,-0.004,0.005,0.005
,-0.007,0.003,0.003
,-0.008,0,0
,-0.008,-0.002,-0.002
,-0.005,-0.004,-0.004
,-0.001,-0.002,-0.002
,0.002,0.001,0.001
,0.004,0.004,0.004
,0.004,0.005,0.005
,0.003,0.004,0.004
,0.002,0.002,0.002
,0.001,0.001,0.001
,0.001,0.003,0.003
,0.001,0.005,0.005
,0.002,0.008,0.008
,0.002,0.008,0.008
,0.002,0.006,0.006
,0.002,0.003,0.003
,0.001,0.001,0.001
,0.001,0,0
,0,0.001,0.001
,-0.001,0.003,0.003
,-0.001,0.003,0.003
,-0.002,0.002,0.002
,-0.002,0,0
,-0.001,-0.002,-0.002
,0.001,-0.002,-0.002
,0.003,-0.001,-0.001
,0.004,0.002,0.002
,0.004,0.004,0.004
,0.002,0.004,0.004
,0,0.002,0.002
,-0.002,0,0
,-0.004,-0.001,-0.001
,-0.004,-0.001,-0.001
,-0.003,0,0
,-0.002,0.001,0.001
,-0.002,0.001,0.001
,-0.001,-0.001,-0.001
,0.001,-0.003,-0.003
,0.003,-0.004,-0.004
,0.005,-0.004,-0.004
,0.007,-0.003,-0.003
,0.007,-0.001,-0.001
,0.006,0,0
,0.003,-0.001,-0.001
,-0.001,-0.002,-0.002
,-0.002,-0.002,-0.002
,-0.001,-0.002,-0.002
,0.002,-0.003,-0.003
,0.005,-0.003,-0.003
,0.005,-0.004,-0.004
,0.002,-0.005,-0.005
,-0.003,-0.006,-0.006
,-0.006,-0.005,-0.005
,-0.006,-0.004,-0.004
,-0.003,-0.003,-0.003
,0.001,-0.004,-0.004
,0.003,-0.005,-0.005
,0.002,-0.007,-0.007
,-0.001,-0.006,-0.006
,-0.004,-0.004,-0.004
,-0.005,0,0
,-0.005,0.003,0.003
,-0.004,0.004,0.004
,-0.002,0.003,0.003
,-0.002,0,0
,-0.002,-0.003,-0.003
,-0.002,-0.004,-0.004
,-0.001,-0.003,-0.003
,0.001,-0.002,-0.002
,0.003,-0.001,-0.001
,0.004,-0.001,-0.001
,0.004,0,0
,0.003,0.001,0.001
,0.002,0.002,0.002
,0,0.004,0.004
,-0.002,0.005,0.005
,-0.003,0.006,0.006
,-0.004,0.006,0.006
,-0.003,0.006,0.006
,-0.002,0.005,0.005
,-0.001,0.003,0.003
,0,0.002,0.002
,0,-0.001,-0.001
,0,-0.003,-0.003
,-0.002,-0.004,-0.004
,-0.003,-0.005,-0.005
,-0.005,-0.005,-0.005
,-0.005,-0.003,-0.003
,-0.004,0,0
,-0.001,0.002,0.002
,0.002,0.004,0.004
,0.005,0.005,0.005
,0.006,0.006,0.006
,0.006,0.005,0.005
,0.004,0.005,0.005
,0.002,0.006,0.006
,0.001,0.007,0.007
,0.002,0.007,0.007
,0.002,0.005,0.005
,0.003,0.001,0.001
,0.002,-0.003,-0.003
,0,-0.007,-0.007
,-0.001,-0.008,-0.008
,-0.002,-0.008,-0.008
,-0.002,-0.007,-0.007
,-0.002,-0.006,-0.006
,-0.002,-0.005,-0.005
,-0.003,-0.004,-0.004
,-0.003,-0.003,-0.003
,-0.003,-0.002,-0.002
,0,-0.001,-0.001
,0.003,-0.001,-0.001
,0.006,0,0
,0.007,0.001,0.001
,0.006,0.002,0.002
,0.004,0.003,0.003
,0.002,0.004,0.004
,0,0.004,0.004
,-0.001,0.004,0.004
,-0.002,0.001,0.001
,-0.004,-0.001,-0.001
,-0.005,-0.003,-0.003
,-0.006,-0.004,-0.004
,-0.004,-0.002,-0.002
,-0.001,0,0
,0.003,0.002,0.002
,0.006,0.002,0.002
,0.006,0,0
,0.003,-0.002,-0.002
,0,-0.002,-0.002
,-0.002,-0.001,-0.001
,-0.003,0.002,0.002
,-0.001,0.004,0.004
,0.001,0.004,0.004
,0.002,0.002,0.002
,0.001,-0.002,-0.002
,-0.002,-0.006,-0.006
,-0.004,-0.007,-0.007
,-0.004,-0.005,-0.005
,-0.003,-0.002,-0.002
,-0.001,0.002,0.002
,0,0.004,0.004
,-0.001,0.004,0.004
,-0.002,0.003,0.003
,-0.001,0.003,0.003
,0.002,0.003,0.003
,0.005,0.003,0.003
,0.006,0.002,0.002
,0.004,0,0
,0,-0.002,-0.002
,-0.004,-0.003,-0.003
,-0.004,-0.002,-0.002
,-0.002,0,0
,0.002,0.003,0.003
,0.004,0.004,0.004
,0.003,0.004,0.004
,0,0.002,0.002
,-0.003,-0.001,-0.001
,-0.004,-0.003,-0.003
,-0.003,-0.003,-0.003
,-0.001,-0.002,-0.002
,0.001,0,0
,0.003,0.001,0.001
,0.003,0.001,0.001
,0.002,0,0
,0.001,0,0
,-0.002,0.002,0.002
,-0.006,0.003,0.003
,-0.01,0.004,0.004
,-0.011,0.004,0.004
,-0.01,0.003,0.003
,-0.007,0.001,0.001
,-0.003,-0.001,-0.001
,0,-0.003,-0.003
,0.001,-0.004,-0.004
,0.002,-0.005,-0.005
,0.004,-0.006,-0.006
,0.008,-0.005,-0.005
,0.012,-0.004,-0.004
,0.014,-0.001,-0.001
,0.013,0.002,0.002
,0.01,0.004,0.004
,0.007,0.005,0.005
,0.004,0.004,0.004
,0.001,0.002,0.002
,-0.002,0,0
,-0.004,-0.001,-0.001
,-0.005,-0.002,-0.002
,-0.004,-0.001,-0.001
,0,-0.001,-0.001
,0.005,-0.001,-0.001
,0.008,-0.001,-0.001
,0.008,-0.001,-0.001
,0.006,0,0
,0.003,0,0
,0.001,0.001,0.001
,0.002,0.001,0.001
,0.003,0,0
,0.004,0,0
,0.003,0.001,0.001
,0.001,0.001,0.001
,-0.002,0.002,0.002
,-0.004,0.001,0.001
,-0.005,0,0
,-0.006,-0.003,-0.003
,-0.006,-0.006,-0.006
,-0.006,-0.007,-0.007
,-0.007,-0.005,-0.005
,-0.007,-0.002,-0.002
,-0.006,0,0
,-0.004,0.001,0.001
,-0.002,0,0
,0,-0.003,-0.003
,0.001,-0.005,-0.005
,0.002,-0.003,-0.003
,0.003,0.001,0.001
,0.004,0.006,0.006
,0.005,0.01,0.01
,0.005,0.011,0.011
,0.004,0.008,0.008
,0.001,0.004,0.004
,-0.002,0,0
,-0.004,-0.001,-0.001
,-0.005,-0.002,-0.002
,-0.004,-0.003,-0.003
,-0.002,-0.004,-0.004
,-0.001,-0.005,-0.005
,0.001,-0.004,-0.004
,0.001,-0.002,-0.002
,0,0,0
,-0.002,0.003,0.003
,-0.003,0.004,0.004
,-0.005,0.004,0.004
,-0.005,0.002,0.002
,-0.004,0,0
,-0.001,-0.002,-0.002
,0.003,-0.003,-0.003
,0.004,-0.003,-0.003
,0.003,-0.002,-0.002
,0,-0.001,-0.001
,-0.003,-0.001,-0.001
,-0.004,-0.002,-0.002
,-0.002,-0.002,-0.002
,0.001,-0.001,-0.001
,0.003,0.002,0.002
,0.001,0.004,0.004
,-0.002,0.005,0.005
,-0.004,0.003,0.003
,-0.001,-0.001,-0.001
,0.005,-0.004,-0.004
,0.011,-0.005,-0.005
,0.012,-0.004,-0.004
,0.008,-0.001,-0.001
,0.001,0.001,0.001
,-0.005,0.002,0.002
,-0.008,0.001,0.001
,-0.007,-0.001,-0.001
,-0.004,-0.003,-0.003
,-0.002,-0.004,-0.004
,0,-0.003,-0.003
,0,-0.001,-0.001
,-0.001,0,0
,-0.001,0.001,0.001
,0,0.002,0.002
,0.001,0.002,0.002
,0.002,0.004,0.004
,0.004,0.005,0.005
,0.005,0.005,0.005
,0.005,0.004,0.004
,0.003,0.003,0.003
,0.001,0.002,0.002
,-0.001,0.003,0.003
,-0.001,0.005,0.005
,-0.001,0.006,0.006
,0,0.005,0.005
,-0.001,0.002,0.002
,-0.002,-0.003,-0.003
,-0.004,-0.007,-0.007
,-0.005,-0.008,-0.008
,-0.004,-0.006,-0.006
,-0.002,-0.002,-0.002
,-0.001,0.002,0.002
,0,0.004,0.004
,0,0.003,0.003
,-0.002,0.002,0.002
,-0.002,0.002,0.002
,-0.002,0.002,0.002
,0,0.002,0.002
,0.002,0.001,0.001
,0.001,0,0
,-0.001,-0.001,-0.001
,-0.003,-0.001,-0.001
,-0.003,0,0
,-0.001,0.001,0.001
,0.001,0,0
,0.002,-0.001,-0.001
,0.002,-0.003,-0.003
,0,-0.005,-0.005
,-0.002,-0.006,-0.006
,-0.002,-0.005,-0.005
,0,-0.004,-0.004
,0.003,-0.003,-0.003
,0.005,-0.002,-0.002
,0.005,-0.001,-0.001
,0.004,-0.001,-0.001
,0.002,-0.001,-0.001
,0.001,0,0
,0,0.001,0.001
,-0.002,0.003,0.003
,-0.004,0.003,0.003
,-0.006,0.001,0.001
,-0.008,-0.001,-0.001
,-0.006,-0.004,-0.004
,-0.003,-0.004,-0.004
,0.001,-0.003,-0.003
,0.003,0.001,0.001
,0.003,0.004,0.004
,0.001,0.006,0.006
,0,0.007,0.007
,0.001,0.005,0.005
,0.003,0.004,0.004
,0.006,0.003,0.003
,0.006,0.002,0.002
,0.003,0.002,0.002
,-0.002,0.002,0.002
,-0.007,0.001,0.001
,-0.009,0,0
,-0.007,-0.002,-0.002
,-0.003,-0.004,-0.004
,0.001,-0.004,-0.004
,0.004,-0.004,-0.004
,0.004,-0.004,-0.004
,0.001,-0.003,-0.003
,-0.001,-0.004,-0.004
,0,-0.004,-0.004
,0.002,-0.004,-0.004
,0.006,-0.004,-0.004
,0.009,-0.002,-0.002
,0.009,0,0
,0.007,0.002,0.002
,0.003,0.002,0.002
,0,0.001,0.001
,-0.001,-0.001,-0.001
,-0.001,-0.002,-0.002
,0,-0.003,-0.003
,0,-0.003,-0.003
,-0.001,-0.002,-0.002
,-0.002,-0.001,-0.001
,-0.003,0,0
,-0.003,0.001,0.001
,-0.002,0.002,0.002
,-0.002,0.003,0.003
,-0.002,0.005,0.005
,-0.003,0.006,0.006
,-0.003,0.006,0.006
,-0.002,0.005,0.005
,0.001,0.003,0.003
,0.003,0.002,0.002
,0.002,0.001,0.001
,0,0,0
,-0.003,0,0
,-0.005,0,0
,-0.005,-0.001,-0.001
,-0.003,-0.002,-0.002
,-0.001,-0.003,-0.003
,0.001,-0.004,-0.004
,0.001,-0.004,-0.004
,0.002,-0.003,-0.003
,0.002,-0.001,-0.001
,0.002,0.003,0.003
,0.003,0.005,0.005
,0.004,0.006,0.006
,0.005,0.004,0.004
,0.006,0.002,0.002
,0.005,0,0
,0.004,-0.001,-0.001
,0.001,0,0
,-0.001,0.002,0.002
,-0.002,0.004,0.004
,-0.001,0.004,0.004
,0,0.001,0.001
,0.001,-0.003,-0.003
,0,-0.006,-0.006
,-0.002,-0.007,-0.007
,-0.004,-0.006,-0.006
,-0.004,-0.002,-0.002
,-0.004,0.001,0.001
,-0.003,0.003,0.003
,-0.002,0.003,0.003
,-0.001,0.003,0.003
,0,0.002,0.002
,0.001,0.002,0.002
,0.003,0.001,0.001
,0.003,-0.001,-0.001
,0.002,-0.003,-0.003
,0,-0.004,-0.004
,-0.002,-0.003,-0.003
,-0.003,-0.002,-0.002
,-0.002,0,0
,0.001,0,0
,0.004,-0.002,-0.002
,0.005,-0.003,-0.003
,0.003,-0.003,-0.003
,0,-0.001,-0.001
,-0.003,0.001,0.001
,-0.004,0.003,0.003
,-0.003,0.004,0.004
,0.001,0.003,0.003
,0.004,0.002,0.002
,0.004,0.001,0.001
,0.001,0.002,0.002
,-0.003,0.002,0.002
,-0.006,0.002,0.002
,-0.006,0.001,0.001
,-0.005,0,0
,-0.002,-0.002,-0.002
,0.001,-0.002,-0.002
,0.003,-0.002,-0.002
,0.003,-0.001,-0.001
,0.003,0,0
,0.003,0,0
,0.003,0.001,0.001
,0.003,0.002,0.002
,0.003,0.003,0.003
,0.002,0.002,0.002
,0.002,0.001,0.001
,0.001,-0.002,-0.002
,0,-0.004,-0.004
,-0.001,-0.004,-0.004
,-0.001,-0.004,-0.004
,-0.002,-0.003,-0.003
,-0.002,-0.002,-0.002
,-0.002,-0.001,-0.001
,-0.002,-0.001,-0.001
,-0.001,-0.001,-0.001
,0,-0.001,-0.001
,0.001,0,0
,0,0.001,0.001
,-0.001,0.002,0.002
,-0.003,0.003,0.003
,-0.002,0.004,0.004
,-0.001,0.003,0.003
,0.001,0,0
,0.003,-0.003,-0.003
,0.004,-0.005,-0.005
,0.003,-0.005,-0.005
,0.002,-0.003,-0.003
,0,0.001,0.001
,-0.001,0.005,0.005
,-0.001,0.005,0.005
,-0.001,0.002,0.002
,-0.001,-0.002,-0.002
,0,-0.005,-0.005
,-0.001,-0.004,-0.004
,0,-0.002,-0.002
,0,0.002,0.002
,0.001,0.003,0.003
,0.001,0.002,0.002
,0,0,0
,-0.001,-0.001,-0.001
,-0.002,0,0
,-0.003,0.003,0.003
,-0.003,0.005,0.005
,-0.002,0.005,0.005
,-0.001,0.004,0.004
,0,0.002,0.002
,0,0,0
,0.001,0,0
,0.001,0,0
,0,0,0
,0,-0.001,-0.001
,-0.001,-0.001,-0.001
,-0.001,-0.001,-0.001
,0.001,0.001,0.001
,0.002,0.002,0.002
,0.003,0.002,0.002
,0.004,0.001,0.001
,0.003,0,0
,0.003,-0.001,-0.001
,0.003,-0.002,-0.002
,0.002,-0.002,-0.002
,0,-0.003,-0.003
,-0.002,-0.004,-0.004
,-0.004,-0.006,-0.006
,-0.005,-0.007,-0.007
,-0.005,-0.006,-0.006
,-0.004,-0.003,-0.003
,-0.003,0,0
,-0.001,0.002,0.002
,0,0.003,0.003
,0.001,0.004,0.004
,0.002,0.004,0.004
,0.003,0.004,0.004
,0.003,0.004,0.004
,0.003,0.003,0.003
,0.002,0.003,0.003
,0,0.003,0.003
,-0.001,0.002,0.002
,-0.003,0.001,0.001
,-0.004,0.001,0.001
,-0.004,0,0
,-0.002,-0.001,-0.001
,0,-0.001,-0.001
,0.003,-0.002,-0.002
,0.005,-0.003,-0.003
,0.006,-0.004,-0.004
,0.006,-0.005,-0.005
,0.005,-0.004,-0.004
,0.004,-0.001,-0.001
,0.003,0.002,0.002
,0.003,0.005,0.005
,0.004,0.006,0.006
,0.005,0.005,0.005
,0.005,0.003,0.003
,0.003,0.001,0.001
,-0.001,0,0
